,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0021900001,2019-10-22T00:00:00,1,0021900001,1610612761,TOR,Toronto,Raptors,1-0,27,29,32,29,13,0,0,0,0,0,0,0,0,0,130,2019-2020
1,0021900001,2019-10-22T00:00:00,1,0021900001,1610612740,NOP,New Orleans,Pelicans,0-1,30,31,25,31,5,0,0,0,0,0,0,0,0,0,122,2019-2020
2,0021900002,2019-10-22T00:00:00,2,0021900002,1610612746,LAC,LA,Clippers,1-0,22,40,23,27,0,0,0,0,0,0,0,0,0,0,112,2019-2020
3,0021900002,2019-10-22T00:00:00,2,0021900002,1610612747,LAL,Los Angeles,Lakers,0-1,25,29,31,17,0,0,0,0,0,0,0,0,0,0,102,2019-2020
4,0021900003,2019-10-23T00:00:00,1,0021900003,1610612766,CHA,Charlotte,Hornets,1-0,37,26,33,30,0,0,0,0,0,0,0,0,0,0,126,2019-2020
5,0021900003,2019-10-23T00:00:00,1,0021900003,1610612741,CHI,Chicago,Bulls,0-1,28,27,40,30,0,0,0,0,0,0,0,0,0,0,125,2019-2020
6,0021900004,2019-10-23T00:00:00,2,0021900004,1610612754,IND,Indiana,Pacers,0-1,24,31,31,24,0,0,0,0,0,0,0,0,0,0,110,2019-2020
7,0021900004,2019-10-23T00:00:00,2,0021900004,1610612765,DET,Detroit,Pistons,1-0,27,27,29,36,0,0,0,0,0,0,0,0,0,0,119,2019-2020
8,0021900005,2019-10-23T00:00:00,3,0021900005,1610612753,ORL,Orlando,Magic,1-0,28,27,16,23,0,0,0,0,0,0,0,0,0,0,94,2019-2020
9,0021900005,2019-10-23T00:00:00,3,0021900005,1610612739,CLE,Cleveland,Cavaliers,0-1,24,17,24,20,0,0,0,0,0,0,0,0,0,0,85,2019-2020
10,0021900006,2019-10-23T00:00:00,4,0021900006,1610612751,BKN,Brooklyn,Nets,0-1,22,34,37,22,11,0,0,0,0,0,0,0,0,0,126,2019-2020
11,0021900006,2019-10-23T00:00:00,4,0021900006,1610612750,MIN,Minnesota,Timberwolves,1-0,33,35,20,27,12,0,0,0,0,0,0,0,0,0,127,2019-2020
12,0021900007,2019-10-23T00:00:00,5,0021900007,1610612748,MIA,Miami,Heat,1-0,24,30,29,37,0,0,0,0,0,0,0,0,0,0,120,2019-2020
13,0021900007,2019-10-23T00:00:00,5,0021900007,1610612763,MEM,Memphis,Grizzlies,0-1,32,28,24,17,0,0,0,0,0,0,0,0,0,0,101,2019-2020
14,0021900008,2019-10-23T00:00:00,6,0021900008,1610612755,PHI,Philadelphia,76ers,1-0,20,29,28,30,0,0,0,0,0,0,0,0,0,0,107,2019-2020
15,0021900008,2019-10-23T00:00:00,6,0021900008,1610612738,BOS,Boston,Celtics,0-1,25,23,20,25,0,0,0,0,0,0,0,0,0,0,93,2019-2020
16,0021900009,2019-10-23T00:00:00,7,0021900009,1610612742,DAL,Dallas,Mavericks,1-0,24,38,29,17,0,0,0,0,0,0,0,0,0,0,108,2019-2020
17,0021900009,2019-10-23T00:00:00,7,0021900009,1610612764,WAS,Washington,Wizards,0-1,25,23,20,32,0,0,0,0,0,0,0,0,0,0,100,2019-2020
18,0021900010,2019-10-23T00:00:00,8,0021900010,1610612759,SAS,San Antonio,Spurs,1-0,22,37,24,37,0,0,0,0,0,0,0,0,0,0,120,2019-2020
19,0021900010,2019-10-23T00:00:00,8,0021900010,1610612752,NYK,New York,Knicks,0-1,15,36,33,27,0,0,0,0,0,0,0,0,0,0,111,2019-2020
20,0021900011,2019-10-23T00:00:00,9,0021900011,1610612762,UTA,Utah,Jazz,1-0,23,26,19,32,0,0,0,0,0,0,0,0,0,0,100,2019-2020
21,0021900011,2019-10-23T00:00:00,9,0021900011,1610612760,OKC,Oklahoma City,Thunder,0-1,12,34,28,21,0,0,0,0,0,0,0,0,0,0,95,2019-2020
22,0021900012,2019-10-23T00:00:00,10,0021900012,1610612756,PHX,Phoenix,Suns,1-0,25,29,32,38,0,0,0,0,0,0,0,0,0,0,124,2019-2020
23,0021900012,2019-10-23T00:00:00,10,0021900012,1610612758,SAC,Sacramento,Kings,0-1,29,30,17,19,0,0,0,0,0,0,0,0,0,0,95,2019-2020
24,0021900013,2019-10-23T00:00:00,11,0021900013,1610612757,POR,Portland,Trail Blazers,0-1,27,23,24,26,0,0,0,0,0,0,0,0,0,0,100,2019-2020
