,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0020700001,1148,James,Capers,19,2007-2008
1,0020700001,2878,Tommy,Nunez Jr.,28,2007-2008
2,0020700001,1150,Jimmy,Clark,6,2007-2008
3,0020700002,1179,Rodney,Mott,71,2007-2008
4,0020700002,1363,Bennie,Adams,47,2007-2008
5,0020700002,1180,Jack,Nies,35,2007-2008
6,0020700003,1164,Ron,Garretson,10,2007-2008
7,0020700003,2001,Jason,Phillips,23,2007-2008
8,0020700003,2148,Mark,Ayotte,56,2007-2008
9,0020700004,1188,Leroy,Richardson,51,2007-2008
10,0020700004,1142,Dick,Bavetta,27,2007-2008
11,0020700004,1185,Violet,Palmer,12,2007-2008
12,0020700006,1195,Derrick,Stafford,9,2007-2008
13,0020700006,1153,Joe,Crawford,17,2007-2008
14,0020700006,2716,Olandis,Poole,50,2007-2008
15,0020700007,1664,Gary,Zielinski,59,2007-2008
16,0020700007,1151,Sean,Corbin,33,2007-2008
17,0020700007,1192,Bennett,Salvatore,15,2007-2008
18,0020700008,1830,Marc,Davis,34,2007-2008
19,0020700008,2530,Ed,Malloy,73,2007-2008
20,0020700008,1167,Steve,Javie,29,2007-2008
21,0020700009,1199,Tom,Washington,49,2007-2008
22,0020700009,1194,Bill,Spooner,22,2007-2008
23,0020700009,2714,David,Guthrie,60,2007-2008
24,0020700012,2004,Courtney,Kirkland,61,2007-2008
25,0020700012,2005,Matt,Boland,46,2007-2008
26,0020700012,1155,JB,DeRosa,14,2007-2008
27,0020700014,1164,Ron,Garretson,10,2007-2008
28,0020700014,2001,Jason,Phillips,23,2007-2008
29,0020700014,1201,Leon,Wood,40,2007-2008
30,0020700015,1162,Scott,Foster,48,2007-2008
31,0020700015,101283,Brian,Forte,62,2007-2008
32,0020700015,1165,Luis,Grillo,8,2007-2008
33,0020700016,1148,James,Capers,19,2007-2008
34,0020700016,2715,Eric,Lewis,42,2007-2008
35,0020700016,1150,Jimmy,Clark,6,2007-2008
36,0020700017,1830,Marc,Davis,34,2007-2008
37,0020700017,1159,Kevin,Fehr,39,2007-2008
38,0020700017,1167,Steve,Javie,29,2007-2008
39,0020700018,1147,Mike,Callahan,24,2007-2008
40,0020700018,1146,Tony,Brothers,25,2007-2008
