,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0028900001,0028900001,0028800566,1989-02-08T00:00:00,1610612746,Los Angeles,Clippers,LAC,114,1610612745,Houston,Rockets,HOU,111,1989-1990
1,0028900002,0028900002,0028800990,1989-04-18T00:00:00,1610612737,Atlanta,Hawks,ATL,121,1610612754,Indiana,Pacers,IND,114,1989-1990
2,0028900003,0028900003,0048800047,1989-05-16T00:00:00,1610612756,Phoenix,Suns,PHX,116,1610612744,Golden State,Warriors,GOS,104,1989-1990
3,0028900004,0028900004,0028800785,1989-03-17T00:00:00,1610612742,Dallas,Mavericks,DAL,103,1610612747,Los Angeles,Lakers,LAL,106,1989-1990
4,0028900005,0028900005,0028800962,1989-04-14T00:00:00,1610612765,Detroit,Pistons,DET,100,1610612752,New York,Knicks,NYK,104,1989-1990
5,0028900006,0028900006,0028800847,1989-03-27T00:00:00,1610612748,Miami,Heat,MIA,100,1610612751,New Jersey,Nets,NJN,79,1989-1990
6,0028900007,0028900007,0028800950,1989-04-12T00:00:00,1610612762,Utah,Jazz,UTH,107,1610612743,Denver,Nuggets,DEN,102,1989-1990
7,0028900008,0028900008,0028800809,1989-03-21T00:00:00,1610612738,Boston,Celtics,BOS,86,1610612749,Milwaukee,Bucks,MIL,98,1989-1990
8,0028900009,0028900009,0048800031,1989-05-07T00:00:00,1610612741,Chicago,Bulls,CHI,101,1610612739,Cleveland,Cavaliers,CLE,100,1989-1990
9,0028900010,0028900010,0028800824,1989-03-23T00:00:00,1610612766,Charlotte,Hornets,CHH,97,1610612764,Washington,Bullets,WAS,102,1989-1990
10,0028900011,0028900011,0028801021,1989-04-23T00:00:00,1610612757,Portland,Trail Blazers,POR,126,1610612758,Sacramento,Kings,SAC,120,1989-1990
11,0028900013,0028900013,0028800815,1989-03-22T00:00:00,1610612752,New York,Knicks,NYK,103,1610612748,Miami,Heat,MIA,107,1989-1990
12,0028900014,0028900014,0028800840,1989-03-25T00:00:00,1610612744,Golden State,Warriors,GOS,104,1610612745,Houston,Rockets,HOU,144,1989-1990
13,0028900015,0028900015,0028800844,1989-03-27T00:00:00,1610612754,Indiana,Pacers,IND,104,1610612739,Cleveland,Cavaliers,CLE,102,1989-1990
14,0028900016,0028900016,0028800667,1989-02-27T00:00:00,1610612758,Sacramento,Kings,SAC,107,1610612760,Seattle,SuperSonics,SEA,116,1989-1990
