,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS
0,0021500001,2015-10-27T00:00:00,1,0021500001,3,Final,20151027/DETATL,1610612737,1610612765,2015-2016,4,     ,,Q4       - ,1
1,0021500002,2015-10-27T00:00:00,2,0021500002,3,Final,20151027/CLECHI,1610612741,1610612739,2015-2016,4,     ,TNT,Q4       - TNT,1
2,0021500003,2015-10-27T00:00:00,3,0021500003,3,Final,20151027/NOPGSW,1610612744,1610612740,2015-2016,4,     ,TNT,Q4       - TNT,1
3,0021500004,2015-10-28T00:00:00,1,0021500004,3,Final,20151028/WASORL,1610612753,1610612764,2015-2016,4,     ,,Q4       - ,1
4,0021500005,2015-10-28T00:00:00,2,0021500005,3,Final,20151028/PHIBOS,1610612738,1610612755,2015-2016,4,     ,,Q4       - ,1
5,0021500006,2015-10-28T00:00:00,3,0021500006,3,Final,20151028/CHIBKN,1610612751,1610612741,2015-2016,4,     ,,Q4       - ,1
6,0021500007,2015-10-28T00:00:00,4,0021500007,3,Final,20151028/UTADET,1610612765,1610612762,2015-2016,4,     ,,Q4       - ,1
7,0021500008,2015-10-28T00:00:00,5,0021500008,3,Final,20151028/CHAMIA,1610612748,1610612766,2015-2016,4,     ,,Q4       - ,1
8,0021500009,2015-10-28T00:00:00,6,0021500009,3,Final,20151028/INDTOR,1610612761,1610612754,2015-2016,4,     ,,Q4       - ,1
9,0021500010,2015-10-28T00:00:00,7,0021500010,3,Final,20151028/DENHOU,1610612745,1610612743,2015-2016,4,     ,,Q4       - ,1
10,0021500011,2015-10-28T00:00:00,8,0021500011,3,Final,20151028/CLEMEM,1610612763,1610612739,2015-2016,4,     ,,Q4       - ,1
11,0021500012,2015-10-28T00:00:00,9,0021500012,3,Final,20151028/NYKMIL,1610612749,1610612752,2015-2016,4,     ,,Q4       - ,1
12,0021500013,2015-10-28T00:00:00,10,0021500013,3,Final,20151028/SASOKC,1610612760,1610612759,2015-2016,4,     ,ESPN,Q4       - ESPN,1
13,0021500014,2015-10-28T00:00:00,11,0021500014,3,Final,20151028/DALPHX,1610612756,1610612742,2015-2016,4,     ,,Q4       - ,1
14,0021500015,2015-10-28T00:00:00,12,0021500015,3,Final,20151028/NOPPOR,1610612757,1610612740,2015-2016,4,     ,,Q4       - ,1
15,0021500016,2015-10-28T00:00:00,13,0021500016,3,Final,20151028/LACSAC,1610612758,1610612746,2015-2016,4,     ,,Q4       - ,1
16,0021500017,2015-10-28T00:00:00,14,0021500017,3,Final,20151028/MINLAL,1610612747,1610612750,2015-2016,4,     ,ESPN,Q4       - ESPN,1
17,0021500018,2015-10-29T00:00:00,1,0021500018,3,Final,20151029/MEMIND,1610612754,1610612763,2015-2016,4,     ,,Q4       - ,1
