,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0020800001,0020800001,0010800050,2008-10-14T00:00:00,1610612738,Boston,Celtics,BOS,90,1610612739,Cleveland,Cavaliers,CLE,86,2008-2009
1,0020800002,0020800002,0010800113,2008-10-24T00:00:00,1610612741,Chicago,Bulls,CHI,112,1610612749,Milwaukee,Bucks,MIL,104,2008-2009
2,0020800003,0020800003,0020701161,2008-04-08T00:00:00,1610612747,Los Angeles,Lakers,LAL,103,1610612757,Portland,Trail Blazers,POR,112,2008-2009
3,0020800004,0020800004,0010800083,2008-10-20T00:00:00,1610612753,Orlando,Magic,ORL,109,1610612737,Atlanta,Hawks,ATL,103,2008-2009
4,0020800006,0020800006,0020700423,2007-12-28T00:00:00,1610612764,Washington,Wizards,WAS,106,1610612751,New Jersey,Nets,NJN,109,2008-2009
5,0020800007,0020800007,0020701059,2008-03-26T00:00:00,1610612752,New York,Knicks,NYK,103,1610612748,Miami,Heat,MIA,96,2008-2009
6,0020800008,0020800008,0020700770,2008-02-13T00:00:00,1610612765,Detroit,Pistons,DET,96,1610612754,Indiana,Pacers,IND,80,2008-2009
7,0020800009,0020800009,0020700921,2008-03-07T00:00:00,1610612750,Minnesota,Timberwolves,MIN,111,1610612758,Sacramento,Kings,SAC,103,2008-2009
8,0020800011,0020800011,0040700165,2008-04-29T00:00:00,1610612759,San Antonio,Spurs,SAS,92,1610612756,Phoenix,Suns,PHX,87,2008-2009
9,0020800012,0020800012,0010800055,2008-10-15T00:00:00,1610612745,Houston,Rockets,HOU,101,1610612763,Memphis,Grizzlies,MEM,97,2008-2009
10,0020800013,0020800013,0010800056,2008-10-15T00:00:00,1610612762,Utah,Jazz,UTA,119,1610612743,Denver,Nuggets,DEN,120,2008-2009
11,0020800014,0020800014,0010800002,2008-10-05T00:00:00,1610612744,Golden State,Warriors,GSW,103,1610612740,New Orleans,Hornets,NOH,106,2008-2009
12,0020800015,0020800015,0010800020,2008-10-09T00:00:00,1610612746,Los Angeles,Clippers,LAC,107,1610612747,Los Angeles,Lakers,LAL,80,2008-2009
13,0020800016,0020800016,0020701114,2008-04-02T00:00:00,1610612739,Cleveland,Cavaliers,CLE,118,1610612766,Charlotte,Bobcats,CHA,114,2008-2009
14,0020800017,0020800017,0020700911,2008-03-06T00:00:00,1610612742,Dallas,Mavericks,DAL,98,1610612745,Houston,Rockets,HOU,113,2008-2009
15,0020800018,0020800018,0020700851,2008-02-27T00:00:00,1610612756,Phoenix,Suns,PHX,103,1610612740,New Orleans,Hornets,NOH,120,2008-2009
16,0020800019,0020800019,0010800049,2008-10-14T00:00:00,1610612755,Philadelphia,76ers,PHI,116,1610612752,New York,Knicks,NYK,109,2008-2009
17,0020800020,0020800020,0020700962,2008-03-12T00:00:00,1610612761,Toronto,Raptors,TOR,106,1610612744,Golden State,Warriors,GSW,117,2008-2009
18,0020800021,0020800021,0020700885,2008-03-02T00:00:00,1610612748,Miami,Heat,MIA,109,1610612758,Sacramento,Kings,SAC,120,2008-2009
19,0020800022,0020800022,0020701109,2008-04-01T00:00:00,1610612738,Boston,Celtics,BOS,106,1610612741,Chicago,Bulls,CHI,92,2008-2009
20,0020800023,0020800023,0010800096,2008-10-22T00:00:00,1610612763,Memphis,Grizzlies,MEM,90,1610612753,Orlando,Magic,ORL,101,2008-2009
21,0020800024,0020800024,0010800115,2008-10-24T00:00:00,1610612746,Los Angeles,Clippers,LAC,92,1610612743,Denver,Nuggets,DEN,106,2008-2009
22,0020800025,0020800025,0020701147,2008-04-06T00:00:00,1610612757,Portland,Trail Blazers,POR,65,1610612759,San Antonio,Spurs,SAS,72,2008-2009
23,0020800026,0020800026,0020701138,2008-04-05T00:00:00,1610612737,Atlanta,Hawks,ATL,92,1610612755,Philadelphia,76ers,PHI,85,2008-2009
24,0020800027,0020800027,0020701030,2008-03-22T00:00:00,1610612766,Charlotte,Bobcats,CHA,94,1610612748,Miami,Heat,MIA,82,2008-2009
25,0020800028,0020800028,0020701116,2008-04-02T00:00:00,1610612754,Indiana,Pacers,IND,77,1610612738,Boston,Celtics,BOS,92,2008-2009
26,0020800029,0020800029,0020700825,2008-02-24T00:00:00,1610612753,Orlando,Magic,ORL,112,1610612758,Sacramento,Kings,SAC,93,2008-2009
27,0020800031,0020800031,0020700624,2008-01-24T00:00:00,1610612751,New Jersey,Nets,NJN,119,1610612744,Golden State,Warriors,GSW,121,2008-2009
28,0020800032,0020800032,0020700828,2008-02-24T00:00:00,1610612750,Minnesota,Timberwolves,MIN,83,1610612742,Dallas,Mavericks,DAL,99,2008-2009
29,0020800033,0020800033,0020701062,2008-03-26T00:00:00,1610612740,New Orleans,Hornets,NOH,100,1610612739,Cleveland,Cavaliers,CLE,99,2008-2009
30,0020800034,0020800034,0020700893,2008-03-04T00:00:00,1610612741,Chicago,Bulls,CHI,112,1610612763,Memphis,Grizzlies,MEM,97,2008-2009
31,0020800035,0020800035,0020701171,2008-04-09T00:00:00,1610612745,Houston,Rockets,HOU,103,1610612760,Oklahoma City,Thunder,OKC,80,2008-2009
32,0020800036,0020800036,0020701164,2008-04-09T00:00:00,1610612749,Milwaukee,Bucks,MIL,93,1610612761,Toronto,Raptors,TOR,111,2008-2009
33,0020800037,0020800037,0040700144,2008-04-28T00:00:00,1610612743,Denver,Nuggets,DEN,101,1610612747,Los Angeles,Lakers,LAL,107,2008-2009
34,0020800038,0020800038,0020701080,2008-03-28T00:00:00,1610612762,Utah,Jazz,UTA,121,1610612746,Los Angeles,Clippers,LAC,101,2008-2009
35,0020800039,0020800039,0020701229,2008-04-16T00:00:00,1610612756,Phoenix,Suns,PHX,100,1610612757,Portland,Trail Blazers,POR,91,2008-2009
36,0020800040,0020800040,0020701107,2008-04-01T00:00:00,1610612752,New York,Knicks,NYK,115,1610612749,Milwaukee,Bucks,MIL,119,2008-2009
37,0020800041,0020800041,0010800015,2008-10-08T00:00:00,1610612760,Oklahoma City,Thunder,OKC,82,1610612750,Minnesota,Timberwolves,MIN,88,2008-2009
38,0020800044,0020800044,0020700430,2007-12-28T00:00:00,1610612755,Philadelphia,76ers,PHI,92,1610612758,Sacramento,Kings,SAC,80,2008-2009
39,0020800045,0020800045,0020701130,2008-04-04T00:00:00,1610612763,Memphis,Grizzlies,MEM,86,1610612744,Golden State,Warriors,GSW,117,2008-2009
40,0020800046,0020800046,0020700419,2007-12-27T00:00:00,1610612742,Dallas,Mavericks,DAL,81,1610612739,Cleveland,Cavaliers,CLE,88,2008-2009
41,0020800047,0020800047,0020800038,2008-11-01T00:00:00,1610612746,Los Angeles,Clippers,LAC,79,1610612762,Utah,Jazz,UTA,101,2008-2009
42,0020800048,0020800048,0020701084,2008-03-29T00:00:00,1610612751,New Jersey,Nets,NJN,104,1610612756,Phoenix,Suns,PHX,110,2008-2009
43,0020800049,0020800049,0010800036,2008-10-11T00:00:00,1610612745,Houston,Rockets,HOU,89,1610612738,Boston,Celtics,BOS,90,2008-2009
