,GID,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER,SEASON
0,0020000001,0020000001,1610612752,1610612755,2000-10-31T00:00:00,1,3,Philadelphia,2000-2001
1,0020000002,0020000002,1610612751,1610612739,2000-10-31T00:00:00,0,3,Cleveland,2000-2001
2,0020000003,0020000003,1610612753,1610612764,2000-10-31T00:00:00,3,1,Orlando,2000-2001
3,0020000004,0020000004,1610612737,1610612766,2000-10-31T00:00:00,0,4,Charlotte,2000-2001
4,0020000005,0020000005,1610612761,1610612765,2000-10-31T00:00:00,2,2,Tied,2000-2001
5,0020000006,0020000006,1610612741,1610612758,2000-10-31T00:00:00,0,2,Sacramento,2000-2001
6,0020000007,0020000007,1610612742,1610612749,2000-10-31T00:00:00,1,1,Tied,2000-2001
7,0020000008,0020000008,1610612745,1610612750,2000-10-31T00:00:00,2,2,Tied,2000-2001
8,0020000009,0020000009,1610612759,1610612754,2000-10-31T00:00:00,2,0,San Antonio,2000-2001
9,0020000010,0020000010,1610612762,1610612746,2000-10-31T00:00:00,4,0,Utah,2000-2001
10,0020000011,0020000011,1610612744,1610612756,2000-10-31T00:00:00,2,2,Tied,2000-2001
11,0020000012,0020000012,1610612757,1610612747,2000-10-31T00:00:00,2,2,Tied,2000-2001
12,0020000013,0020000013,1610612763,1610612760,2000-10-31T00:00:00,1,3,Seattle,2000-2001
13,0020000014,0020000014,1610612738,1610612765,2000-11-01T00:00:00,3,1,Boston,2000-2001
14,0020000015,0020000015,1610612755,1610612761,2000-11-01T00:00:00,1,3,Toronto,2000-2001
15,0020000016,0020000016,1610612748,1610612753,2000-11-01T00:00:00,3,1,Miami,2000-2001
16,0020000017,0020000017,1610612766,1610612764,2000-11-01T00:00:00,2,2,Tied,2000-2001
17,0020000018,0020000018,1610612739,1610612758,2000-11-01T00:00:00,1,1,Tied,2000-2001
18,0020000019,0020000019,1610612747,1610612762,2000-11-01T00:00:00,2,2,Tied,2000-2001
19,0020000020,0020000020,1610612760,1610612743,2000-11-01T00:00:00,2,2,Tied,2000-2001
20,0020000021,0020000021,1610612752,1610612737,2000-11-02T00:00:00,2,2,Tied,2000-2001
21,0020000022,0020000022,1610612742,1610612754,2000-11-02T00:00:00,1,1,Tied,2000-2001
22,0020000023,0020000023,1610612745,1610612749,2000-11-02T00:00:00,2,0,Houston,2000-2001
23,0020000024,0020000024,1610612759,1610612750,2000-11-02T00:00:00,3,1,San Antonio,2000-2001
24,0020000025,0020000025,1610612743,1610612744,2000-11-02T00:00:00,4,0,Denver,2000-2001
25,0020000026,0020000026,1610612756,1610612757,2000-11-02T00:00:00,3,1,Phoenix,2000-2001
26,0020000027,0020000027,1610612746,1610612763,2000-11-02T00:00:00,2,2,Tied,2000-2001
27,0020000028,0020000028,1610612738,1610612761,2000-11-03T00:00:00,1,3,Toronto,2000-2001
28,0020000029,0020000029,1610612764,1610612752,2000-11-03T00:00:00,0,4,New York,2000-2001
29,0020000030,0020000030,1610612753,1610612755,2000-11-03T00:00:00,3,1,Orlando,2000-2001
30,0020000031,0020000031,1610612766,1610612748,2000-11-03T00:00:00,2,2,Tied,2000-2001
31,0020000032,0020000032,1610612765,1610612758,2000-11-03T00:00:00,0,2,Sacramento,2000-2001
32,0020000033,0020000033,1610612741,1610612751,2000-11-03T00:00:00,2,2,Tied,2000-2001
33,0020000034,0020000034,1610612751,1610612766,2000-11-04T00:00:00,0,4,Charlotte,2000-2001
34,0020000035,0020000035,1610612748,1610612755,2000-11-04T00:00:00,1,3,Philadelphia,2000-2001
35,0020000036,0020000036,1610612737,1610612753,2000-11-04T00:00:00,1,3,Orlando,2000-2001
36,0020000037,0020000037,1610612761,1610612764,2000-11-04T00:00:00,4,0,Toronto,2000-2001
37,0020000038,0020000038,1610612739,1610612738,2000-11-04T00:00:00,1,2,Boston,2000-2001
38,0020000039,0020000039,1610612754,1610612741,2000-11-04T00:00:00,4,0,Indiana,2000-2001
39,0020000040,0020000040,1610612749,1610612765,2000-11-04T00:00:00,3,1,Milwaukee,2000-2001
40,0020000041,0020000041,1610612750,1610612758,2000-11-04T00:00:00,2,2,Tied,2000-2001
41,0020000042,0020000042,1610612742,1610612762,2000-11-04T00:00:00,2,2,Tied,2000-2001
42,0020000043,0020000043,1610612743,1610612756,2000-11-04T00:00:00,0,4,Phoenix,2000-2001
43,0020000044,0020000044,1610612746,1610612745,2000-11-04T00:00:00,3,1,L.A. Clippers,2000-2001
44,0020000045,0020000045,1610612744,1610612759,2000-11-04T00:00:00,0,4,San Antonio,2000-2001
45,0020000046,0020000046,1610612760,1610612757,2000-11-04T00:00:00,2,2,Tied,2000-2001
46,0020000047,0020000047,1610612763,1610612747,2000-11-04T00:00:00,0,4,L.A. Lakers,2000-2001
47,0020000048,0020000048,1610612756,1610612745,2000-11-05T00:00:00,3,1,Phoenix,2000-2001
48,0020000049,0020000049,1610612747,1610612746,2000-11-05T00:00:00,3,1,L.A. Lakers,2000-2001
49,0020000050,0020000050,1610612753,1610612760,2000-11-06T00:00:00,1,1,Tied,2000-2001
50,0020000051,0020000051,1610612743,1610612742,2000-11-06T00:00:00,1,3,Dallas,2000-2001
51,0020000052,0020000052,1610612762,1610612750,2000-11-06T00:00:00,2,2,Tied,2000-2001
52,0020000053,0020000053,1610612758,1610612757,2000-11-06T00:00:00,3,1,Sacramento,2000-2001
53,0020000054,0020000054,1610612763,1610612737,2000-11-06T00:00:00,1,1,Tied,2000-2001
54,0020000055,0020000055,1610612761,1610612738,2000-11-07T00:00:00,3,1,Toronto,2000-2001
55,0020000056,0020000056,1610612741,1610612764,2000-11-07T00:00:00,2,1,Chicago,2000-2001
56,0020000057,0020000057,1610612749,1610612752,2000-11-07T00:00:00,1,2,New York,2000-2001
57,0020000058,0020000058,1610612745,1610612747,2000-11-07T00:00:00,1,3,L.A. Lakers,2000-2001
58,0020000059,0020000059,1610612756,1610612759,2000-11-07T00:00:00,2,2,Tied,2000-2001
59,0020000060,0020000060,1610612757,1610612737,2000-11-07T00:00:00,1,1,Tied,2000-2001
60,0020000061,0020000061,1610612752,1610612739,2000-11-08T00:00:00,2,2,Tied,2000-2001
61,0020000062,0020000062,1610612755,1610612765,2000-11-08T00:00:00,4,0,Philadelphia,2000-2001
62,0020000063,0020000063,1610612764,1610612751,2000-11-08T00:00:00,1,3,New Jersey,2000-2001
63,0020000064,0020000064,1610612753,1610612766,2000-11-08T00:00:00,1,2,Charlotte,2000-2001
64,0020000065,0020000065,1610612748,1610612760,2000-11-08T00:00:00,1,1,Tied,2000-2001
65,0020000066,0020000066,1610612754,1610612749,2000-11-08T00:00:00,2,2,Tied,2000-2001
66,0020000067,0020000067,1610612742,1610612763,2000-11-08T00:00:00,3,1,Dallas,2000-2001
67,0020000068,0020000068,1610612759,1610612747,2000-11-08T00:00:00,2,2,Tied,2000-2001
68,0020000069,0020000069,1610612743,1610612750,2000-11-08T00:00:00,2,2,Tied,2000-2001
69,0020000070,0020000070,1610612746,1610612762,2000-11-08T00:00:00,0,4,Utah,2000-2001
70,0020000071,0020000071,1610612758,1610612744,2000-11-08T00:00:00,4,0,Sacramento,2000-2001
71,0020000072,0020000072,1610612751,1610612765,2000-11-09T00:00:00,0,4,Detroit,2000-2001
72,0020000073,0020000073,1610612766,1610612760,2000-11-09T00:00:00,0,2,Seattle,2000-2001
73,0020000074,0020000074,1610612741,1610612753,2000-11-09T00:00:00,1,3,Orlando,2000-2001
74,0020000075,0020000075,1610612750,1610612755,2000-11-09T00:00:00,1,1,Tied,2000-2001
75,0020000076,0020000076,1610612745,1610612763,2000-11-09T00:00:00,4,0,Houston,2000-2001
76,0020000077,0020000077,1610612756,1610612737,2000-11-09T00:00:00,2,0,Phoenix,2000-2001
77,0020000078,0020000078,1610612757,1610612743,2000-11-09T00:00:00,2,2,Tied,2000-2001
78,0020000079,0020000079,1610612738,1610612752,2000-11-10T00:00:00,1,3,New York,2000-2001
79,0020000080,0020000080,1610612764,1610612754,2000-11-10T00:00:00,0,4,Indiana,2000-2001
80,0020000081,0020000081,1610612761,1610612739,2000-11-10T00:00:00,4,0,Toronto,2000-2001
81,0020000082,0020000082,1610612742,1610612759,2000-11-10T00:00:00,1,3,San Antonio,2000-2001
82,0020000083,0020000083,1610612762,1610612748,2000-11-10T00:00:00,1,1,Tied,2000-2001
83,0020000084,0020000084,1610612746,1610612737,2000-11-10T00:00:00,1,1,Tied,2000-2001
84,0020000085,0020000085,1610612744,1610612758,2000-11-10T00:00:00,0,4,Sacramento,2000-2001
85,0020000086,0020000086,1610612752,1610612766,2000-11-11T00:00:00,2,1,New York,2000-2001
86,0020000087,0020000087,1610612751,1610612760,2000-11-11T00:00:00,1,1,Tied,2000-2001
87,0020000088,0020000088,1610612755,1610612738,2000-11-11T00:00:00,4,0,Philadelphia,2000-2001
88,0020000089,0020000089,1610612739,1610612764,2000-11-11T00:00:00,2,2,Tied,2000-2001
89,0020000090,0020000090,1610612754,1610612765,2000-11-11T00:00:00,3,1,Indiana,2000-2001
90,0020000091,0020000091,1610612741,1610612761,2000-11-11T00:00:00,0,4,Toronto,2000-2001
