,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0021200001,00,1610612764,WAS,Washington,32,7,13,5,5,6,1,13,10,20,2012-2013
1,0021200001,00,1610612739,CLE,Cleveland,42,24,6,16,5,6,1,21,13,13,2012-2013
2,0021200002,00,1610612738,BOS,Boston,42,6,27,5,2,4,1,16,2,19,2012-2013
3,0021200002,00,1610612748,MIA,Miami,46,6,12,19,2,4,0,8,4,6,2012-2013
4,0021200003,00,1610612747,LAL,Los Angeles,56,12,7,8,7,7,0,14,11,17,2012-2013
5,0021200003,00,1610612742,DAL,Dallas,46,7,13,16,7,7,1,12,10,17,2012-2013
6,0021200004,00,1610612761,TOR,Toronto,34,15,7,11,15,10,0,10,12,4,2012-2013
7,0021200004,00,1610612754,IND,Indiana,44,20,8,5,16,11,1,19,7,17,2012-2013
8,0021200005,00,1610612743,DEN,Denver,48,14,18,3,3,4,2,22,10,24,2012-2013
9,0021200005,00,1610612755,PHI,Philadelphia,26,9,21,14,3,4,1,16,9,16,2012-2013
10,0021200006,00,1610612745,HOU,Houston,50,13,13,11,8,4,0,20,8,17,2012-2013
11,0021200006,00,1610612765,DET,Detroit,42,10,12,11,8,4,0,16,7,17,2012-2013
12,0021200007,00,1610612741,CHI,Chicago,42,19,14,14,5,4,0,18,10,13,2012-2013
13,0021200007,00,1610612758,SAC,Sacramento,44,10,14,4,5,4,2,21,11,25,2012-2013
14,0021200008,00,1610612740,NOH,New Orleans,46,16,19,11,13,15,2,15,4,13,2012-2013
15,0021200008,00,1610612759,SAS,San Antonio,52,14,14,9,14,15,1,16,8,15,2012-2013
16,0021200009,00,1610612762,UTA,Utah,44,21,27,20,13,10,0,14,11,22,2012-2013
17,0021200009,00,1610612742,DAL,Dallas,30,8,12,8,13,10,0,16,10,23,2012-2013
18,0021200010,00,1610612744,GSW,Golden State,42,12,11,17,12,5,0,18,9,11,2012-2013
19,0021200010,00,1610612756,PHX,Phoenix,40,16,11,8,12,5,0,18,11,19,2012-2013
20,0021200011,00,1610612746,LAC,Los Angeles,52,10,29,12,7,10,0,22,10,26,2012-2013
21,0021200011,00,1610612763,MEM,Memphis,44,15,11,6,7,10,3,21,11,29,2012-2013
22,0021200012,00,1610612757,POR,Portland,44,18,19,19,13,6,0,12,6,18,2012-2013
23,0021200012,00,1610612747,LAL,Los Angeles,44,22,6,3,13,6,1,25,7,28,2012-2013
24,0021200013,00,1610612752,NYK,New York,40,22,10,7,14,13,0,14,10,21,2012-2013
25,0021200013,00,1610612751,BKN,Brooklyn,48,17,12,7,14,13,1,13,9,14,2012-2013
26,0021200014,00,1610612760,OKC,Oklahoma City,24,13,6,8,14,8,0,18,5,18,2012-2013
27,0021200014,00,1610612759,SAS,San Antonio,44,2,18,10,15,9,0,13,9,13,2012-2013
28,0021200015,00,1610612766,CHA,Charlotte,24,16,21,9,4,2,1,11,6,17,2012-2013
29,0021200015,00,1610612754,IND,Indiana,44,13,17,9,4,2,2,19,19,18,2012-2013
30,0021200016,00,1610612753,ORL,Orlando,60,16,15,23,2,3,2,13,10,16,2012-2013
31,0021200016,00,1610612743,DEN,Denver,36,16,8,3,2,3,0,14,9,14,2012-2013
32,0021200017,00,1610612738,BOS,Boston,36,8,17,2,2,5,0,18,5,19,2012-2013
33,0021200017,00,1610612749,MIL,Milwaukee,52,13,16,22,2,5,1,19,5,13,2012-2013
34,0021200018,00,1610612745,HOU,Houston,50,15,18,16,7,4,0,21,8,21,2012-2013
35,0021200018,00,1610612737,ATL,Atlanta,56,9,33,6,7,4,0,13,1,17,2012-2013
36,0021200019,00,1610612741,CHI,Chicago,48,2,15,31,0,0,0,17,7,16,2012-2013
37,0021200019,00,1610612739,CLE,Cleveland,36,17,11,0,0,0,0,17,11,21,2012-2013
38,0021200020,00,1610612752,NYK,New York,22,11,9,23,0,2,2,14,3,17,2012-2013
39,0021200020,00,1610612748,MIA,Miami,36,6,10,0,0,2,0,21,5,16,2012-2013
40,0021200021,00,1610612740,NOH,New Orleans,56,23,14,7,23,10,0,12,8,13,2012-2013
41,0021200021,00,1610612762,UTA,Utah,36,20,16,4,23,10,1,15,11,14,2012-2013
42,0021200022,00,1610612757,POR,Portland,24,12,6,5,6,4,1,12,12,10,2012-2013
43,0021200022,00,1610612760,OKC,Oklahoma City,44,8,23,16,6,4,0,12,5,13,2012-2013
44,0021200023,00,1610612750,MIN,Minnesota,52,17,20,18,2,0,0,11,16,13,2012-2013
45,0021200023,00,1610612758,SAC,Sacramento,42,14,19,5,2,0,1,12,13,20,2012-2013
46,0021200024,00,1610612756,PHX,Phoenix,48,17,3,11,9,6,2,14,15,12,2012-2013
47,0021200024,00,1610612765,DET,Detroit,46,20,2,11,9,6,1,10,11,8,2012-2013
48,0021200025,00,1610612746,LAC,Los Angeles,42,20,21,16,5,0,1,12,9,13,2012-2013
49,0021200025,00,1610612747,LAL,Los Angeles,46,7,10,1,5,0,0,20,10,25,2012-2013
50,0021200026,00,1610612763,MEM,Memphis,42,4,14,14,5,4,1,14,9,10,2012-2013
51,0021200026,00,1610612744,GSW,Golden State,30,14,8,2,5,4,1,19,12,21,2012-2013
52,0021200027,00,1610612764,WAS,Washington,32,5,17,2,1,1,0,15,11,13,2012-2013
