,GID,PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,SEASON
0,0020500003,711,Jerry,Stackhouse,42,1610612742,Dallas,Mavericks,DAL,2005-2006
1,0020500003,2750,Pavel,Podkolzin,24,1610612742,Dallas,Mavericks,DAL,2005-2006
2,0020500003,101185,Rawle,Marshall,1,1610612742,Dallas,Mavericks,DAL,2005-2006
3,0020500003,2876,Jared,Reiner,25,1610612756,Phoenix,Suns,PHX,2005-2006
4,0020500003,101186,Lucas,Tischer,99,1610612756,Phoenix,Suns,PHX,2005-2006
5,0020500003,2405,Amar'e,Stoudemire,32,1610612756,Phoenix,Suns,PHX,2005-2006
6,0020500006,2760,Anderson,Varejao,17,1610612739,Cleveland,Cavaliers,CLE,2005-2006
7,0020500006,101149,Martynas,Andriuskevicius,15,1610612739,Cleveland,Cavaliers,CLE,2005-2006
8,0020500006,1956,Ira,Newble,14,1610612739,Cleveland,Cavaliers,CLE,2005-2006
9,0020500006,2573,Maciej,Lampe,15,1610612740,New Orleans/Oklahoma City,Hornets,NOK,2005-2006
10,0020500006,101252,Sean,Banks,32,1610612740,New Orleans/Oklahoma City,Hornets,NOK,2005-2006
11,0020500006,2745,Kirk,Snyder,1,1610612740,New Orleans/Oklahoma City,Hornets,NOK,2005-2006
12,0020500007,2754,Tony,Allen,42,1610612738,Boston,Celtics,BOS,2005-2006
13,0020500007,2556,Marcus,Banks,11,1610612738,Boston,Celtics,BOS,2005-2006
14,0020500007,101123,Gerald,Green,5,1610612738,Boston,Celtics,BOS,2005-2006
15,0020500007,358,Anfernee,Hardaway,1,1610612752,New York,Knicks,NYK,2005-2006
16,0020500007,2866,Jackie,Butler,45,1610612752,New York,Knicks,NYK,2005-2006
17,0020500007,101135,David,Lee,42,1610612752,New York,Knicks,NYK,2005-2006
18,0020500008,693,Joe,Smith,8,1610612749,Milwaukee,Bucks,MIL,2005-2006
19,0020500008,2412,Jiri,Welsch,44,1610612749,Milwaukee,Bucks,MIL,2005-2006
20,0020500008,101141,Ersan,Ilyasova,23,1610612749,Milwaukee,Bucks,MIL,2005-2006
21,0020500008,2669,Linton,Johnson,43,1610612751,New Jersey,Nets,NJN,2005-2006
22,0020500008,1052,Ben,Handlogten,41,1610612751,New Jersey,Nets,NJN,2005-2006
23,0020500008,101120,Antoine,Wright,21,1610612751,New Jersey,Nets,NJN,2005-2006
24,0020500011,2648,Ronald,Dupree,12,1610612750,Minnesota,Timberwolves,MIN,2005-2006
25,0020500011,101152,Bracey,Wright,6,1610612750,Minnesota,Timberwolves,MIN,2005-2006
26,0020500011,101204,Dwayne,Jones,11,1610612750,Minnesota,Timberwolves,MIN,2005-2006
27,0020500011,2775,Seung-Jin,Ha,5,1610612757,Portland,Trail Blazers,POR,2005-2006
28,0020500011,2752,Sergei,Monia,12,1610612757,Portland,Trail Blazers,POR,2005-2006
29,0020500011,2751,Viktor,Khryapa,38,1610612757,Portland,Trail Blazers,POR,2005-2006
30,0020500013,2441,Jamal,Sampson,31,1610612758,Sacramento,Kings,SAC,2005-2006
31,0020500013,682,Bob,Sura,3,1610612745,Houston,Rockets,HOU,2005-2006
32,0020500013,1901,Dion,Glover,9,1610612745,Houston,Rockets,HOU,2005-2006
33,0020500013,2437,Lonny,Baxter,35,1610612745,Houston,Rockets,HOU,2005-2006
34,0020500016,101144,Von,Wafer,23,1610612747,Los Angeles,Lakers,LAL,2005-2006
35,0020500016,101209,Devin,Green,11,1610612747,Los Angeles,Lakers,LAL,2005-2006
36,0020500016,2575,Luke,Walton,4,1610612747,Los Angeles,Lakers,LAL,2005-2006
37,0020500016,101125,Julius,Hodge,32,1610612743,Denver,Nuggets,DEN,2005-2006
38,0020500016,935,Bryon,Russell,9,1610612743,Denver,Nuggets,DEN,2005-2006
39,0020500016,2403,Nene,Hilario,31,1610612743,Denver,Nuggets,DEN,2005-2006
40,0020500017,960,Tony,Delk,00,1610612737,Atlanta,Hawks,ATL,2005-2006
41,0020500017,101113,Ike,Diogu,9,1610612744,Golden State,Warriors,GSW,2005-2006
42,0020500017,101145,Monta,Ellis,8,1610612744,Golden State,Warriors,GSW,2005-2006
43,0020500020,2669,Linton,Johnson,43,1610612751,New Jersey,Nets,NJN,2005-2006
44,0020500020,1052,Ben,Handlogten,41,1610612751,New Jersey,Nets,NJN,2005-2006
45,0020500020,101120,Antoine,Wright,21,1610612751,New Jersey,Nets,NJN,2005-2006
46,0020500020,2776,Pape,Sow,9,1610612761,Toronto,Raptors,TOR,2005-2006
47,0020500020,677,Eric,Williams,17,1610612761,Toronto,Raptors,TOR,2005-2006
48,0020500021,469,Jamal,Mashburn, ,1610612755,Philadelphia,76ers,PHI,2005-2006
49,0020500021,2214,Michael,Bradley,5,1610612755,Philadelphia,76ers,PHI,2005-2006
50,0020500021,101183,Shavlik,Randolph,42,1610612755,Philadelphia,76ers,PHI,2005-2006
51,0020500021,101187,Alan,Anderson,1,1610612766,Charlotte,Bobcats,CHA,2005-2006
52,0020500021,101207,Kevin,Burleson,12,1610612766,Charlotte,Bobcats,CHA,2005-2006
53,0020500021,2063,Jake,Voskuhl,43,1610612766,Charlotte,Bobcats,CHA,2005-2006
54,0020500022,2054,Jake,Tsakalidis,12,1610612763,Memphis,Grizzlies,MEM,2005-2006
55,0020500022,101194,Anthony,Roberson,3,1610612763,Memphis,Grizzlies,MEM,2005-2006
56,0020500022,2073,Brian,Cardinal,35,1610612763,Memphis,Grizzlies,MEM,2005-2006
57,0020500022,1727,Pat,Garrity,8,1610612753,Orlando,Magic,ORL,2005-2006
58,0020500022,278,Stacey,Augmon,2,1610612753,Orlando,Magic,ORL,2005-2006
59,0020500022,255,Grant,Hill,33,1610612753,Orlando,Magic,ORL,2005-2006
60,0020500023,2754,Tony,Allen,42,1610612738,Boston,Celtics,BOS,2005-2006
61,0020500023,2556,Marcus,Banks,11,1610612738,Boston,Celtics,BOS,2005-2006
62,0020500023,101123,Gerald,Green,5,1610612738,Boston,Celtics,BOS,2005-2006
63,0020500023,101161,Amir,Johnson,25,1610612765,Detroit,Pistons,DET,2005-2006
64,0020500023,101165,Alex,Acker,6,1610612765,Detroit,Pistons,DET,2005-2006
65,0020500023,283,Lindsey,Hunter,10,1610612765,Detroit,Pistons,DET,2005-2006
66,0020500024,101135,David,Lee,42,1610612752,New York,Knicks,NYK,2005-2006
67,0020500024,2866,Jackie,Butler,45,1610612752,New York,Knicks,NYK,2005-2006
68,0020500024,358,Anfernee,Hardaway,1,1610612752,New York,Knicks,NYK,2005-2006
