,GID,PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,SEASON
0,0029700002,1496,Keith,Van Horn,52,1610612751,New Jersey,Nets,NJN,1997-1998
1,0029700015,436,Juwan,Howard,32,1610612764,Washington,Wizards,WAS,1997-1998
2,0029700068,682,Bob,Sura, 3,1610612739,Cleveland,Cavaliers,CLE,1997-1998
3,0029700069,1522,Keith,Booth,50,1610612741,Chicago,Bulls,CHI,1997-1998
4,0029700071,180,John,Crotty,49,1610612757,Portland,Trail Blazers,POR,1997-1998
5,0029700114,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
6,0029700142,358,Anfernee,Hardaway, 1,1610612753,Orlando,Magic,ORL,1997-1998
7,0029700158,456,Chuck,Person,52,1610612759,San Antonio,Spurs,SAS,1997-1998
8,0029700159,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
9,0029700162,105,Dan,Majerle, 9,1610612748,Miami,Heat,MIA,1997-1998
10,0029700168,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
11,0029700170,247,Joe,Dumars, 4,1610612765,Detroit,Pistons,DET,1997-1998
12,0029700181,111,LaPhonso,Ellis,50,1610612743,Denver,Nuggets,DEN,1997-1998
13,0029700199,435,Carlos,Rogers,34,1610612761,Toronto,Raptors,TOR,1997-1998
14,0029700252,997,Chris,Robinson, 5,1610612763,Vancouver,Grizzlies,VAN,1997-1998
15,0029700256,270,Horace,Grant,53,1610612753,Orlando,Magic,ORL,1997-1998
16,0029700257,1515,Anthony,Parker,12,1610612755,Philadelphia,76ers,PHI,1997-1998
17,0029700260,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
18,0029700282,348,Mitchell,Butler, 6,1610612739,Cleveland,Cavaliers,CLE,1997-1998
19,0029700292,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
20,0029700301,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
21,0029700321,348,Mitchell,Butler, 6,1610612739,Cleveland,Cavaliers,CLE,1997-1998
22,0029700324,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
23,0029700326,123,Robert,Pack,14,1610612742,Dallas,Mavericks,DAL,1997-1998
24,0029700328,917,Jack,Haley,54,1610612751,New Jersey,Nets,NJN,1997-1998
25,0029700340,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
26,0029700341,934,Derrick,Coleman,44,1610612755,Philadelphia,76ers,PHI,1997-1998
27,0029700345,348,Mitchell,Butler, 6,1610612739,Cleveland,Cavaliers,CLE,1997-1998
28,0029700362,348,Mitchell,Butler, 6,1610612739,Cleveland,Cavaliers,CLE,1997-1998
29,0029700362,356,Chris,Morris,34,1610612762,Utah,Jazz,UTA,1997-1998
30,0029700363,175,Alton,Lister,53,1610612757,Portland,Trail Blazers,POR,1997-1998
31,0029700365,934,Derrick,Coleman,44,1610612755,Philadelphia,76ers,PHI,1997-1998
32,0029700372,1444,Lawrence,Funderburke,51,1610612758,Sacramento,Kings,SAC,1997-1998
33,0029700374,348,Mitchell,Butler,6,1610612739,Cleveland,Cavaliers,CLE,1997-1998
34,0029700374,762,Shawn,Bradley,44,1610612742,Dallas,Mavericks,DAL,1997-1998
35,0029700384,1564,Etdrick,Bohannon,21,1610612754,Indiana,Pacers,IND,1997-1998
36,0029700398,355,Vincent,Askew,17,1610612757,Portland,Trail Blazers,POR,1997-1998
37,0029700400,1529,Kebu,Stewart,41,1610612755,Philadelphia,76ers,PHI,1997-1998
38,0029700412,348,Mitchell,Butler, 6,1610612739,Cleveland,Cavaliers,CLE,1997-1998
39,0029700412,469,Jamal,Mashburn,24,1610612748,Miami,Heat,MIA,1997-1998
40,0029700417,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
41,0029700431,210,Terrell,Brandon, 7,1610612749,Milwaukee,Bucks,MIL,1997-1998
42,0029700432,979,Jermaine,O'Neal, 5,1610612757,Portland,Trail Blazers,POR,1997-1998
43,0029700433,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
44,0029700438,934,Derrick,Coleman,44,1610612755,Philadelphia,76ers,PHI,1997-1998
45,0029700438,934,Derrick,Coleman,44,1610612755,Philadelphia,76ers,PHI,1997-1998
46,0029700438,934,Derrick,Coleman,44,1610612755,Philadelphia,76ers,PHI,1997-1998
47,0029700438,1529,Kebu,Stewart,41,1610612755,Philadelphia,76ers,PHI,1997-1998
48,0029700438,1128,Stephen,Howard,44,1610612760,Seattle,SuperSonics,SEA,1997-1998
49,0029700441,208,Sam,Cassell,10,1610612751,New Jersey,Nets,NJN,1997-1998
50,0029700447,292,Anthony,Miller, 2,1610612737,Atlanta,Hawks,ATL,1997-1998
51,0029700459,442,Pervis,Ellison,29,1610612738,Boston,Celtics,BOS,1997-1998
52,0029700459,969,Travis,Knight,40,1610612738,Boston,Celtics,BOS,1997-1998
53,0029700463,1128,Stephen,Howard,44,1610612760,Seattle,SuperSonics,SEA,1997-1998
54,0029700475,446,Lucious,Harris,12,1610612751,New Jersey,Nets,NJN,1997-1998
55,0029700485,111,LaPhonso,Ellis,20,1610612743,Denver,Nuggets,DEN,1997-1998
56,0029700491,1005,Walt,Williams,42,1610612761,Toronto,Raptors,TOR,1997-1998
57,0029700492,937,Scottie,Pippen,33,1610612741,Chicago,Bulls,CHI,1997-1998
58,0029700511,937,Scottie,Pippen,33,1610612741,Chicago,Bulls,CHI,1997-1998
59,0029700527,1128,Stephen,Howard,44,1610612760,Seattle,SuperSonics,SEA,1997-1998
60,0029700541,1512,Chris,Anstey,11,1610612742,Dallas,Mavericks,DAL,1997-1998
61,0029700544,434,Tony,Dumas,27,1610612739,Cleveland,Cavaliers,CLE,1997-1998
62,0029700544,760,Jerome,Kersey, 7,1610612760,Seattle,SuperSonics,SEA,1997-1998
63,0029700544,1128,Stephen,Howard,44,1610612760,Seattle,SuperSonics,SEA,1997-1998
64,0029700546,1601,Rusty,LaRue, 5,1610612741,Chicago,Bulls,CHI,1997-1998
65,0029700546,937,Scottie,Pippen,33,1610612741,Chicago,Bulls,CHI,1997-1998
66,0029700546,1086,Joe,Stephens,41,1610612745,Houston,Rockets,HOU,1997-1998
67,0029700561,177,Muggsy,Bogues, 1,1610612744,Golden State,Warriors,GSW,1997-1998
68,0029700582,770,Mark,West,41,1610612754,Indiana,Pacers,IND,1997-1998
69,0029700591,770,Mark,West,41,1610612754,Indiana,Pacers,IND,1997-1998
70,0029700596,1128,Stephen,Howard,44,1610612760,Seattle,SuperSonics,SEA,1997-1998
71,0029700596,760,Jerome,Kersey, 7,1610612760,Seattle,SuperSonics,SEA,1997-1998
72,0029700640,1507,Derek,Anderson,23,1610612739,Cleveland,Cavaliers,CLE,1997-1998
73,0029700651,423,Chris,Gatling,15,1610612751,New Jersey,Nets,NJN,1997-1998
74,0029700651,1526,James,Cotton, 4,1610612760,Seattle,SuperSonics,SEA,1997-1998
75,0029700655,339,Tom,Gugliotta,24,1610612750,Minnesota,Timberwolves,MIN,1997-1998
76,0029700657,678,George,Zidek,25,1610612743,Denver,Nuggets,DEN,1997-1998
77,0029700662,165,Hakeem,Olajuwon,34,1610612745,Houston,Rockets,HOU,1997-1998
78,0029700672,82,Bill,Wennington,34,1610612741,Chicago,Bulls,CHI,1997-1998
79,0029700684,1080,Henry,James,32,1610612739,Cleveland,Cavaliers,CLE,1997-1998
80,0029700686,82,Bill,Wennington,34,1610612741,Chicago,Bulls,CHI,1997-1998
81,0029700686,1005,Walt,Williams,42,1610612761,Toronto,Raptors,TOR,1997-1998
82,0029700694,1528,Bubba,Wells,35,1610612742,Dallas,Mavericks,DAL,1997-1998
83,0029700720,1080,Henry,James,32,1610612739,Cleveland,Cavaliers,CLE,1997-1998
84,0029700726,1513,Scot,Pollard,31,1610612765,Detroit,Pistons,DET,1997-1998
85,0029700729,54,Dickey,Simpkins, 8,1610612744,Golden State,Warriors,GSW,1997-1998
86,0029700750,203,Nate,McMillan,10,1610612760,Seattle,SuperSonics,SEA,1997-1998
87,0029700750,258,Brian,Grant,44,1610612757,Portland,Trail Blazers,POR,1997-1998
88,0029700767,963,Dontae',Jones,13,1610612738,Boston,Celtics,BOS,1997-1998
89,0029700767,442,Pervis,Ellison,29,1610612738,Boston,Celtics,BOS,1997-1998
90,0029700780,1110,Mark,Strickland,30,1610612748,Miami,Heat,MIA,1997-1998
91,0029700796,28,Doug,West, 5,1610612763,Vancouver,Grizzlies,VAN,1997-1998
92,0029700796,694,Sam,Mack, 7,1610612763,Vancouver,Grizzlies,VAN,1997-1998
93,0029700830,1096,Ivano,Newbill,40,1610612763,Vancouver,Grizzlies,VAN,1997-1998
94,0029700832,124,Vlade,Divac,12,1610612766,Charlotte,Hornets,CHH,1997-1998
95,0029700847,1519,John,Thomas,12,1610612761,Toronto,Raptors,TOR,1997-1998
96,0029700847,718,Gary,Trent,33,1610612761,Toronto,Raptors,TOR,1997-1998
97,0029700878,412,Sharone,Wright, 4,1610612761,Toronto,Raptors,TOR,1997-1998
