,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0028200001,1982-10-29T00:00:00,,0028200001,1610612741,CHI,Chicago,Bulls,-,21,23,27,31,,,,,,,,,,,102,1982-1983
1,0028200001,1982-10-29T00:00:00,,0028200001,1610612751,NJN,New Jersey,Nets,-,28,30,28,28,,,,,,,,,,,114,1982-1983
2,0028200002,1982-10-29T00:00:00,,0028200002,1610612758,KCK,Kansas City,Kings,-,35,28,27,23,,,,,,,,,,,113,1982-1983
3,0028200002,1982-10-29T00:00:00,,0028200002,1610612757,POR,Portland,Trail Blazers,-,21,34,32,24,,,,,,,,,,,111,1982-1983
4,0028200003,1982-10-29T00:00:00,,0028200003,1610612764,WAS,Washington,Bullets,-,16,24,19,31,,,,,,,,,,,90,1982-1983
5,0028200003,1982-10-29T00:00:00,,0028200003,1610612754,IND,Indiana,Pacers,-,28,12,35,18,,,,,,,,,,,93,1982-1983
6,0028200004,1982-10-29T00:00:00,,0028200004,1610612746,SDC,San Diego,Clippers,-,17,28,32,22,,,,,,,,,,,99,1982-1983
7,0028200004,1982-10-29T00:00:00,,0028200004,1610612756,PHX,Phoenix,Suns,-,32,26,19,36,,,,,,,,,,,113,1982-1983
8,0028200005,1982-10-29T00:00:00,,0028200005,1610612745,HOU,Houston,Rockets,-,19,27,20,29,,,,,,,,,,,95,1982-1983
9,0028200005,1982-10-29T00:00:00,,0028200005,1610612760,SEA,Seattle,SuperSonics,-,30,34,39,25,,,,,,,,,,,128,1982-1983
10,0028200006,1982-10-29T00:00:00,,0028200006,1610612765,DET,Detroit,Pistons,-,18,18,23,35,,,,,,,,,,,94,1982-1983
11,0028200006,1982-10-29T00:00:00,,0028200006,1610612737,ATL,Atlanta,Hawks,-,25,12,22,27,,,,,,,,,,,86,1982-1983
12,0028200007,1982-10-29T00:00:00,,0028200007,1610612738,BOS,Boston,Celtics,-,30,24,31,19,,,,,,,,,,,104,1982-1983
13,0028200007,1982-10-29T00:00:00,,0028200007,1610612739,CLE,Cleveland,Cavaliers,-,21,22,25,25,,,,,,,,,,,93,1982-1983
14,0028200008,1982-10-29T00:00:00,,0028200008,1610612752,NYK,New York,Knicks,-,26,21,28,14,,,,,,,,,,,89,1982-1983
15,0028200008,1982-10-29T00:00:00,,0028200008,1610612755,PHL,Philadelphia,76ers,-,30,29,21,24,,,,,,,,,,,104,1982-1983
16,0028200009,1982-10-29T00:00:00,,0028200009,1610612759,SAN,San Antonio,Spurs,-,35,29,30,26,,,,,,,,,,,120,1982-1983
17,0028200009,1982-10-29T00:00:00,,0028200009,1610612762,UTH,Utah,Jazz,-,37,27,27,23,,,,,,,,,,,114,1982-1983
18,0028200010,1982-10-29T00:00:00,,0028200010,1610612747,LAL,Los Angeles,Lakers,-,33,24,21,39,,,,,,,,,,,117,1982-1983
19,0028200010,1982-10-29T00:00:00,,0028200010,1610612744,GOS,Golden State,Warriors,-,29,38,37,28,,,,,,,,,,,132,1982-1983
20,0028200011,1982-10-29T00:00:00,,0028200011,1610612742,DAL,Dallas,Mavericks,-,31,34,35,25,,,,,,,,,,,125,1982-1983
21,0028200011,1982-10-29T00:00:00,,0028200011,1610612743,DEN,Denver,Nuggets,-,38,29,27,23,,,,,,,,,,,117,1982-1983
22,0028200012,1982-10-30T00:00:00,,0028200012,1610612749,MIL,Milwaukee,Bucks,-,29,28,23,28,,,,,,,,,,,108,1982-1983
23,0028200012,1982-10-30T00:00:00,,0028200012,1610612752,NYK,New York,Knicks,-,24,20,18,24,,,,,,,,,,,86,1982-1983
24,0028200013,1982-10-30T00:00:00,,0028200013,1610612759,SAN,San Antonio,Spurs,-,22,30,30,30,,,,,,,,,,,112,1982-1983
25,0028200013,1982-10-30T00:00:00,,0028200013,1610612757,POR,Portland,Trail Blazers,-,33,20,33,21,,,,,,,,,,,107,1982-1983
26,0028200014,1982-10-30T00:00:00,,0028200014,1610612745,HOU,Houston,Rockets,-,27,31,18,34,,,,,,,,,,,110,1982-1983
27,0028200014,1982-10-30T00:00:00,,0028200014,1610612744,GOS,Golden State,Warriors,-,28,35,29,25,,,,,,,,,,,117,1982-1983
28,0028200015,1982-10-30T00:00:00,,0028200015,1610612742,DAL,Dallas,Mavericks,-,32,26,37,28,,,,,,,,,,,123,1982-1983
29,0028200015,1982-10-30T00:00:00,,0028200015,1610612762,UTH,Utah,Jazz,-,29,24,34,41,,,,,,,,,,,128,1982-1983
30,0028200016,1982-10-30T00:00:00,,0028200016,1610612737,ATL,Atlanta,Hawks,-,25,29,24,19,,,,,,,,,,,97,1982-1983
31,0028200016,1982-10-30T00:00:00,,0028200016,1610612738,BOS,Boston,Celtics,-,26,24,31,31,,,,,,,,,,,112,1982-1983
32,0028200017,1982-10-30T00:00:00,,0028200017,1610612764,WAS,Washington,Bullets,-,30,37,38,38,,,,,,,,,,,143,1982-1983
33,0028200017,1982-10-30T00:00:00,,0028200017,1610612741,CHI,Chicago,Bulls,-,27,26,34,38,,,,,,,,,,,125,1982-1983
34,0028200018,1982-10-30T00:00:00,,0028200018,1610612755,PHL,Philadelphia,76ers,-,32,25,25,28,,,,,,,,,,,110,1982-1983
35,0028200018,1982-10-30T00:00:00,,0028200018,1610612751,NJN,New Jersey,Nets,-,21,32,30,16,,,,,,,,,,,99,1982-1983
36,0028200019,1982-10-31T00:00:00,,0028200019,1610612749,MIL,Milwaukee,Bucks,-,33,35,28,23,,,,,,,,,,,119,1982-1983
37,0028200019,1982-10-31T00:00:00,,0028200019,1610612739,CLE,Cleveland,Cavaliers,-,19,29,21,26,,,,,,,,,,,95,1982-1983
