,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0029100001,1991-11-01T00:00:00,,0029100001,1610612746,LAC,Los Angeles,Clippers,-,14,24,22,30,,,,,,,,,,,90,1991-1992
1,0029100001,1991-11-01T00:00:00,,0029100001,1610612758,SAC,Sacramento,Kings,-,22,15,34,23,,,,,,,,,,,94,1991-1992
2,0029100002,1991-11-01T00:00:00,,0029100002,1610612742,DAL,Dallas,Mavericks,-,20,25,28,26,,,,,,,,,,,99,1991-1992
3,0029100002,1991-11-01T00:00:00,,0029100002,1610612759,SAN,San Antonio,Spurs,-,34,39,32,35,,,,,,,,,,,140,1991-1992
4,0029100003,1991-11-01T00:00:00,,0029100003,1610612752,NYK,New York,Knicks,-,25,26,19,26,,,,,,,,,,,96,1991-1992
5,0029100003,1991-11-01T00:00:00,,0029100003,1610612753,ORL,Orlando,Magic,-,32,22,28,24,,,,,,,,,,,106,1991-1992
6,0029100004,1991-11-01T00:00:00,,0029100004,1610612755,PHL,Philadelphia,76ers,-,25,14,22,29,,,,,,,,,,,90,1991-1992
7,0029100004,1991-11-01T00:00:00,,0029100004,1610612741,CHI,Chicago,Bulls,-,31,32,23,24,,,,,,,,,,,110,1991-1992
8,0029100005,1991-11-01T00:00:00,,0029100005,1610612738,BOS,Boston,Celtics,-,40,27,24,20,,,,,,,,,,,111,1991-1992
9,0029100005,1991-11-01T00:00:00,,0029100005,1610612766,CHH,Charlotte,Hornets,-,32,19,28,29,,,,,,,,,,,108,1991-1992
10,0029100006,1991-11-01T00:00:00,,0029100006,1610612750,MIN,Minnesota,Timberwolves,-,24,25,23,25,,,,,,,,,,,97,1991-1992
11,0029100006,1991-11-01T00:00:00,,0029100006,1610612762,UTH,Utah,Jazz,-,28,25,38,21,,,,,,,,,,,112,1991-1992
12,0029100007,1991-11-01T00:00:00,,0029100007,1610612739,CLE,Cleveland,Cavaliers,-,28,20,31,27,,,,,,,,,,,106,1991-1992
13,0029100007,1991-11-01T00:00:00,,0029100007,1610612757,POR,Portland,Trail Blazers,-,33,27,31,26,,,,,,,,,,,117,1991-1992
14,0029100008,1991-11-01T00:00:00,,0029100008,1610612760,SEA,Seattle,SuperSonics,-,21,32,24,18,,,,,,,,,,,95,1991-1992
15,0029100008,1991-11-01T00:00:00,,0029100008,1610612756,PHX,Phoenix,Suns,-,21,31,23,24,,,,,,,,,,,99,1991-1992
16,0029100009,1991-11-01T00:00:00,,0029100009,1610612764,WAS,Washington,Bullets,-,31,21,35,22,,,,,,,,,,,109,1991-1992
17,0029100009,1991-11-01T00:00:00,,0029100009,1610612754,IND,Indiana,Pacers,-,30,30,21,22,,,,,,,,,,,103,1991-1992
18,0029100010,1991-11-01T00:00:00,,0029100010,1610612765,DET,Detroit,Pistons,-,25,23,20,31,,,,,,,,,,,99,1991-1992
19,0029100010,1991-11-01T00:00:00,,0029100010,1610612749,MIL,Milwaukee,Bucks,-,21,29,27,32,,,,,,,,,,,109,1991-1992
20,0029100011,1991-11-01T00:00:00,,0029100011,1610612743,DEN,Denver,Nuggets,-,30,18,30,27,,,,,,,,,,,105,1991-1992
21,0029100011,1991-11-01T00:00:00,,0029100011,1610612744,GOS,Golden State,Warriors,-,33,31,12,32,,,,,,,,,,,108,1991-1992
22,0029100012,1991-11-01T00:00:00,,0029100012,1610612745,HOU,Houston,Rockets,-,32,19,18,28,15.0,14.0,,,,,,,,,126,1991-1992
23,0029100012,1991-11-01T00:00:00,,0029100012,1610612747,LAL,Los Angeles,Lakers,-,20,26,30,21,15.0,9.0,,,,,,,,,121,1991-1992
24,0029100013,1991-11-02T00:00:00,,0029100013,1610612745,HOU,Houston,Rockets,-,22,26,26,23,4.0,,,,,,,,,,101,1991-1992
25,0029100013,1991-11-02T00:00:00,,0029100013,1610612743,DEN,Denver,Nuggets,-,37,20,17,23,12.0,,,,,,,,,,109,1991-1992
26,0029100014,1991-11-02T00:00:00,,0029100014,1610612741,CHI,Chicago,Bulls,-,30,30,27,20,,,,,,,,,,,107,1991-1992
27,0029100014,1991-11-02T00:00:00,,0029100014,1610612749,MIL,Milwaukee,Bucks,-,29,26,33,21,,,,,,,,,,,109,1991-1992
28,0029100015,1991-11-02T00:00:00,,0029100015,1610612751,NJN,New Jersey,Nets,-,29,25,27,35,,,,,,,,,,,116,1991-1992
29,0029100015,1991-11-02T00:00:00,,0029100015,1610612766,CHH,Charlotte,Hornets,-,29,27,30,22,,,,,,,,,,,108,1991-1992
30,0029100016,1991-11-02T00:00:00,,0029100016,1610612753,ORL,Orlando,Magic,-,24,24,47,27,,,,,,,,,,,122,1991-1992
31,0029100016,1991-11-02T00:00:00,,0029100016,1610612755,PHL,Philadelphia,76ers,-,34,25,31,25,,,,,,,,,,,115,1991-1992
32,0029100017,1991-11-02T00:00:00,,0029100017,1610612746,LAC,Los Angeles,Clippers,-,30,27,29,20,,,,,,,,,,,106,1991-1992
33,0029100017,1991-11-02T00:00:00,,0029100017,1610612739,CLE,Cleveland,Cavaliers,-,31,22,27,25,,,,,,,,,,,105,1991-1992
34,0029100018,1991-11-02T00:00:00,,0029100018,1610612748,MIA,Miami,Heat,-,22,20,33,32,,,,,,,,,,,107,1991-1992
35,0029100018,1991-11-02T00:00:00,,0029100018,1610612752,NYK,New York,Knicks,-,20,22,20,31,,,,,,,,,,,93,1991-1992
36,0029100019,1991-11-02T00:00:00,,0029100019,1610612756,PHX,Phoenix,Suns,-,28,21,29,22,,,,,,,,,,,100,1991-1992
37,0029100019,1991-11-02T00:00:00,,0029100019,1610612757,POR,Portland,Trail Blazers,-,25,9,21,21,,,,,,,,,,,76,1991-1992
38,0029100020,1991-11-02T00:00:00,,0029100020,1610612737,ATL,Atlanta,Hawks,-,16,26,22,23,,,,,,,,,,,87,1991-1992
39,0029100020,1991-11-02T00:00:00,,0029100020,1610612765,DET,Detroit,Pistons,-,23,21,20,25,,,,,,,,,,,89,1991-1992
40,0029100021,1991-11-02T00:00:00,,0029100021,1610612758,SAC,Sacramento,Kings,-,18,23,31,19,,,,,,,,,,,91,1991-1992
41,0029100021,1991-11-02T00:00:00,,0029100021,1610612744,GOS,Golden State,Warriors,-,48,40,31,34,,,,,,,,,,,153,1991-1992
42,0029100022,1991-11-02T00:00:00,,0029100022,1610612738,BOS,Boston,Celtics,-,28,30,34,20,6.0,,,,,,,,,,118,1991-1992
43,0029100022,1991-11-02T00:00:00,,0029100022,1610612764,WAS,Washington,Bullets,-,35,31,27,19,14.0,,,,,,,,,,126,1991-1992
44,0029100023,1991-11-02T00:00:00,,0029100023,1610612754,IND,Indiana,Pacers,-,25,28,41,33,,,,,,,,,,,127,1991-1992
45,0029100023,1991-11-02T00:00:00,,0029100023,1610612762,UTH,Utah,Jazz,-,18,30,31,33,,,,,,,,,,,112,1991-1992
46,0029100024,1991-11-02T00:00:00,,0029100024,1610612742,DAL,Dallas,Mavericks,-,30,28,22,19,14.0,,,,,,,,,,113,1991-1992
47,0029100024,1991-11-02T00:00:00,,0029100024,1610612747,LAL,Los Angeles,Lakers,-,20,28,26,25,15.0,,,,,,,,,,114,1991-1992
48,0029100025,1991-11-03T00:00:00,,0029100025,1610612760,SEA,Seattle,SuperSonics,-,23,28,22,25,,,,,,,,,,,98,1991-1992
49,0029100025,1991-11-03T00:00:00,,0029100025,1610612759,SAN,San Antonio,Spurs,-,29,27,20,30,,,,,,,,,,,106,1991-1992
50,0029100026,1991-11-05T00:00:00,,0029100026,1610612756,PHX,Phoenix,Suns,-,23,32,26,24,,,,,,,,,,,105,1991-1992
51,0029100026,1991-11-05T00:00:00,,0029100026,1610612754,IND,Indiana,Pacers,-,16,32,30,33,,,,,,,,,,,111,1991-1992
