,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0020300001,1198,Scott,Wall,60,2003-2004
1,0020300001,1192,Bennett,Salvatore,15,2003-2004
2,0020300001,1186,Blane,Reichelt,37,2003-2004
3,0020300002,1195,Derrick,Stafford,9,2003-2004
4,0020300002,1159,Kevin,Fehr,39,2003-2004
5,0020300002,1167,Steve,Javie,29,2003-2004
6,0020300003,1153,Joe,Crawford,17,2003-2004
7,0020300003,1203,Mark,Wunderlich,18,2003-2004
8,0020300003,1189,Phil,Robinson,70,2003-2004
9,0020300004,2530,Ed,Malloy,73,2003-2004
10,0020300004,1155,JB,DeRosa,14,2003-2004
11,0020300004,1826,Jess,Kersey,20,2003-2004
12,0020300005,2002,Derrick,Collins,54,2003-2004
13,0020300005,1151,Sean,Corbin,33,2003-2004
14,0020300005,1154,Bob,Delaney,26,2003-2004
15,0020300006,1193,Michael,Smith,38,2003-2004
16,0020300006,1142,Dick,Bavetta,27,2003-2004
17,0020300006,1144,Ted,Bernhardt,16,2003-2004
18,0020300007,1190,Eddie,Rush,32,2003-2004
19,0020300007,1165,Luis,Grillo,8,2003-2004
20,0020300007,2147,Michael,Henderson,62,2003-2004
21,0020300008,1148,James,Capers,19,2003-2004
22,0020300008,2529,Tony,Brown,68,2003-2004
23,0020300008,1200,Greg,Willard,57,2003-2004
24,0020300009,2003,Pat,Fraher,52,2003-2004
25,0020300009,1168,David,Jones,36,2003-2004
26,0020300009,1163,Bernie,Fryer,7,2003-2004
27,0020300010,1201,Leon,Wood,40,2003-2004
28,0020300010,1180,Jack,Nies,35,2003-2004
29,0020300010,2531,Troy,Raymond,56,2003-2004
30,0020300011,1162,Scott,Foster,48,2003-2004
31,0020300011,1147,Mike,Callahan,24,2003-2004
32,0020300011,1664,Gary,Zielinski,59,2003-2004
33,0020300012,1203,Mark,Wunderlich,18,2003-2004
34,0020300012,1189,Phil,Robinson,70,2003-2004
35,0020300012,1156,Tim,Donaghy,21,2003-2004
36,0020300013,1174,Ken,Mauer,41,2003-2004
37,0020300013,1179,Rodney,Mott,71,2003-2004
38,0020300013,1161,Joe,Forte,45,2003-2004
39,0020300014,1164,Ron,Garretson,10,2003-2004
40,0020300014,1363,Bennie,Adams,47,2003-2004
41,0020300014,1204,Derek,Richardson,63,2003-2004
42,0020300015,1176,Monty,McCutchen,13,2003-2004
43,0020300015,1188,Leroy,Richardson,51,2003-2004
44,0020300015,1194,Bill,Spooner,22,2003-2004
45,0020300016,1152,Dan,Crawford,43,2003-2004
46,0020300016,1146,Tony,Brothers,25,2003-2004
47,0020300016,2534,Zach,Zarba,58,2003-2004
48,0020300017,1195,Derrick,Stafford,9,2003-2004
49,0020300017,1159,Kevin,Fehr,39,2003-2004
50,0020300017,1167,Steve,Javie,29,2003-2004
51,0020300018,1162,Scott,Foster,48,2003-2004
52,0020300018,1147,Mike,Callahan,24,2003-2004
53,0020300018,1664,Gary,Zielinski,59,2003-2004
54,0020300019,2530,Ed,Malloy,73,2003-2004
55,0020300019,1192,Bennett,Salvatore,15,2003-2004
56,0020300019,1186,Blane,Reichelt,37,2003-2004
57,0020300020,1152,Dan,Crawford,43,2003-2004
