,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0021800001,1162,Scott,Foster,48  ,2018-2019
1,0021800001,1164,Ron,Garretson,10  ,2018-2019
2,0021800001,203592,Dedric,Taylor,21  ,2018-2019
3,0021800002,2534,Zach,Zarba,15  ,2018-2019
4,0021800002,101283,Brian,Forte,45  ,2018-2019
5,0021800002,204058,Gediminas,Petraitis,50  ,2018-2019
6,0021800003,1151,Sean,Corbin,33  ,2018-2019
7,0021800003,1162,Scott,Foster,48  ,2018-2019
8,0021800003,1188,Leroy,Richardson,20  ,2018-2019
9,0021800004,1179,Rodney,Mott,71  ,2018-2019
10,0021800004,200833,Eric,Dalen,37  ,2018-2019
11,0021800004,202026,Karl,Lane,77  ,2018-2019
12,0021800005,1146,Tony,Brothers,25  ,2018-2019
13,0021800005,202049,Ben,Taylor,46  ,2018-2019
14,0021800005,203593,Justin,Van Duyne,64  ,2018-2019
15,0021800006,1199,Tom,Washington,49  ,2018-2019
16,0021800006,2005,Matt,Boland,18  ,2018-2019
17,0021800006,1626300,Ray,Acosta,54  ,2018-2019
18,0021800007,1164,Ron,Garretson,10  ,2018-2019
19,0021800007,101284,John,Goble,30  ,2018-2019
20,0021800007,201245,Marat,Kogut,32  ,2018-2019
21,0021800008,2148,Mark,Ayotte,56  ,2018-2019
22,0021800008,201640,Kane,Fitzgerald,5   ,2018-2019
23,0021800008,202035,Brett,Nansel,44  ,2018-2019
24,0021800009,2715,Eric,Lewis,42  ,2018-2019
25,0021800009,200832,Curtis,Blair,74  ,2018-2019
26,0021800009,201246,Kevin,Cutler,34  ,2018-2019
27,0021800010,2529,Tony,Brown,6   ,2018-2019
28,0021800010,202027,Tre,Maddox,73  ,2018-2019
29,0021800010,203591,Mitchell,Ervin,27  ,2018-2019
30,0021800011,1830,Marc,Davis,8   ,2018-2019
31,0021800011,202037,J.T.,Orr,72  ,2018-2019
32,0021800011,202056,CJ,Washington,12  ,2018-2019
33,0021800012,1204,Derek,Richardson,63  ,2018-2019
34,0021800012,2001,Jason,Phillips,23  ,2018-2019
35,0021800012,202053,Scott,Twardoski,52  ,2018-2019
36,0021800013,1147,Mike,Callahan,24  ,2018-2019
37,0021800013,1201,Leon,Wood,40  ,2018-2019
