,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0029300001,1993-11-05T00:00:00,,0029300001,1610612741,CHI,Chicago,Bulls,-,30,32,27,27,8.0,,,,,,,,,,124,1993-1994
1,0029300001,1993-11-05T00:00:00,,0029300001,1610612766,CHH,Charlotte,Hornets,-,29,32,32,23,7.0,,,,,,,,,,123,1993-1994
2,0029300002,1993-11-05T00:00:00,,0029300002,1610612745,HOU,Houston,Rockets,-,26,25,35,24,,,,,,,,,,,110,1993-1994
3,0029300002,1993-11-05T00:00:00,,0029300002,1610612751,NJN,New Jersey,Nets,-,25,17,22,24,,,,,,,,,,,88,1993-1994
4,0029300003,1993-11-05T00:00:00,,0029300003,1610612737,ATL,Atlanta,Hawks,-,32,28,30,26,,,,,,,,,,,116,1993-1994
5,0029300003,1993-11-05T00:00:00,,0029300003,1610612754,IND,Indiana,Pacers,-,32,23,24,31,,,,,,,,,,,110,1993-1994
6,0029300004,1993-11-05T00:00:00,,0029300004,1610612742,DAL,Dallas,Mavericks,-,19,18,29,20,,,,,,,,,,,86,1993-1994
7,0029300004,1993-11-05T00:00:00,,0029300004,1610612762,UTH,Utah,Jazz,-,17,27,32,26,,,,,,,,,,,102,1993-1994
8,0029300005,1993-11-05T00:00:00,,0029300005,1610612738,BOS,Boston,Celtics,-,30,18,22,38,,,,,,,,,,,108,1993-1994
9,0029300005,1993-11-05T00:00:00,,0029300005,1610612752,NYK,New York,Knicks,-,27,30,29,25,,,,,,,,,,,111,1993-1994
10,0029300006,1993-11-05T00:00:00,,0029300006,1610612749,MIL,Milwaukee,Bucks,-,22,26,29,17,,,,,,,,,,,94,1993-1994
11,0029300006,1993-11-05T00:00:00,,0029300006,1610612739,CLE,Cleveland,Cavaliers,-,22,27,20,22,,,,,,,,,,,91,1993-1994
12,0029300007,1993-11-05T00:00:00,,0029300007,1610612753,ORL,Orlando,Magic,-,25,29,31,31,,,,,,,,,,,116,1993-1994
13,0029300007,1993-11-05T00:00:00,,0029300007,1610612748,MIA,Miami,Heat,-,29,21,24,22,,,,,,,,,,,96,1993-1994
14,0029300008,1993-11-05T00:00:00,,0029300008,1610612746,LAC,Los Angeles,Clippers,-,31,18,20,28,,,,,,,,,,,97,1993-1994
15,0029300008,1993-11-05T00:00:00,,0029300008,1610612757,POR,Portland,Trail Blazers,-,21,25,26,23,,,,,,,,,,,95,1993-1994
16,0029300009,1993-11-05T00:00:00,,0029300009,1610612755,PHL,Philadelphia,76ers,-,24,26,17,27,,,,,,,,,,,94,1993-1994
17,0029300009,1993-11-05T00:00:00,,0029300009,1610612764,WAS,Washington,Bullets,-,16,21,27,18,,,,,,,,,,,82,1993-1994
18,0029300010,1993-11-05T00:00:00,,0029300010,1610612743,DEN,Denver,Nuggets,-,29,33,26,12,,,,,,,,,,,100,1993-1994
19,0029300010,1993-11-05T00:00:00,,0029300010,1610612758,SAC,Sacramento,Kings,-,21,29,25,34,,,,,,,,,,,109,1993-1994
20,0029300011,1993-11-05T00:00:00,,0029300011,1610612765,DET,Detroit,Pistons,-,23,22,30,29,,,,,,,,,,,104,1993-1994
21,0029300011,1993-11-05T00:00:00,,0029300011,1610612750,MIN,Minnesota,Timberwolves,-,31,27,19,22,,,,,,,,,,,99,1993-1994
22,0029300012,1993-11-05T00:00:00,,0029300012,1610612759,SAN,San Antonio,Spurs,-,19,17,27,28,,,,,,,,,,,91,1993-1994
23,0029300012,1993-11-05T00:00:00,,0029300012,1610612744,GOS,Golden State,Warriors,-,17,17,17,34,,,,,,,,,,,85,1993-1994
24,0029300013,1993-11-05T00:00:00,,0029300013,1610612747,LAL,Los Angeles,Lakers,-,26,32,27,31,,,,,,,,,,,116,1993-1994
25,0029300013,1993-11-05T00:00:00,,0029300013,1610612756,PHX,Phoenix,Suns,-,21,28,30,29,,,,,,,,,,,108,1993-1994
26,0029300014,1993-11-06T00:00:00,,0029300014,1610612750,MIN,Minnesota,Timberwolves,-,31,18,22,24,,,,,,,,,,,95,1993-1994
27,0029300014,1993-11-06T00:00:00,,0029300014,1610612762,UTH,Utah,Jazz,-,29,20,23,33,,,,,,,,,,,105,1993-1994
28,0029300015,1993-11-06T00:00:00,,0029300015,1610612741,CHI,Chicago,Bulls,-,19,6,25,21,,,,,,,,,,,71,1993-1994
29,0029300015,1993-11-06T00:00:00,,0029300015,1610612748,MIA,Miami,Heat,-,23,18,28,26,,,,,,,,,,,95,1993-1994
30,0029300016,1993-11-06T00:00:00,,0029300016,1610612760,SEA,Seattle,SuperSonics,-,34,29,35,31,,,,,,,,,,,129,1993-1994
31,0029300016,1993-11-06T00:00:00,,0029300016,1610612747,LAL,Los Angeles,Lakers,-,23,22,21,35,,,,,,,,,,,101,1993-1994
32,0029300017,1993-11-06T00:00:00,,0029300017,1610612742,DAL,Dallas,Mavericks,-,23,20,26,20,,,,,,,,,,,89,1993-1994
33,0029300017,1993-11-06T00:00:00,,0029300017,1610612744,GOS,Golden State,Warriors,-,28,26,21,18,,,,,,,,,,,93,1993-1994
34,0029300018,1993-11-06T00:00:00,,0029300018,1610612749,MIL,Milwaukee,Bucks,-,29,30,26,18,,,,,,,,,,,103,1993-1994
35,0029300018,1993-11-06T00:00:00,,0029300018,1610612766,CHH,Charlotte,Hornets,-,25,28,30,37,,,,,,,,,,,120,1993-1994
36,0029300019,1993-11-06T00:00:00,,0029300019,1610612753,ORL,Orlando,Magic,-,29,25,33,27,,,,,,,,,,,114,1993-1994
37,0029300019,1993-11-06T00:00:00,,0029300019,1610612755,PHL,Philadelphia,76ers,-,25,23,26,15,,,,,,,,,,,89,1993-1994
38,0029300020,1993-11-06T00:00:00,,0029300020,1610612764,WAS,Washington,Bullets,-,23,24,21,20,,,,,,,,,,,88,1993-1994
39,0029300020,1993-11-06T00:00:00,,0029300020,1610612738,BOS,Boston,Celtics,-,29,22,25,24,,,,,,,,,,,100,1993-1994
40,0029300021,1993-11-06T00:00:00,,0029300021,1610612765,DET,Detroit,Pistons,-,31,27,28,27,,,,,,,,,,,113,1993-1994
41,0029300021,1993-11-06T00:00:00,,0029300021,1610612754,IND,Indiana,Pacers,-,25,26,28,28,,,,,,,,,,,107,1993-1994
42,0029300022,1993-11-07T00:00:00,,0029300022,1610612745,HOU,Houston,Rockets,-,21,29,29,27,,,,,,,,,,,106,1993-1994
43,0029300022,1993-11-07T00:00:00,,0029300022,1610612757,POR,Portland,Trail Blazers,-,27,16,27,22,,,,,,,,,,,92,1993-1994
44,0029300023,1993-11-07T00:00:00,,0029300023,1610612756,PHX,Phoenix,Suns,-,39,36,24,33,,,,,,,,,,,132,1993-1994
45,0029300023,1993-11-07T00:00:00,,0029300023,1610612758,SAC,Sacramento,Kings,-,23,23,29,35,,,,,,,,,,,110,1993-1994
46,0029300024,1993-11-07T00:00:00,,0029300024,1610612759,SAN,San Antonio,Spurs,-,15,17,20,21,,,,,,,,,,,73,1993-1994
47,0029300024,1993-11-07T00:00:00,,0029300024,1610612751,NJN,New Jersey,Nets,-,23,23,22,31,,,,,,,,,,,99,1993-1994
48,0029300025,1993-11-07T00:00:00,,0029300025,1610612739,CLE,Cleveland,Cavaliers,-,30,31,21,21,4.0,,,,,,,,,,107,1993-1994
49,0029300025,1993-11-07T00:00:00,,0029300025,1610612752,NYK,New York,Knicks,-,25,26,30,22,12.0,,,,,,,,,,115,1993-1994
50,0029300026,1993-11-07T00:00:00,,0029300026,1610612743,DEN,Denver,Nuggets,-,16,27,28,28,,,,,,,,,,,99,1993-1994
51,0029300026,1993-11-07T00:00:00,,0029300026,1610612746,LAC,Los Angeles,Clippers,-,28,18,21,30,,,,,,,,,,,97,1993-1994
52,0029300027,1993-11-08T00:00:00,,0029300027,1610612749,MIL,Milwaukee,Bucks,-,27,25,22,26,,,,,,,,,,,100,1993-1994
53,0029300027,1993-11-08T00:00:00,,0029300027,1610612738,BOS,Boston,Celtics,-,30,25,24,29,,,,,,,,,,,108,1993-1994
54,0029300028,1993-11-08T00:00:00,,0029300028,1610612737,ATL,Atlanta,Hawks,-,23,21,15,21,,,,,,,,,,,80,1993-1994
55,0029300028,1993-11-08T00:00:00,,0029300028,1610612741,CHI,Chicago,Bulls,-,21,23,28,34,,,,,,,,,,,106,1993-1994
56,0029300029,1993-11-08T00:00:00,,0029300029,1610612760,SEA,Seattle,SuperSonics,-,32,23,22,24,,,,,,,,,,,101,1993-1994
57,0029300029,1993-11-08T00:00:00,,0029300029,1610612762,UTH,Utah,Jazz,-,32,23,21,24,,,,,,,,,,,100,1993-1994
58,0029300030,1993-11-09T00:00:00,,0029300030,1610612759,SAN,San Antonio,Spurs,-,29,32,25,24,,,,,,,,,,,110,1993-1994
59,0029300030,1993-11-09T00:00:00,,0029300030,1610612750,MIN,Minnesota,Timberwolves,-,19,26,22,28,,,,,,,,,,,95,1993-1994
60,0029300031,1993-11-09T00:00:00,,0029300031,1610612764,WAS,Washington,Bullets,-,27,32,30,29,,,,,,,,,,,118,1993-1994
61,0029300031,1993-11-09T00:00:00,,0029300031,1610612765,DET,Detroit,Pistons,-,34,24,34,20,,,,,,,,,,,112,1993-1994
62,0029300032,1993-11-09T00:00:00,,0029300032,1610612755,PHL,Philadelphia,76ers,-,21,10,22,33,,,,,,,,,,,86,1993-1994
63,0029300032,1993-11-09T00:00:00,,0029300032,1610612752,NYK,New York,Knicks,-,18,24,30,23,,,,,,,,,,,95,1993-1994
64,0029300033,1993-11-09T00:00:00,,0029300033,1610612739,CLE,Cleveland,Cavaliers,-,25,29,31,28,,,,,,,,,,,113,1993-1994
65,0029300033,1993-11-09T00:00:00,,0029300033,1610612766,CHH,Charlotte,Hornets,-,36,30,14,28,,,,,,,,,,,108,1993-1994
66,0029300034,1993-11-09T00:00:00,,0029300034,1610612746,LAC,Los Angeles,Clippers,-,20,37,21,21,,,,,,,,,,,99,1993-1994
67,0029300034,1993-11-09T00:00:00,,0029300034,1610612756,PHX,Phoenix,Suns,-,32,22,38,22,,,,,,,,,,,114,1993-1994
68,0029300035,1993-11-09T00:00:00,,0029300035,1610612747,LAL,Los Angeles,Lakers,-,26,21,27,28,,,,,,,,,,,102,1993-1994
69,0029300035,1993-11-09T00:00:00,,0029300035,1610612757,POR,Portland,Trail Blazers,-,31,24,26,28,,,,,,,,,,,109,1993-1994
70,0029300036,1993-11-09T00:00:00,,0029300036,1610612753,ORL,Orlando,Magic,-,28,28,20,28,,,,,,,,,,,104,1993-1994
71,0029300036,1993-11-09T00:00:00,,0029300036,1610612754,IND,Indiana,Pacers,-,32,25,21,20,,,,,,,,,,,98,1993-1994
72,0029300037,1993-11-09T00:00:00,,0029300037,1610612760,SEA,Seattle,SuperSonics,-,33,25,35,25,,,,,,,,,,,118,1993-1994
73,0029300037,1993-11-09T00:00:00,,0029300037,1610612743,DEN,Denver,Nuggets,-,19,27,24,16,,,,,,,,,,,86,1993-1994
