,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0020400001,1162,Scott,Foster,48,2004-2005
1,0020400001,2534,Zach,Zarba,58,2004-2005
2,0020400001,1167,Steve,Javie,29,2004-2005
3,0020400002,1142,Dick,Bavetta,27,2004-2005
4,0020400002,1826,Jess,Kersey,20,2004-2005
5,0020400002,1143,Gary,Benson,30,2004-2005
6,0020400003,1830,Marc,Davis,34,2004-2005
7,0020400003,1153,Joe,Crawford,17,2004-2005
8,0020400003,1168,David,Jones,36,2004-2005
9,0020400004,1151,Sean,Corbin,33,2004-2005
10,0020400004,2005,Matt,Boland,46,2004-2005
11,0020400004,1154,Bob,Delaney,26,2004-2005
12,0020400005,1147,Mike,Callahan,24,2004-2005
13,0020400005,1148,James,Capers,19,2004-2005
14,0020400005,1189,Phil,Robinson,70,2004-2005
15,0020400006,1174,Ken,Mauer,41,2004-2005
16,0020400006,2530,Ed,Malloy,73,2004-2005
17,0020400006,1200,Greg,Willard,57,2004-2005
18,0020400007,1185,Violet,Palmer,12,2004-2005
19,0020400007,1159,Kevin,Fehr,39,2004-2005
20,0020400007,1180,Jack,Nies,35,2004-2005
21,0020400008,1193,Michael,Smith,38,2004-2005
22,0020400008,2001,Jason,Phillips,67,2004-2005
23,0020400008,1163,Bernie,Fryer,7,2004-2005
24,0020400009,1152,Dan,Crawford,43,2004-2005
25,0020400009,1194,Bill,Spooner,22,2004-2005
26,0020400009,2147,Michael,Henderson,62,2004-2005
27,0020400010,1199,Tom,Washington,49,2004-2005
28,0020400010,1195,Derrick,Stafford,9,2004-2005
29,0020400010,1184,Ron,Olesiak,44,2004-2005
30,0020400011,1162,Scott,Foster,48,2004-2005
31,0020400011,1188,Leroy,Richardson,51,2004-2005
32,0020400011,1167,Steve,Javie,29,2004-2005
33,0020400012,1146,Tony,Brothers,25,2004-2005
34,0020400012,2529,Tony,Brown,68,2004-2005
35,0020400012,1192,Bennett,Salvatore,15,2004-2005
36,0020400013,1830,Marc,Davis,34,2004-2005
37,0020400013,1153,Joe,Crawford,17,2004-2005
38,0020400013,1168,David,Jones,36,2004-2005
39,0020400014,1201,Leon,Wood,40,2004-2005
40,0020400014,1155,JB,DeRosa,14,2004-2005
41,0020400014,1203,Mark,Wunderlich,18,2004-2005
42,0020400015,1164,Ron,Garretson,10,2004-2005
43,0020400015,1662,Bill,Kennedy,55,2004-2005
44,0020400015,2878,Tommy,Nunez Jr.,28,2004-2005
45,0020400016,2004,Courtney,Kirkland,61,2004-2005
46,0020400016,1363,Bennie,Adams,47,2004-2005
47,0020400016,1190,Eddie,Rush,32,2004-2005
48,0020400017,1151,Sean,Corbin,33,2004-2005
49,0020400017,1142,Dick,Bavetta,27,2004-2005
50,0020400017,1826,Jess,Kersey,20,2004-2005
51,0020400018,1147,Mike,Callahan,24,2004-2005
52,0020400018,1148,James,Capers,19,2004-2005
53,0020400018,1189,Phil,Robinson,70,2004-2005
54,0020400019,1164,Ron,Garretson,10,2004-2005
55,0020400019,1156,Tim,Donaghy,21,2004-2005
56,0020400019,1169,Anthony,Jordan,72,2004-2005
57,0020400020,1199,Tom,Washington,49,2004-2005
58,0020400020,1195,Derrick,Stafford,9,2004-2005
59,0020400020,1184,Ron,Olesiak,44,2004-2005
60,0020400021,1174,Ken,Mauer,41,2004-2005
61,0020400021,2005,Matt,Boland,46,2004-2005
62,0020400021,1200,Greg,Willard,57,2004-2005
63,0020400022,1176,Monty,McCutchen,13,2004-2005
64,0020400022,2001,Jason,Phillips,67,2004-2005
65,0020400022,1163,Bernie,Fryer,7,2004-2005
66,0020400023,1198,Scott,Wall,31,2004-2005
67,0020400023,1150,Jimmy,Clark,6,2004-2005
68,0020400023,1165,Luis,Grillo,8,2004-2005
69,0020400024,1152,Dan,Crawford,43,2004-2005
70,0020400024,1194,Bill,Spooner,22,2004-2005
71,0020400024,2883,Robbie,Robinson,53,2004-2005
72,0020400025,1188,Leroy,Richardson,51,2004-2005
73,0020400025,1185,Violet,Palmer,12,2004-2005
74,0020400025,1180,Jack,Nies,35,2004-2005
75,0020400026,1192,Bennett,Salvatore,15,2004-2005
76,0020400026,1156,Tim,Donaghy,21,2004-2005
77,0020400026,1169,Anthony,Jordan,72,2004-2005
78,0020400027,2004,Courtney,Kirkland,61,2004-2005
79,0020400027,1190,Eddie,Rush,32,2004-2005
80,0020400027,1186,Blane,Reichelt,37,2004-2005
81,0020400028,1830,Marc,Davis,34,2004-2005
82,0020400028,1153,Joe,Crawford,17,2004-2005
83,0020400028,1168,David,Jones,36,2004-2005
84,0020400029,1201,Leon,Wood,40,2004-2005
85,0020400029,1155,JB,DeRosa,14,2004-2005
86,0020400029,1203,Mark,Wunderlich,18,2004-2005
87,0020400030,1176,Monty,McCutchen,13,2004-2005
88,0020400030,2002,Derrick,Collins,54,2004-2005
89,0020400030,1161,Joe,Forte,45,2004-2005
90,0020400031,1146,Tony,Brothers,25,2004-2005
91,0020400031,1159,Kevin,Fehr,39,2004-2005
92,0020400031,1167,Steve,Javie,29,2004-2005
93,0020400032,1199,Tom,Washington,49,2004-2005
94,0020400032,1195,Derrick,Stafford,9,2004-2005
95,0020400032,1184,Ron,Olesiak,44,2004-2005
96,0020400033,1193,Michael,Smith,38,2004-2005
97,0020400033,2003,Pat,Fraher,52,2004-2005
98,0020400033,1163,Bernie,Fryer,7,2004-2005
99,0020400034,2530,Ed,Malloy,73,2004-2005
100,0020400034,1154,Bob,Delaney,26,2004-2005
101,0020400034,1826,Jess,Kersey,20,2004-2005
102,0020400035,1151,Sean,Corbin,33,2004-2005
103,0020400035,1142,Dick,Bavetta,27,2004-2005
104,0020400035,2716,Olandis,Poole,50,2004-2005
105,0020400036,1198,Scott,Wall,31,2004-2005
106,0020400036,1150,Jimmy,Clark,6,2004-2005
107,0020400036,1165,Luis,Grillo,8,2004-2005
108,0020400037,1188,Leroy,Richardson,51,2004-2005
109,0020400037,1185,Violet,Palmer,12,2004-2005
110,0020400037,1180,Jack,Nies,35,2004-2005
111,0020400038,1152,Dan,Crawford,43,2004-2005
112,0020400038,1194,Bill,Spooner,22,2004-2005
113,0020400038,2148,Mark,Ayotte,56,2004-2005
114,0020400039,1162,Scott,Foster,48,2004-2005
115,0020400039,2534,Zach,Zarba,58,2004-2005
116,0020400039,1179,Rodney,Mott,71,2004-2005
117,0020400040,1363,Bennie,Adams,47,2004-2005
118,0020400040,1190,Eddie,Rush,32,2004-2005
119,0020400040,1186,Blane,Reichelt,37,2004-2005
120,0020400041,1204,Derek,Richardson,63,2004-2005
121,0020400041,1155,JB,DeRosa,14,2004-2005
122,0020400041,1203,Mark,Wunderlich,18,2004-2005
123,0020400042,1174,Ken,Mauer,41,2004-2005
124,0020400042,1200,Greg,Willard,57,2004-2005
125,0020400042,1143,Gary,Benson,30,2004-2005
126,0020400043,1664,Gary,Zielinski,59,2004-2005
127,0020400043,1153,Joe,Crawford,17,2004-2005
128,0020400043,1168,David,Jones,36,2004-2005
129,0020400044,1192,Bennett,Salvatore,15,2004-2005
130,0020400044,1156,Tim,Donaghy,21,2004-2005
131,0020400044,1169,Anthony,Jordan,72,2004-2005
132,0020400045,1193,Michael,Smith,38,2004-2005
133,0020400045,2715,Eric,Lewis,42,2004-2005
134,0020400045,1161,Joe,Forte,45,2004-2005
135,0020400046,1192,Bennett,Salvatore,15,2004-2005
136,0020400046,1185,Violet,Palmer,12,2004-2005
137,0020400046,2878,Tommy,Nunez Jr.,28,2004-2005
138,0020400047,2004,Courtney,Kirkland,61,2004-2005
139,0020400047,1190,Eddie,Rush,32,2004-2005
140,0020400047,1186,Blane,Reichelt,37,2004-2005
141,0020400048,1174,Ken,Mauer,41,2004-2005
142,0020400048,1363,Bennie,Adams,47,2004-2005
