,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS
0,0020600001,2006-10-31T00:00:00,1,0020600001,3,Final,20061031/CHIMIA,1610612748,1610612741,2006-2007,4, ,TNT,Q4   - TNT,1
1,0020600002,2006-10-31T00:00:00,2,0020600002,3,Final,20061031/PHXLAL,1610612747,1610612756,2006-2007,4, ,TNT,Q4   - TNT,1
2,0020600003,2006-11-01T00:00:00,0,0020600003,3,Final,20061101/ATLPHI,1610612755,1610612737,2006-2007,4, ,,Q4   - ,1
3,0020600004,2006-11-01T00:00:00,0,0020600004,3,Final,20061101/INDCHA,1610612766,1610612754,2006-2007,4, ,,Q4   - ,1
4,0020600005,2006-11-01T00:00:00,0,0020600005,3,Final,20061101/CHIORL,1610612753,1610612741,2006-2007,4, ,,Q4   - ,1
5,0020600006,2006-11-01T00:00:00,0,0020600006,3,Final,20061101/NOKBOS,1610612738,1610612740,2006-2007,4, ,,Q4   - ,1
6,0020600007,2006-11-01T00:00:00,0,0020600007,3,Final,20061101/TORNJN,1610612751,1610612761,2006-2007,4, ,,Q4   - ,1
7,0020600008,2006-11-01T00:00:00,0,0020600008,3,Final,20061101/MILDET,1610612765,1610612749,2006-2007,4, ,,Q4   - ,1
8,0020600009,2006-11-01T00:00:00,0,0020600009,3,Final,20061101/WASCLE,1610612739,1610612764,2006-2007,4, ,ESPN,Q4   - ESPN,1
9,0020600010,2006-11-01T00:00:00,0,0020600010,3,Final,20061101/NYKMEM,1610612763,1610612752,2006-2007,7, ,,Q7   - ,1
10,0020600011,2006-11-01T00:00:00,0,0020600011,3,Final,20061101/SACMIN,1610612750,1610612758,2006-2007,4, ,,Q4   - ,1
11,0020600012,2006-11-01T00:00:00,0,0020600012,3,Final,20061101/HOUUTA,1610612762,1610612745,2006-2007,4, ,,Q4   - ,1
12,0020600013,2006-11-01T00:00:00,0,0020600013,3,Final,20061101/PORSEA,1610612760,1610612757,2006-2007,4, ,,Q4   - ,1
13,0020600014,2006-11-01T00:00:00,0,0020600014,3,Final,20061101/LACPHX,1610612756,1610612746,2006-2007,4, ,ESPN,Q4   - ESPN,1
14,0020600015,2006-11-01T00:00:00,0,0020600015,3,Final,20061101/LALGSW,1610612744,1610612747,2006-2007,4, ,,Q4   - ,1
15,0020600016,2006-11-02T00:00:00,1,0020600016,3,Final,20061102/SASDAL,1610612742,1610612759,2006-2007,4, ,TNT,Q4   - TNT,1
16,0020600017,2006-11-02T00:00:00,0,0020600017,3,Final,20061102/DENLAC,1610612746,1610612743,2006-2007,4, ,TNT,Q4   - TNT,1
17,0020600018,2006-11-03T00:00:00,1,0020600018,3,Final,20061103/MILTOR,1610612761,1610612749,2006-2007,4, ,,Q4   - ,1
18,0020600019,2006-11-03T00:00:00,2,0020600019,3,Final,20061103/PHIORL,1610612753,1610612755,2006-2007,4, ,,Q4   - ,1
19,0020600020,2006-11-03T00:00:00,3,0020600020,3,Final,20061103/NOKIND,1610612754,1610612740,2006-2007,4, ,,Q4   - ,1
20,0020600021,2006-11-03T00:00:00,4,0020600021,3,Final,20061103/DETBOS,1610612738,1610612765,2006-2007,4, ,,Q4   - ,1
21,0020600022,2006-11-03T00:00:00,5,0020600022,3,Final,20061103/NYKATL,1610612737,1610612752,2006-2007,4, ,,Q4   - ,1
22,0020600023,2006-11-03T00:00:00,6,0020600023,3,Final,20061103/NJNMIA,1610612748,1610612751,2006-2007,4, ,,Q4   - ,1
23,0020600024,2006-11-03T00:00:00,7,0020600024,3,Final,20061103/CHAMEM,1610612763,1610612766,2006-2007,4, ,,Q4   - ,1
24,0020600025,2006-11-03T00:00:00,8,0020600025,3,Final,20061103/CLESAS,1610612759,1610612739,2006-2007,4, ,ESPN,Q4   - ESPN,1
25,0020600026,2006-11-03T00:00:00,9,0020600026,3,Final,20061103/SACCHI,1610612741,1610612758,2006-2007,4, ,,Q4   - ,1
26,0020600027,2006-11-03T00:00:00,10,0020600027,3,Final,20061103/MINDEN,1610612743,1610612750,2006-2007,4, ,,Q4   - ,1
27,0020600028,2006-11-03T00:00:00,11,0020600028,3,Final,20061103/UTAPHX,1610612756,1610612762,2006-2007,4, ,,Q4   - ,1
28,0020600029,2006-11-03T00:00:00,12,0020600029,3,Final,20061103/SEALAL,1610612747,1610612760,2006-2007,4, ,ESPN,Q4   - ESPN,1
29,0020600030,2006-11-03T00:00:00,13,0020600030,3,Final,20061103/PORGSW,1610612744,1610612757,2006-2007,4, ,,Q4   - ,1
30,0020600031,2006-11-04T00:00:00,1,0020600031,3,Final,20061104/BOSWAS,1610612764,1610612738,2006-2007,4, ,NBA TV,Q4   - NBA TV,1
31,0020600032,2006-11-04T00:00:00,2,0020600032,3,Final,20061104/CLECHA,1610612766,1610612739,2006-2007,4, ,,Q4   - ,1
32,0020600033,2006-11-04T00:00:00,3,0020600033,3,Final,20061104/INDNYK,1610612752,1610612754,2006-2007,4, ,,Q4   - ,1
33,0020600034,2006-11-04T00:00:00,4,0020600034,3,Final,20061104/MEMDET,1610612765,1610612763,2006-2007,4, ,,Q4   - ,1
34,0020600035,2006-11-04T00:00:00,5,0020600035,3,Final,20061104/SACMIL,1610612749,1610612758,2006-2007,4, ,,Q4   - ,1
35,0020600036,2006-11-04T00:00:00,6,0020600036,3,Final,20061104/DALHOU,1610612745,1610612742,2006-2007,4, ,,Q4   - ,1
36,0020600037,2006-11-04T00:00:00,7,0020600037,3,Final,20061104/GSWUTA,1610612762,1610612744,2006-2007,4, ,,Q4   - ,1
37,0020600038,2006-11-04T00:00:00,8,0020600038,3,Final,20061104/MINPOR,1610612757,1610612750,2006-2007,4, ,,Q4   - ,1
38,0020600039,2006-11-04T00:00:00,9,0020600039,3,Final,20061104/PHXLAC,1610612746,1610612756,2006-2007,4, ,NBA TV,Q4   - NBA TV,1
39,0020600040,2006-11-05T00:00:00,1,0020600040,3,Final,20061105/SASTOR,1610612761,1610612759,2006-2007,4, ,,Q4   - ,1
40,0020600041,2006-11-05T00:00:00,2,0020600041,3,Final,20061105/MIAPHI,1610612755,1610612748,2006-2007,4, ,,Q4   - ,1
