,GID,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER,SEASON
0,0029500001,0029500001,1610612741,1610612766,1995-11-03T00:00:00,3,1,Chicago,1995-1996
1,0029500002,0029500002,1610612737,1610612754,1995-11-03T00:00:00,1,3,Indiana,1995-1996
2,0029500003,0029500003,1610612762,1610612760,1995-11-03T00:00:00,1,3,Seattle,1995-1996
3,0029500004,0029500004,1610612765,1610612752,1995-11-03T00:00:00,0,4,New York,1995-1996
4,0029500005,0029500005,1610612746,1610612756,1995-11-03T00:00:00,3,1,L.A. Clippers,1995-1996
5,0029500006,0029500006,1610612745,1610612744,1995-11-03T00:00:00,2,2,Tied,1995-1996
6,0029500007,0029500007,1610612757,1610612763,1995-11-03T00:00:00,2,2,Tied,1995-1996
7,0029500008,0029500008,1610612747,1610612743,1995-11-03T00:00:00,2,2,Tied,1995-1996
8,0029500009,0029500009,1610612758,1610612750,1995-11-03T00:00:00,1,3,Minnesota,1995-1996
9,0029500010,0029500010,1610612753,1610612739,1995-11-03T00:00:00,2,1,Orlando,1995-1996
10,0029500011,0029500011,1610612759,1610612742,1995-11-03T00:00:00,2,2,Tied,1995-1996
11,0029500012,0029500012,1610612761,1610612751,1995-11-03T00:00:00,2,2,Tied,1995-1996
12,0029500013,0029500013,1610612738,1610612749,1995-11-03T00:00:00,3,1,Boston,1995-1996
13,0029500014,0029500014,1610612755,1610612764,1995-11-03T00:00:00,1,3,Washington,1995-1996
14,0029500015,0029500015,1610612742,1610612744,1995-11-04T00:00:00,2,2,Tied,1995-1996
15,0029500016,0029500016,1610612760,1610612747,1995-11-04T00:00:00,2,2,Tied,1995-1996
16,0029500017,0029500017,1610612754,1610612761,1995-11-04T00:00:00,4,0,Indiana,1995-1996
17,0029500018,0029500018,1610612741,1610612738,1995-11-04T00:00:00,3,0,Chicago,1995-1996
18,0029500019,0029500019,1610612764,1610612765,1995-11-04T00:00:00,2,1,Washington,1995-1996
19,0029500020,0029500020,1610612743,1610612759,1995-11-04T00:00:00,0,4,San Antonio,1995-1996
20,0029500021,0029500021,1610612737,1610612753,1995-11-04T00:00:00,2,2,Tied,1995-1996
21,0029500022,0029500022,1610612748,1610612739,1995-11-04T00:00:00,3,1,Miami,1995-1996
22,0029500023,0029500023,1610612749,1610612752,1995-11-04T00:00:00,2,2,Tied,1995-1996
23,0029500024,0029500024,1610612766,1610612755,1995-11-04T00:00:00,3,1,Charlotte,1995-1996
24,0029500025,0029500025,1610612757,1610612762,1995-11-05T00:00:00,1,3,Utah,1995-1996
25,0029500026,0029500026,1610612763,1610612750,1995-11-05T00:00:00,2,2,Tied,1995-1996
26,0029500027,0029500027,1610612758,1610612746,1995-11-05T00:00:00,2,2,Tied,1995-1996
27,0029500028,0029500028,1610612756,1610612745,1995-11-05T00:00:00,1,3,Houston,1995-1996
28,0029500029,0029500029,1610612762,1610612737,1995-11-06T00:00:00,1,1,Tied,1995-1996
29,0029500030,0029500030,1610612753,1610612764,1995-11-06T00:00:00,4,0,Orlando,1995-1996
30,0029500031,0029500031,1610612742,1610612763,1995-11-07T00:00:00,4,0,Dallas,1995-1996
31,0029500032,0029500032,1610612739,1610612754,1995-11-07T00:00:00,2,2,Tied,1995-1996
32,0029500033,0029500033,1610612745,1610612749,1995-11-07T00:00:00,2,0,Houston,1995-1996
33,0029500034,0029500034,1610612755,1610612758,1995-11-07T00:00:00,0,2,Sacramento,1995-1996
34,0029500035,0029500035,1610612741,1610612761,1995-11-07T00:00:00,3,1,Chicago,1995-1996
35,0029500036,0029500036,1610612752,1610612756,1995-11-07T00:00:00,0,2,Phoenix,1995-1996
36,0029500037,0029500037,1610612750,1610612747,1995-11-07T00:00:00,1,3,L.A. Lakers,1995-1996
37,0029500038,0029500038,1610612751,1610612757,1995-11-07T00:00:00,1,1,Tied,1995-1996
38,0029500039,0029500039,1610612744,1610612743,1995-11-07T00:00:00,2,2,Tied,1995-1996
39,0029500040,0029500040,1610612766,1610612765,1995-11-07T00:00:00,1,3,Detroit,1995-1996
40,0029500041,0029500041,1610612760,1610612746,1995-11-07T00:00:00,4,0,Seattle,1995-1996
41,0029500042,0029500042,1610612762,1610612747,1995-11-08T00:00:00,2,2,Tied,1995-1996
