,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS
0,0028100001,1981-10-30T00:00:00,,0028100001,3, ,19811030/WASBOS,1610612738,1610612764,1981-1982,4,,,Q4  - ,1
1,0028100002,1981-10-30T00:00:00,,0028100002,3, ,19811030/PHXPOR,1610612757,1610612756,1981-1982,4,,,Q4  - ,1
2,0028100003,1981-10-30T00:00:00,,0028100003,3, ,19811030/MILDET,1610612765,1610612749,1981-1982,4,,,Q4  - ,1
3,0028100004,1981-10-30T00:00:00,,0028100004,3, ,19811030/SANKCK,1610612758,1610612759,1981-1982,4,,,Q4  - ,1
4,0028100005,1981-10-30T00:00:00,,0028100005,3, ,19811030/NYKNJN,1610612751,1610612752,1981-1982,4,,,Q4  - ,1
5,0028100006,1981-10-30T00:00:00,,0028100006,3, ,19811030/HOULAL,1610612747,1610612745,1981-1982,6,,,Q6  - ,1
6,0028100007,1981-10-30T00:00:00,,0028100007,3, ,19811030/CLEPHL,1610612755,1610612739,1981-1982,4,,,Q4  - ,1
7,0028100008,1981-10-30T00:00:00,,0028100008,3, ,19811030/DALUTH,1610612762,1610612742,1981-1982,4,,,Q4  - ,1
8,0028100009,1981-10-30T00:00:00,,0028100009,3, ,19811030/GOSDEN,1610612743,1610612744,1981-1982,4,,,Q4  - ,1
9,0028100010,1981-10-30T00:00:00,,0028100010,3, ,19811030/CHIIND,1610612754,1610612741,1981-1982,4,,,Q4  - ,1
10,0028100011,1981-10-31T00:00:00,,0028100011,3, ,19811031/DENSAN,1610612759,1610612743,1981-1982,4,,,Q4  - ,1
11,0028100012,1981-10-31T00:00:00,,0028100012,3, ,19811031/BOSMIL,1610612749,1610612738,1981-1982,4,,,Q4  - ,1
12,0028100013,1981-10-31T00:00:00,,0028100013,3, ,19811031/DETCHI,1610612741,1610612765,1981-1982,4,,,Q4  - ,1
13,0028100014,1981-10-31T00:00:00,,0028100014,3, ,19811031/INDNYK,1610612752,1610612754,1981-1982,4,,,Q4  - ,1
14,0028100015,1981-10-31T00:00:00,,0028100015,3, ,19811031/HOUSDC,1610612746,1610612745,1981-1982,4,,,Q4  - ,1
15,0028100016,1981-10-31T00:00:00,,0028100016,3, ,19811031/PHXSEA,1610612760,1610612756,1981-1982,4,,,Q4  - ,1
16,0028100017,1981-10-31T00:00:00,,0028100017,3, ,19811031/PHLATL,1610612737,1610612755,1981-1982,4,,,Q4  - ,1
17,0028100018,1981-10-31T00:00:00,,0028100018,3, ,19811031/KCKDAL,1610612742,1610612758,1981-1982,4,,,Q4  - ,1
18,0028100019,1981-10-31T00:00:00,,0028100019,3, ,19811031/UTHGOS,1610612744,1610612762,1981-1982,4,,,Q4  - ,1
19,0028100020,1981-11-01T00:00:00,,0028100020,3, ,19811101/SEAPOR,1610612757,1610612760,1981-1982,4,,,Q4  - ,1
20,0028100021,1981-11-03T00:00:00,,0028100021,3, ,19811103/NYKHOU,1610612745,1610612752,1981-1982,4,,,Q4  - ,1
21,0028100022,1981-11-03T00:00:00,,0028100022,3, ,19811103/CLEDAL,1610612742,1610612739,1981-1982,4,,,Q4  - ,1
22,0028100023,1981-11-03T00:00:00,,0028100023,3, ,19811103/PHLWAS,1610612764,1610612755,1981-1982,4,,,Q4  - ,1
23,0028100024,1981-11-03T00:00:00,,0028100024,3, ,19811103/LALPOR,1610612757,1610612747,1981-1982,4,,,Q4  - ,1
24,0028100025,1981-11-03T00:00:00,,0028100025,3, ,19811103/SANPHX,1610612756,1610612759,1981-1982,4,,,Q4  - ,1
25,0028100026,1981-11-03T00:00:00,,0028100026,3, ,19811103/ATLCHI,1610612741,1610612737,1981-1982,4,,,Q4  - ,1
26,0028100027,1981-11-04T00:00:00,,0028100027,3, ,19811104/CHIBOS,1610612738,1610612741,1981-1982,4,,,Q4  - ,1
27,0028100028,1981-11-04T00:00:00,,0028100028,3, ,19811104/SDCKCK,1610612758,1610612746,1981-1982,4,,,Q4  - ,1
28,0028100029,1981-11-04T00:00:00,,0028100029,3, ,19811104/ATLNJN,1610612751,1610612737,1981-1982,4,,,Q4  - ,1
