,GID,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER,SEASON
0,0028800001,0028800001,1610612754,1610612749,1988-11-04T00:00:00,2,4,Milwaukee,1988-1989
1,0028800002,0028800002,1610612742,1610612747,1988-11-04T00:00:00,0,4,L.A. Lakers,1988-1989
2,0028800003,0028800003,1610612755,1610612746,1988-11-04T00:00:00,2,0,Philadelphia,1988-1989
3,0028800004,0028800004,1610612743,1610612745,1988-11-04T00:00:00,4,2,Denver,1988-1989
4,0028800005,0028800005,1610612757,1610612756,1988-11-04T00:00:00,3,2,Portland,1988-1989
5,0028800006,0028800006,1610612762,1610612760,1988-11-04T00:00:00,1,3,Seattle,1988-1989
6,0028800007,0028800007,1610612738,1610612752,1988-11-04T00:00:00,3,3,Tied,1988-1989
7,0028800008,0028800008,1610612766,1610612739,1988-11-04T00:00:00,0,4,Cleveland,1988-1989
8,0028800009,0028800009,1610612741,1610612765,1988-11-04T00:00:00,0,6,Detroit,1988-1989
9,0028800010,0028800010,1610612751,1610612737,1988-11-04T00:00:00,1,4,Atlanta,1988-1989
10,0028800011,0028800011,1610612751,1610612752,1988-11-05T00:00:00,2,4,New York,1988-1989
11,0028800012,0028800012,1610612755,1610612738,1988-11-05T00:00:00,3,3,Tied,1988-1989
12,0028800013,0028800013,1610612760,1610612743,1988-11-05T00:00:00,2,2,Tied,1988-1989
13,0028800014,0028800014,1610612748,1610612746,1988-11-05T00:00:00,3,1,Miami,1988-1989
14,0028800015,0028800015,1610612765,1610612766,1988-11-05T00:00:00,4,0,Detroit,1988-1989
15,0028800016,0028800016,1610612745,1610612742,1988-11-05T00:00:00,5,1,Houston,1988-1989
16,0028800017,0028800017,1610612759,1610612747,1988-11-05T00:00:00,1,3,L.A. Lakers,1988-1989
17,0028800018,0028800018,1610612749,1610612737,1988-11-05T00:00:00,0,6,Atlanta,1988-1989
18,0028800019,0028800019,1610612754,1610612739,1988-11-05T00:00:00,1,5,Cleveland,1988-1989
19,0028800020,0028800020,1610612757,1610612758,1988-11-05T00:00:00,3,3,Tied,1988-1989
20,0028800021,0028800021,1610612744,1610612756,1988-11-05T00:00:00,2,4,Phoenix,1988-1989
21,0028800022,0028800022,1610612764,1610612741,1988-11-05T00:00:00,1,3,Chicago,1988-1989
22,0028800023,0028800023,1610612751,1610612764,1988-11-08T00:00:00,1,5,Washington,1988-1989
23,0028800024,0028800024,1610612766,1610612746,1988-11-08T00:00:00,2,0,Charlotte,1988-1989
24,0028800025,0028800025,1610612755,1610612765,1988-11-08T00:00:00,0,5,Detroit,1988-1989
25,0028800026,0028800026,1610612758,1610612760,1988-11-08T00:00:00,1,5,Seattle,1988-1989
26,0028800027,0028800027,1610612742,1610612748,1988-11-08T00:00:00,6,0,Dallas,1988-1989
27,0028800028,0028800028,1610612737,1610612754,1988-11-08T00:00:00,5,1,Atlanta,1988-1989
28,0028800029,0028800029,1610612744,1610612747,1988-11-08T00:00:00,2,3,L.A. Lakers,1988-1989
29,0028800030,0028800030,1610612752,1610612741,1988-11-08T00:00:00,2,3,Chicago,1988-1989
30,0028800031,0028800031,1610612745,1610612759,1988-11-08T00:00:00,6,0,Houston,1988-1989
31,0028800032,0028800032,1610612749,1610612755,1988-11-09T00:00:00,3,1,Milwaukee,1988-1989
32,0028800033,0028800033,1610612738,1610612741,1988-11-09T00:00:00,1,3,Chicago,1988-1989
33,0028800034,0028800034,1610612765,1610612737,1988-11-09T00:00:00,5,1,Detroit,1988-1989
34,0028800035,0028800035,1610612764,1610612752,1988-11-09T00:00:00,1,5,New York,1988-1989
35,0028800036,0028800036,1610612747,1610612743,1988-11-09T00:00:00,3,1,L.A. Lakers,1988-1989
36,0028800037,0028800037,1610612759,1610612748,1988-11-09T00:00:00,4,2,San Antonio,1988-1989
37,0028800038,0028800038,1610612756,1610612742,1988-11-09T00:00:00,3,1,Phoenix,1988-1989
38,0028800039,0028800039,1610612760,1610612744,1988-11-09T00:00:00,4,2,Seattle,1988-1989
39,0028800040,0028800040,1610612739,1610612746,1988-11-09T00:00:00,1,1,Tied,1988-1989
40,0028800041,0028800041,1610612762,1610612758,1988-11-09T00:00:00,3,1,Utah,1988-1989
41,0028800042,0028800042,1610612743,1610612757,1988-11-10T00:00:00,2,2,Tied,1988-1989
42,0028800043,0028800043,1610612745,1610612762,1988-11-10T00:00:00,2,4,Utah,1988-1989
43,0028800044,0028800044,1610612742,1610612759,1988-11-11T00:00:00,5,1,Dallas,1988-1989
44,0028800045,0028800045,1610612738,1610612765,1988-11-11T00:00:00,1,3,Detroit,1988-1989
45,0028800046,0028800046,1610612741,1610612751,1988-11-11T00:00:00,2,2,Tied,1988-1989
46,0028800047,0028800047,1610612755,1610612737,1988-11-11T00:00:00,2,2,Tied,1988-1989
47,0028800048,0028800048,1610612754,1610612752,1988-11-11T00:00:00,0,5,New York,1988-1989
48,0028800049,0028800049,1610612756,1610612744,1988-11-11T00:00:00,4,2,Phoenix,1988-1989
49,0028800050,0028800050,1610612747,1610612760,1988-11-11T00:00:00,4,2,L.A. Lakers,1988-1989
50,0028800051,0028800051,1610612748,1610612745,1988-11-11T00:00:00,2,4,Houston,1988-1989
51,0028800052,0028800052,1610612764,1610612766,1988-11-11T00:00:00,5,1,Washington,1988-1989
52,0028800053,0028800053,1610612759,1610612762,1988-11-12T00:00:00,1,5,Utah,1988-1989
53,0028800054,0028800054,1610612739,1610612754,1988-11-12T00:00:00,5,1,Cleveland,1988-1989
