,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0021200001,"TUESDAY, OCTOBER 30, 2012",20562,2:10,2012-2013
1,0021200002,"TUESDAY, OCTOBER 30, 2012",20296,2:30,2012-2013
2,0021200003,"TUESDAY, OCTOBER 30, 2012",18997,2:26,2012-2013
3,0021200004,"WEDNESDAY, OCTOBER 31, 2012",19800,2:22,2012-2013
4,0021200005,"WEDNESDAY, OCTOBER 31, 2012",19101,2:08,2012-2013
5,0021200006,"WEDNESDAY, OCTOBER 31, 2012",16646,2:25,2012-2013
6,0021200007,"WEDNESDAY, OCTOBER 31, 2012",21313,2:29,2012-2013
7,0021200008,"WEDNESDAY, OCTOBER 31, 2012",15358,2:11,2012-2013
8,0021200009,"WEDNESDAY, OCTOBER 31, 2012",17634,2:22,2012-2013
9,0021200010,"WEDNESDAY, OCTOBER 31, 2012",15678,2:21,2012-2013
10,0021200011,"WEDNESDAY, OCTOBER 31, 2012",19060,2:36,2012-2013
11,0021200012,"WEDNESDAY, OCTOBER 31, 2012",20401,2:24,2012-2013
12,0021200013,"MONDAY, NOVEMBER 26, 2012",17732,2:51,2012-2013
13,0021200014,"THURSDAY, NOVEMBER 1, 2012",18581,2:27,2012-2013
14,0021200015,"FRIDAY, NOVEMBER 2, 2012",19124,2:18,2012-2013
15,0021200016,"FRIDAY, NOVEMBER 2, 2012",18846,2:11,2012-2013
16,0021200017,"FRIDAY, NOVEMBER 2, 2012",18624,1:59,2012-2013
17,0021200018,"FRIDAY, NOVEMBER 2, 2012",18238,2:15,2012-2013
18,0021200019,"FRIDAY, NOVEMBER 2, 2012",20562,2:13,2012-2013
19,0021200020,"FRIDAY, NOVEMBER 2, 2012",19033,2:20,2012-2013
20,0021200021,"FRIDAY, NOVEMBER 2, 2012",14147,2:12,2012-2013
21,0021200022,"FRIDAY, NOVEMBER 2, 2012",18203,2:13,2012-2013
22,0021200023,"FRIDAY, NOVEMBER 2, 2012",19356,2:18,2012-2013
23,0021200024,"FRIDAY, NOVEMBER 2, 2012",15107,2:18,2012-2013
24,0021200025,"FRIDAY, NOVEMBER 2, 2012",18997,2:34,2012-2013
25,0021200026,"FRIDAY, NOVEMBER 2, 2012",19596,2:23,2012-2013
26,0021200027,"SATURDAY, NOVEMBER 3, 2012",20308,2:10,2012-2013
27,0021200028,"SATURDAY, NOVEMBER 3, 2012",18165,2:56,2012-2013
28,0021200029,"SATURDAY, NOVEMBER 3, 2012",17732,2:26,2012-2013
29,0021200030,"SATURDAY, NOVEMBER 3, 2012",20104,2:21,2012-2013
30,0021200031,"SATURDAY, NOVEMBER 3, 2012",21758,2:22,2012-2013
31,0021200032,"SATURDAY, NOVEMBER 3, 2012",18140,2:20,2012-2013
32,0021200033,"SATURDAY, NOVEMBER 3, 2012",17086,2:16,2012-2013
33,0021200034,"SATURDAY, NOVEMBER 3, 2012",19490,2:09,2012-2013
34,0021200035,"SATURDAY, NOVEMBER 3, 2012",18581,2:08,2012-2013
35,0021200036,"SATURDAY, NOVEMBER 3, 2012",19060,2:45,2012-2013
36,0021200037,"SUNDAY, NOVEMBER 4, 2012",19033,2:05,2012-2013
37,0021200038,"SUNDAY, NOVEMBER 4, 2012",16754,2:06,2012-2013
38,0021200039,"SUNDAY, NOVEMBER 4, 2012",17022,2:15,2012-2013
39,0021200040,"SUNDAY, NOVEMBER 4, 2012",18203,2:09,2012-2013
40,0021200041,"SUNDAY, NOVEMBER 4, 2012",18997,2:16,2012-2013
