,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
83,0021300043,00,1610612753,ORL,Orlando,42,23,12,23,12,5,0,15,10,12,2013-2014
84,0021300044,00,1610612760,OKC,Oklahoma City,46,13,14,8,20,13,0,15,10,16,2013-2014
85,0021300044,00,1610612756,PHX,Phoenix,18,11,24,7,20,13,2,25,11,25,2013-2014
86,0021300045,00,1610612750,MIN,Minnesota,42,6,23,23,1,0,1,13,8,17,2013-2014
87,0021300045,00,1610612752,NYK,New York,46,16,14,5,1,0,0,16,4,16,2013-2014
88,0021300046,00,1610612737,ATL,Atlanta,40,12,15,3,1,4,2,13,7,10,2013-2014
89,0021300046,00,1610612747,LAL,Los Angeles,36,10,12,21,1,4,0,13,5,7,2013-2014
90,0021300047,00,1610612750,MIN,Minnesota,48,12,30,2,7,4,1,18,14,15,2013-2014
91,0021300047,00,1610612739,CLE,Cleveland,42,13,8,23,7,4,1,24,6,26,2013-2014
92,0021300048,00,1610612744,GSW,Golden State,30,10,35,39,5,5,0,22,9,17,2013-2014
93,0021300048,00,1610612755,PHI,Philadelphia,44,15,20,2,5,5,0,24,14,23,2013-2014
94,0021300049,00,1610612763,MEM,Memphis,34,14,10,9,11,6,1,19,6,23,2013-2014
95,0021300049,00,1610612738,BOS,Boston,30,4,14,7,11,6,4,21,8,20,2013-2014
96,0021300050,00,1610612746,LAC,Los Angeles,50,18,7,21,0,0,2,12,11,15,2013-2014
97,0021300050,00,1610612745,HOU,Houston,62,16,9,0,0,0,1,16,9,27,2013-2014
98,0021300051,00,1610612761,TOR,Toronto,42,23,2,11,1,3,0,15,7,16,2013-2014
99,0021300051,00,1610612748,MIA,Miami,48,16,11,16,1,3,2,13,6,5,2013-2014
100,0021300052,00,1610612751,BKN,Brooklyn,58,12,25,26,0,0,0,15,11,13,2013-2014
101,0021300052,00,1610612762,UTA,Utah,26,17,6,0,0,0,1,21,12,19,2013-2014
102,0021300053,00,1610612754,IND,Indiana,42,6,13,19,4,4,0,18,9,20,2013-2014
103,0021300053,00,1610612765,DET,Detroit,46,14,15,4,4,4,1,15,7,18,2013-2014
104,0021300054,00,1610612752,NYK,New York,28,15,2,2,1,3,0,14,7,16,2013-2014
105,0021300054,00,1610612766,CHA,Charlotte,34,25,12,13,1,3,0,22,9,26,2013-2014
106,0021300055,00,1610612740,NOP,New Orleans,30,12,24,14,4,3,1,14,10,20,2013-2014
107,0021300055,00,1610612756,PHX,Phoenix,38,4,20,9,4,3,1,16,9,12,2013-2014
108,0021300056,00,1610612742,DAL,Dallas,52,12,21,30,0,0,0,12,5,13,2013-2014
109,0021300056,00,1610612747,LAL,Los Angeles,36,15,16,0,0,0,0,14,12,19,2013-2014
110,0021300057,00,1610612743,DEN,Denver,40,15,9,13,8,4,1,23,8,27,2013-2014
111,0021300057,00,1610612759,SAS,San Antonio,54,10,13,11,8,4,0,16,9,18,2013-2014
112,0021300058,00,1610612745,HOU,Houston,54,18,19,18,3,3,0,20,10,19,2013-2014
113,0021300058,00,1610612757,POR,Portland,28,5,6,9,3,3,0,14,14,16,2013-2014
114,0021300059,00,1610612758,SAC,Sacramento,40,16,29,12,1,2,0,18,9,23,2013-2014
115,0021300059,00,1610612737,ATL,Atlanta,48,13,11,19,1,2,0,14,11,19,2013-2014
116,0021300060,00,1610612761,TOR,Toronto,44,19,9,5,4,4,1,13,9,18,2013-2014
117,0021300060,00,1610612766,CHA,Charlotte,42,13,16,16,4,4,1,9,12,12,2013-2014
118,0021300061,00,1610612741,CHI,Chicago,14,11,4,7,9,8,1,18,7,29,2013-2014
119,0021300061,00,1610612754,IND,Indiana,28,19,18,19,9,8,1,15,5,8,2013-2014
120,0021300062,00,1610612746,LAC,Los Angeles,30,9,15,6,6,2,0,13,6,12,2013-2014
121,0021300062,00,1610612753,ORL,Orlando,44,8,8,19,6,2,0,15,3,13,2013-2014
122,0021300063,00,1610612764,WAS,Washington,38,14,28,17,0,0,0,11,9,16,2013-2014
123,0021300063,00,1610612755,PHI,Philadelphia,42,14,26,0,0,0,1,21,12,22,2013-2014
124,0021300064,00,1610612762,UTA,Utah,50,18,11,13,3,0,2,22,11,20,2013-2014
125,0021300064,00,1610612738,BOS,Boston,46,12,7,25,3,0,1,15,7,11,2013-2014
126,0021300065,00,1610612740,NOP,New Orleans,34,13,17,29,1,5,1,14,7,17,2013-2014
127,0021300065,00,1610612763,MEM,Memphis,50,11,8,2,1,5,0,18,6,22,2013-2014
128,0021300066,00,1610612749,MIL,Milwaukee,36,12,6,13,18,7,1,15,3,23,2013-2014
129,0021300066,00,1610612739,CLE,Cleveland,30,9,15,2,17,7,0,9,8,10,2013-2014
130,0021300067,00,1610612744,GSW,Golden State,48,11,20,18,3,5,0,21,9,10,2013-2014
131,0021300067,00,1610612750,MIN,Minnesota,46,11,11,8,3,5,0,19,12,26,2013-2014
132,0021300068,00,1610612759,SAS,San Antonio,56,15,10,12,16,10,0,14,6,18,2013-2014
133,0021300068,00,1610612756,PHX,Phoenix,48,12,9,9,15,10,0,18,7,19,2013-2014
134,0021300069,00,1610612742,DAL,Dallas,42,14,15,5,11,10,0,21,6,23,2013-2014
135,0021300069,00,1610612760,OKC,Oklahoma City,54,12,27,17,11,10,1,24,8,21,2013-2014
136,0021300070,00,1610612748,MIA,Miami,46,10,4,11,5,8,0,16,13,24,2013-2014
137,0021300070,00,1610612746,LAC,Los Angeles,42,8,19,8,5,8,2,19,5,24,2013-2014
138,0021300071,00,1610612737,ATL,Atlanta,52,17,13,10,22,10,0,11,10,17,2013-2014
139,0021300071,00,1610612743,DEN,Denver,38,18,7,9,22,10,0,16,6,20,2013-2014
140,0021300072,00,1610612745,HOU,Houston,36,7,21,6,4,3,1,18,24,19,2013-2014
141,0021300072,00,1610612747,LAL,Los Angeles,26,13,12,19,5,3,0,24,12,26,2013-2014
142,0021300074,00,1610612754,IND,Indiana,38,19,4,16,5,10,1,16,10,11,2013-2014
143,0021300074,00,1610612761,TOR,Toronto,36,17,11,12,5,10,1,16,6,25,2013-2014
144,0021300075,00,1610612753,ORL,Orlando,42,10,20,12,4,4,0,20,12,25,2013-2014
145,0021300075,00,1610612738,BOS,Boston,48,10,17,7,4,4,0,11,8,8,2013-2014
146,0021300076,00,1610612739,CLE,Cleveland,28,8,12,14,2,1,1,14,10,17,2013-2014
147,0021300076,00,1610612755,PHI,Philadelphia,48,16,18,19,2,1,0,17,10,14,2013-2014
148,0021300077,00,1610612751,BKN,Brooklyn,40,21,11,14,7,4,2,23,15,22,2013-2014
149,0021300077,00,1610612764,WAS,Washington,40,6,22,9,7,4,1,17,7,20,2013-2014
150,0021300078,00,1610612765,DET,Detroit,40,14,25,6,9,6,0,13,8,13,2013-2014
151,0021300078,00,1610612760,OKC,Oklahoma City,50,24,12,13,9,6,0,13,6,21,2013-2014
152,0021300079,00,1610612762,UTA,Utah,22,13,11,0,0,0,0,17,14,16,2013-2014
153,0021300079,00,1610612741,CHI,Chicago,56,14,16,29,0,0,1,21,8,13,2013-2014
154,0021300080,00,1610612742,DAL,Dallas,52,14,12,5,4,3,1,18,9,15,2013-2014
155,0021300080,00,1610612750,MIN,Minnesota,40,26,15,12,4,3,1,15,10,13,2013-2014
156,0021300081,00,1610612740,NOP,New Orleans,40,15,22,15,10,6,1,9,5,5,2013-2014
157,0021300081,00,1610612747,LAL,Los Angeles,38,14,5,2,10,6,0,14,9,14,2013-2014
158,0021300082,00,1610612759,SAS,San Antonio,32,6,7,12,0,0,2,14,6,12,2013-2014
159,0021300082,00,1610612744,GSW,Golden State,28,9,4,0,0,0,1,20,8,20,2013-2014
160,0021300085,00,1610612762,UTA,Utah,44,11,10,0,0,0,2,16,7,22,2013-2014
161,0021300085,00,1610612761,TOR,Toronto,46,24,15,38,0,0,0,12,10,13,2013-2014
162,0021300086,00,1610612737,ATL,Atlanta,26,15,13,17,12,4,1,13,16,10,2013-2014
163,0021300086,00,1610612753,ORL,Orlando,38,10,4,2,12,4,1,18,13,13,2013-2014
164,0021300087,00,1610612751,BKN,Brooklyn,38,11,4,3,8,5,0,15,4,11,2013-2014
165,0021300087,00,1610612754,IND,Indiana,38,20,5,10,8,5,0,13,8,9,2013-2014
166,0021300088,00,1610612755,PHI,Philadelphia,50,23,4,10,9,11,0,19,13,27,2013-2014
167,0021300088,00,1610612739,CLE,Cleveland,40,17,14,9,9,11,1,19,11,14,2013-2014
168,0021300089,00,1610612748,MIA,Miami,48,5,5,10,13,13,0,10,7,8,2013-2014
169,0021300089,00,1610612738,BOS,Boston,54,13,15,6,14,13,2,14,10,8,2013-2014
170,0021300090,00,1610612745,HOU,Houston,54,13,12,13,2,1,0,18,9,27,2013-2014
171,0021300090,00,1610612746,LAC,Los Angeles,46,18,16,15,2,1,1,14,12,19,2013-2014
172,0021300091,00,1610612744,GSW,Golden State,18,8,14,4,12,8,1,18,14,15,2013-2014
173,0021300091,00,1610612763,MEM,Memphis,54,15,8,23,12,8,1,17,9,19,2013-2014
174,0021300092,00,1610612749,MIL,Milwaukee,34,17,13,4,2,0,0,20,10,20,2013-2014
175,0021300092,00,1610612742,DAL,Dallas,36,11,10,19,2,0,0,19,4,16,2013-2014
176,0021300093,00,1610612757,POR,Portland,32,17,12,22,7,6,1,13,7,6,2013-2014
177,0021300093,00,1610612758,SAC,Sacramento,40,13,12,4,7,6,0,10,7,11,2013-2014
178,0021300094,00,1610612752,NYK,New York,32,9,9,0,0,0,0,10,8,10,2013-2014
179,0021300094,00,1610612759,SAS,San Antonio,44,10,17,37,0,0,0,13,6,13,2013-2014
180,0021300095,00,1610612764,WAS,Washington,30,4,4,12,14,11,1,13,10,14,2013-2014
181,0021300095,00,1610612760,OKC,Oklahoma City,42,20,20,6,15,12,0,17,7,17,2013-2014
182,0021300096,00,1610612756,PHX,Phoenix,42,10,21,10,9,2,1,15,5,18,2013-2014
183,0021300096,00,1610612740,NOP,New Orleans,52,20,10,4,9,2,2,17,7,19,2013-2014
184,0021300097,00,1610612750,MIN,Minnesota,50,13,19,29,3,2,0,21,9,23,2013-2014
185,0021300097,00,1610612747,LAL,Los Angeles,32,13,9,2,3,2,0,18,7,24,2013-2014
186,0021300098,00,1610612737,ATL,Atlanta,32,7,4,14,3,3,0,13,9,14,2013-2014
187,0021300098,00,1610612766,CHA,Charlotte,44,16,12,9,3,3,0,14,10,17,2013-2014
188,0021300099,00,1610612763,MEM,Memphis,34,6,7,1,2,1,0,10,9,14,2013-2014
189,0021300099,00,1610612754,IND,Indiana,38,9,8,25,2,1,0,13,6,14,2013-2014
190,0021300100,00,1610612759,SAS,San Antonio,46,15,9,29,2,0,0,12,6,16,2013-2014
191,0021300100,00,1610612755,PHI,Philadelphia,52,15,9,1,2,0,0,15,4,23,2013-2014
192,0021300101,00,1610612738,BOS,Boston,50,14,20,21,5,3,2,15,6,17,2013-2014
193,0021300101,00,1610612753,ORL,Orlando,38,16,4,5,5,3,1,19,6,22,2013-2014
194,0021300102,00,1610612739,CLE,Cleveland,32,16,10,5,3,1,2,20,13,29,2013-2014
195,0021300102,00,1610612741,CHI,Chicago,38,16,8,15,3,1,0,11,9,9,2013-2014
196,0021300103,00,1610612745,HOU,Houston,50,20,20,17,7,10,0,23,27,23,2013-2014
197,0021300103,00,1610612761,TOR,Toronto,42,23,11,3,7,10,0,13,11,14,2013-2014
198,0021300104,00,1610612762,UTA,Utah,36,9,8,10,6,7,0,14,6,17,2013-2014
199,0021300104,00,1610612743,DEN,Denver,48,18,12,19,6,7,1,15,8,14,2013-2014
200,0021300105,00,1610612765,DET,Detroit,60,13,14,3,4,2,1,9,4,9,2013-2014
201,0021300105,00,1610612757,POR,Portland,36,24,13,13,4,2,2,17,5,21,2013-2014
202,0021300106,00,1610612746,LAC,Los Angeles,56,11,12,11,13,11,0,14,8,15,2013-2014
203,0021300106,00,1610612750,MIN,Minnesota,52,15,15,7,13,11,1,13,9,12,2013-2014
204,0021300107,00,1610612749,MIL,Milwaukee,30,12,9,2,1,1,0,18,12,21,2013-2014
205,0021300107,00,1610612748,MIA,Miami,56,6,15,28,1,1,1,14,6,16,2013-2014
206,0021300108,00,1610612764,WAS,Washington,32,9,28,9,6,3,0,19,6,17,2013-2014
207,0021300108,00,1610612742,DAL,Dallas,40,17,5,15,6,3,1,16,8,20,2013-2014
208,0021300109,00,1610612744,GSW,Golden State,54,14,20,29,0,0,0,23,7,25,2013-2014
209,0021300109,00,1610612765,DET,Detroit,52,19,15,0,0,0,0,12,8,10,2013-2014
210,0021300110,00,1610612747,LAL,Los Angeles,46,13,19,28,4,3,0,19,7,27,2013-2014
211,0021300110,00,1610612740,NOP,New Orleans,46,15,26,4,4,3,0,13,7,20,2013-2014
212,0021300111,00,1610612753,ORL,Orlando,38,14,8,6,3,5,1,16,6,20,2013-2014
213,0021300111,00,1610612749,MIL,Milwaukee,36,9,13,19,3,5,0,18,6,20,2013-2014
214,0021300112,00,1610612745,HOU,Houston,52,17,10,10,15,18,2,21,13,17,2013-2014
215,0021300112,00,1610612755,PHI,Philadelphia,50,18,27,6,15,18,0,13,17,11,2013-2014
216,0021300113,00,1610612766,CHA,Charlotte,40,14,8,16,0,0,1,12,12,12,2013-2014
217,0021300113,00,1610612738,BOS,Boston,38,8,21,0,0,0,0,15,4,17,2013-2014
218,0021300114,00,1610612761,TOR,Toronto,24,12,16,19,4,1,0,13,4,11,2013-2014
219,0021300114,00,1610612763,MEM,Memphis,36,16,13,1,4,1,2,19,14,19,2013-2014
220,0021300115,00,1610612739,CLE,Cleveland,32,20,6,1,4,1,0,11,6,20,2013-2014
221,0021300115,00,1610612750,MIN,Minnesota,56,13,29,39,4,1,0,9,2,2,2013-2014
222,0021300116,00,1610612752,NYK,New York,28,8,11,17,7,2,3,6,5,6,2013-2014
223,0021300116,00,1610612737,ATL,Atlanta,56,18,23,6,7,2,0,15,13,23,2013-2014
224,0021300117,00,1610612764,WAS,Washington,30,12,13,0,0,0,2,11,6,11,2013-2014
225,0021300117,00,1610612759,SAS,San Antonio,52,6,10,25,0,0,0,17,4,18,2013-2014
226,0021300118,00,1610612743,DEN,Denver,60,36,11,16,1,1,1,9,16,2,2013-2014
227,0021300118,00,1610612747,LAL,Los Angeles,32,19,5,8,1,1,1,15,13,20,2013-2014
228,0021300119,00,1610612762,UTA,Utah,42,18,13,6,10,7,0,21,9,30,2013-2014
229,0021300119,00,1610612740,NOP,New Orleans,52,15,13,16,10,7,0,13,6,19,2013-2014
230,0021300120,00,1610612757,POR,Portland,44,16,4,6,14,6,1,17,7,20,2013-2014
231,0021300120,00,1610612756,PHX,Phoenix,42,10,20,9,13,6,0,14,11,15,2013-2014
232,0021300121,00,1610612751,BKN,Brooklyn,46,9,12,0,0,5,0,15,8,20,2013-2014
233,0021300121,00,1610612758,SAC,Sacramento,36,17,18,23,0,5,1,7,6,7,2013-2014
234,0021300122,00,1610612746,LAC,Los Angeles,52,14,26,13,8,4,0,22,11,24,2013-2014
235,0021300122,00,1610612760,OKC,Oklahoma City,52,6,19,14,8,4,0,22,4,24,2013-2014
236,0021300123,00,1610612752,NYK,New York,42,20,14,5,7,9,0,9,8,13,2013-2014
237,0021300123,00,1610612745,HOU,Houston,40,11,15,14,7,9,4,18,10,25,2013-2014
238,0021300124,00,1610612744,GSW,Golden State,48,8,20,14,16,9,0,7,8,9,2013-2014
239,0021300124,00,1610612760,OKC,Oklahoma City,34,22,19,7,15,9,0,19,7,29,2013-2014
240,0021300125,00,1610612754,IND,Indiana,32,13,12,27,4,1,2,15,8,7,2013-2014
241,0021300125,00,1610612749,MIL,Milwaukee,30,14,4,2,4,1,2,17,9,17,2013-2014
242,0021300126,00,1610612761,TOR,Toronto,36,18,13,0,0,1,0,16,8,22,2013-2014
243,0021300126,00,1610612741,CHI,Chicago,40,16,6,27,0,1,2,17,5,14,2013-2014
244,0021300127,00,1610612737,ATL,Atlanta,48,12,20,14,10,9,1,16,9,16,2013-2014
245,0021300127,00,1610612755,PHI,Philadelphia,56,15,11,5,10,9,0,16,8,17,2013-2014
246,0021300128,00,1610612757,POR,Portland,36,17,15,15,4,8,0,18,5,20,2013-2014
247,0021300128,00,1610612738,BOS,Boston,44,8,8,8,4,8,0,15,6,17,2013-2014
248,0021300129,00,1610612766,CHA,Charlotte,34,8,11,11,1,2,0,16,10,16,2013-2014
249,0021300129,00,1610612739,CLE,Cleveland,26,2,10,12,1,2,1,16,6,17,2013-2014
250,0021300130,00,1610612748,MIA,Miami,44,4,14,13,9,4,0,16,5,19,2013-2014
251,0021300130,00,1610612742,DAL,Dallas,32,11,8,7,9,4,0,24,6,24,2013-2014
252,0021300131,00,1610612750,MIN,Minnesota,56,14,14,6,8,6,0,16,10,20,2013-2014
253,0021300131,00,1610612743,DEN,Denver,64,21,12,14,8,6,0,15,9,21,2013-2014
254,0021300132,00,1610612756,PHX,Phoenix,38,7,25,14,10,7,2,18,7,23,2013-2014
255,0021300132,00,1610612751,BKN,Brooklyn,50,12,7,13,10,7,0,12,8,10,2013-2014
256,0021300133,00,1610612762,UTA,Utah,54,20,10,15,3,2,0,18,9,17,2013-2014
257,0021300133,00,1610612759,SAS,San Antonio,50,2,22,12,3,2,0,17,4,17,2013-2014
258,0021300134,00,1610612747,LAL,Los Angeles,36,2,8,5,22,14,0,11,3,16,2013-2014
259,0021300134,00,1610612763,MEM,Memphis,44,10,14,10,22,14,1,10,4,9,2013-2014
260,0021300135,00,1610612758,SAC,Sacramento,34,14,16,2,6,6,0,17,10,22,2013-2014
261,0021300135,00,1610612765,DET,Detroit,46,12,24,14,6,6,0,12,8,8,2013-2014
262,0021300136,00,1610612766,CHA,Charlotte,28,15,14,3,2,3,2,10,10,12,2013-2014
263,0021300136,00,1610612748,MIA,Miami,40,11,14,17,2,3,0,15,6,18,2013-2014
264,0021300137,00,1610612753,ORL,Orlando,46,5,12,5,6,6,2,19,8,22,2013-2014
265,0021300137,00,1610612742,DAL,Dallas,44,0,21,15,6,6,2,10,8,13,2013-2014
266,0021300138,00,1610612739,CLE,Cleveland,26,4,22,9,12,8,0,20,5,14,2013-2014
267,0021300138,00,1610612764,WAS,Washington,50,12,15,15,12,8,1,19,10,18,2013-2014
268,0021300139,00,1610612737,ATL,Atlanta,48,6,9,22,4,9,0,13,9,14,2013-2014
269,0021300139,00,1610612752,NYK,New York,40,25,3,4,4,9,0,14,5,14,2013-2014
270,0021300140,00,1610612741,CHI,Chicago,46,10,15,33,1,2,2,15,9,12,2013-2014
271,0021300140,00,1610612754,IND,Indiana,34,11,16,2,1,2,2,11,13,14,2013-2014
272,0021300141,00,1610612745,HOU,Houston,62,18,14,23,0,1,1,17,15,19,2013-2014
273,0021300141,00,1610612743,DEN,Denver,60,16,10,0,0,1,0,13,7,16,2013-2014
274,0021300142,00,1610612738,BOS,Boston,28,18,13,5,3,3,1,22,8,28,2013-2014
275,0021300142,00,1610612750,MIN,Minnesota,52,27,14,21,3,3,0,13,4,9,2013-2014
276,0021300143,00,1610612755,PHI,Philadelphia,52,17,13,2,5,3,1,18,12,21,2013-2014
