,GID,PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,SEASON
0,0020700001,109,Robert,Horry,25,1610612759,San Antonio,Spurs,SAS,2007-2008
1,0020700001,1521,Jacque,Vaughn,11,1610612759,San Antonio,Spurs,SAS,2007-2008
2,0020700001,2032,Darius,Miles,23,1610612757,Portland,Trail Blazers,POR,2007-2008
3,0020700001,201141,Greg,Oden,52,1610612757,Portland,Trail Blazers,POR,2007-2008
4,0020700001,201177,Josh,McRoberts,4,1610612757,Portland,Trail Blazers,POR,2007-2008
5,0020700002,2209,Vladimir,Radmanovic,10,1610612747,Los Angeles,Lakers,LAL,2007-2008
6,0020700002,201159,Javaris,Crittenton,1,1610612747,Los Angeles,Lakers,LAL,2007-2008
7,0020700002,1885,Lamar,Odom,7,1610612747,Los Angeles,Lakers,LAL,2007-2008
8,0020700002,201171,Carl,Landry,14,1610612745,Houston,Rockets,HOU,2007-2008
9,0020700002,201166,Aaron,Brooks,0,1610612745,Houston,Rockets,HOU,2007-2008
10,0020700002,200779,Steve,Novak,20,1610612745,Houston,Rockets,HOU,2007-2008
11,0020700003,201165,Morris,Almond,22,1610612762,Utah,Jazz,UTA,2007-2008
12,0020700003,201178,Kyrylo,Fesenko,44,1610612762,Utah,Jazz,UTA,2007-2008
13,0020700003,201148,Brandan,Wright,32,1610612744,Golden State,Warriors,GSW,2007-2008
14,0020700003,201186,Stephane,Lasme,12,1610612744,Golden State,Warriors,GSW,2007-2008
15,0020700003,200785,Kosta,Perovic,19,1610612744,Golden State,Warriors,GSW,2007-2008
16,0020700004,201195,Herbert,Hill,35,1610612755,Philadelphia,76ers,PHI,2007-2008
17,0020700004,200811,Lou,Amundson,20,1610612755,Philadelphia,76ers,PHI,2007-2008
18,0020700004,101183,Shavlik,Randolph,42,1610612755,Philadelphia,76ers,PHI,2007-2008
19,0020700004,239,Darrick,Martin,2,1610612761,Toronto,Raptors,TOR,2007-2008
20,0020700004,1766,Maceo,Baston,9,1610612761,Toronto,Raptors,TOR,2007-2008
21,0020700004,200081,Jamario,Moon,33,1610612761,Toronto,Raptors,TOR,2007-2008
22,0020700005,200786,David,Noel,34,1610612749,Milwaukee,Bucks,MIL,2007-2008
23,0020700005,2852,Awvee,Storey,20,1610612749,Milwaukee,Bucks,MIL,2007-2008
24,0020700005,201196,Ramon,Sessions,7,1610612749,Milwaukee,Bucks,MIL,2007-2008
25,0020700005,1499,Tony,Battie,4,1610612753,Orlando,Magic,ORL,2007-2008
26,0020700005,101162,Marcin,Gortat,13,1610612753,Orlando,Magic,ORL,2007-2008
27,0020700005,448,Bo,Outlaw,45,1610612753,Orlando,Magic,ORL,2007-2008
28,0020700006,979,Jermaine,O'Neal,7,1610612754,Indiana,Pacers,IND,2007-2008
29,0020700006,200761,Shawne,Williams,4,1610612754,Indiana,Pacers,IND,2007-2008
30,0020700006,2211,Troy,Murphy,3,1610612754,Indiana,Pacers,IND,2007-2008
31,0020700006,2041,Etan,Thomas,36,1610612764,Washington,Wizards,WAS,2007-2008
32,0020700007,201242,Thomas,Gardner,31,1610612741,Chicago,Bulls,CHI,2007-2008
33,0020700007,201149,Joakim,Noah,13,1610612741,Chicago,Bulls,CHI,2007-2008
34,0020700007,201191,JamesOn,Curry,20,1610612741,Chicago,Bulls,CHI,2007-2008
