,GID,GAME_DATE,ATTENDANCE,GAME_TIME,SEASON
0,0028700001,"FRIDAY, NOVEMBER 6, 1987",10333.0,,1987-1988
1,0028700002,"FRIDAY, NOVEMBER 6, 1987",17007.0,,1987-1988
2,0028700003,"FRIDAY, NOVEMBER 6, 1987",12287.0,,1987-1988
3,0028700004,"FRIDAY, NOVEMBER 6, 1987",17505.0,,1987-1988
4,0028700005,"FRIDAY, NOVEMBER 6, 1987",11534.0,,1987-1988
5,0028700006,"FRIDAY, NOVEMBER 6, 1987",13014.0,,1987-1988
6,0028700007,"FRIDAY, NOVEMBER 6, 1987",16064.0,,1987-1988
7,0028700008,"FRIDAY, NOVEMBER 6, 1987",14890.0,,1987-1988
8,0028700009,"FRIDAY, NOVEMBER 6, 1987",16611.0,,1987-1988
9,0028700010,"FRIDAY, NOVEMBER 6, 1987",28676.0,,1987-1988
10,0028700011,"FRIDAY, NOVEMBER 6, 1987",12666.0,,1987-1988
11,0028700012,"SATURDAY, NOVEMBER 7, 1987",11052.0,,1987-1988
12,0028700013,"SATURDAY, NOVEMBER 7, 1987",14801.0,,1987-1988
13,0028700014,"SATURDAY, NOVEMBER 7, 1987",11455.0,,1987-1988
14,0028700015,"SATURDAY, NOVEMBER 7, 1987",10045.0,,1987-1988
15,0028700016,"SATURDAY, NOVEMBER 7, 1987",18688.0,,1987-1988
16,0028700017,"SATURDAY, NOVEMBER 7, 1987",14172.0,,1987-1988
17,0028700018,"SATURDAY, NOVEMBER 7, 1987",14252.0,,1987-1988
18,0028700019,"SATURDAY, NOVEMBER 7, 1987",13223.0,,1987-1988
19,0028700020,"SATURDAY, NOVEMBER 7, 1987",19643.0,,1987-1988
20,0028700021,"SATURDAY, NOVEMBER 7, 1987",12212.0,,1987-1988
21,0028700022,"SUNDAY, NOVEMBER 8, 1987",17505.0,,1987-1988
22,0028700023,"MONDAY, NOVEMBER 9, 1987",19591.0,,1987-1988
23,0028700024,"TUESDAY, NOVEMBER 10, 1987",10447.0,,1987-1988
24,0028700025,"TUESDAY, NOVEMBER 10, 1987",6104.0,,1987-1988
25,0028700026,"TUESDAY, NOVEMBER 10, 1987",10586.0,,1987-1988
26,0028700027,"TUESDAY, NOVEMBER 10, 1987",10333.0,,1987-1988
27,0028700028,"TUESDAY, NOVEMBER 10, 1987",11885.0,,1987-1988
28,0028700029,"TUESDAY, NOVEMBER 10, 1987",16451.0,,1987-1988
29,0028700030,"TUESDAY, NOVEMBER 10, 1987",13751.0,,1987-1988
30,0028700031,"TUESDAY, NOVEMBER 10, 1987",9470.0,,1987-1988
31,0028700032,"TUESDAY, NOVEMBER 10, 1987",12666.0,,1987-1988
32,0028700033,"WEDNESDAY, NOVEMBER 11, 1987",14890.0,,1987-1988
33,0028700034,"WEDNESDAY, NOVEMBER 11, 1987",12781.0,,1987-1988
34,0028700035,"MONDAY, JANUARY 25, 1988",4007.0,,1987-1988
35,0028700036,"WEDNESDAY, NOVEMBER 11, 1987",12145.0,,1987-1988
36,0028700037,"WEDNESDAY, NOVEMBER 11, 1987",8568.0,,1987-1988
37,0028700038,"WEDNESDAY, NOVEMBER 11, 1987",12212.0,,1987-1988
38,0028700039,"WEDNESDAY, NOVEMBER 11, 1987",11552.0,,1987-1988
39,0028700040,"THURSDAY, NOVEMBER 12, 1987",8271.0,,1987-1988
40,0028700041,"THURSDAY, NOVEMBER 12, 1987",15569.0,,1987-1988
41,0028700042,"THURSDAY, NOVEMBER 12, 1987",6399.0,,1987-1988
42,0028700043,"THURSDAY, NOVEMBER 12, 1987",10333.0,,1987-1988
43,0028700044,"FRIDAY, NOVEMBER 13, 1987",9731.0,,1987-1988
44,0028700045,"FRIDAY, NOVEMBER 13, 1987",17607.0,,1987-1988
45,0028700046,"FRIDAY, NOVEMBER 13, 1987",14890.0,,1987-1988
46,0028700047,"FRIDAY, NOVEMBER 13, 1987",17007.0,,1987-1988
47,0028700048,"FRIDAY, NOVEMBER 13, 1987",5760.0,,1987-1988
48,0028700049,"FRIDAY, NOVEMBER 13, 1987",12212.0,,1987-1988
49,0028700050,"FRIDAY, NOVEMBER 13, 1987",12302.0,,1987-1988
50,0028700051,"SATURDAY, NOVEMBER 14, 1987",18676.0,,1987-1988
51,0028700052,"SATURDAY, NOVEMBER 14, 1987",10157.0,,1987-1988
52,0028700053,"SATURDAY, NOVEMBER 14, 1987",,,1987-1988
53,0028700054,"SATURDAY, NOVEMBER 14, 1987",12966.0,,1987-1988
54,0028700055,"SATURDAY, NOVEMBER 14, 1987",15386.0,,1987-1988
55,0028700056,"SATURDAY, NOVEMBER 14, 1987",9680.0,,1987-1988
56,0028700057,"SATURDAY, NOVEMBER 14, 1987",15025.0,,1987-1988
57,0028700058,"SATURDAY, NOVEMBER 14, 1987",16614.0,,1987-1988
58,0028700059,"SATURDAY, NOVEMBER 14, 1987",11007.0,,1987-1988
59,0028700060,"SUNDAY, NOVEMBER 15, 1987",8336.0,,1987-1988
60,0028700061,"SUNDAY, NOVEMBER 15, 1987",16611.0,,1987-1988
61,0028700062,"SUNDAY, NOVEMBER 15, 1987",11052.0,,1987-1988
62,0028700063,"SUNDAY, NOVEMBER 15, 1987",17505.0,,1987-1988
63,0028700064,"SUNDAY, NOVEMBER 15, 1987",16912.0,,1987-1988
64,0028700065,"TUESDAY, NOVEMBER 17, 1987",10333.0,,1987-1988
65,0028700066,"TUESDAY, NOVEMBER 17, 1987",16021.0,,1987-1988
66,0028700067,"TUESDAY, NOVEMBER 17, 1987",10716.0,,1987-1988
67,0028700068,"TUESDAY, NOVEMBER 17, 1987",11461.0,,1987-1988
68,0028700069,"TUESDAY, NOVEMBER 17, 1987",8696.0,,1987-1988
69,0028700070,"TUESDAY, NOVEMBER 17, 1987",17081.0,,1987-1988
70,0028700071,"TUESDAY, NOVEMBER 17, 1987",8892.0,,1987-1988
71,0028700072,"TUESDAY, NOVEMBER 17, 1987",16347.0,,1987-1988
72,0028700073,"WEDNESDAY, NOVEMBER 18, 1987",8461.0,,1987-1988
73,0028700074,"WEDNESDAY, NOVEMBER 18, 1987",10129.0,,1987-1988
74,0028700075,"WEDNESDAY, NOVEMBER 18, 1987",17448.0,,1987-1988
75,0028700076,"WEDNESDAY, NOVEMBER 18, 1987",11120.0,,1987-1988
76,0028700077,"WEDNESDAY, NOVEMBER 18, 1987",14890.0,,1987-1988
77,0028700078,"WEDNESDAY, NOVEMBER 18, 1987",8908.0,,1987-1988
78,0028700079,"WEDNESDAY, NOVEMBER 18, 1987",15721.0,,1987-1988
79,0028700080,"WEDNESDAY, NOVEMBER 18, 1987",16765.0,,1987-1988
80,0028700081,"THURSDAY, NOVEMBER 19, 1987",10333.0,,1987-1988
81,0028700082,"THURSDAY, NOVEMBER 19, 1987",10519.0,,1987-1988
82,0028700083,"THURSDAY, NOVEMBER 19, 1987",11289.0,,1987-1988
