,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0029500001,0029500001,0049400027,1995-05-04T00:00:00,1610612741,Chicago,Bulls,CHI,85,1610612766,Charlotte,Hornets,CHH,84,1995-1996
1,0029500002,0029500002,0049400020,1995-05-02T00:00:00,1610612737,Atlanta,Hawks,ATL,89,1610612754,Indiana,Pacers,IND,105,1995-1996
2,0029500003,0029500003,0029400970,1995-04-04T00:00:00,1610612762,Utah,Jazz,UTH,114,1610612760,Seattle,SuperSonics,SEA,92,1995-1996
3,0029500004,0029500004,0029400996,1995-04-08T00:00:00,1610612765,Detroit,Pistons,DET,96,1610612752,New York,Knicks,NYK,113,1995-1996
4,0029500005,0029500005,0029400733,1995-02-28T00:00:00,1610612746,Los Angeles,Clippers,LAC,110,1610612756,Phoenix,Suns,PHX,99,1995-1996
5,0029500006,0029500006,0029400984,1995-04-06T00:00:00,1610612745,Houston,Rockets,HOU,110,1610612744,Golden State,Warriors,GOS,102,1995-1996
6,0029500008,0029500008,0029400974,1995-04-04T00:00:00,1610612747,Los Angeles,Lakers,LAL,104,1610612743,Denver,Nuggets,DEN,101,1995-1996
7,0029500009,0029500009,0029400915,1995-03-26T00:00:00,1610612758,Sacramento,Kings,SAC,104,1610612750,Minnesota,Timberwolves,MIN,98,1995-1996
8,0029500010,0029500010,0029401019,1995-04-11T00:00:00,1610612753,Orlando,Magic,ORL,107,1610612739,Cleveland,Cavaliers,CLE,90,1995-1996
9,0029500011,0029500011,0029401077,1995-04-20T00:00:00,1610612759,San Antonio,Spurs,SAN,112,1610612742,Dallas,Mavericks,DAL,111,1995-1996
10,0029500013,0029500013,0029401073,1995-04-19T00:00:00,1610612738,Boston,Celtics,BOS,97,1610612749,Milwaukee,Bucks,MIL,106,1995-1996
11,0029500014,0029500014,0029401095,1995-04-23T00:00:00,1610612755,Philadelphia,76ers,PHL,90,1610612764,Washington,Bullets,WAS,106,1995-1996
12,0029500015,0029500015,0029401009,1995-04-10T00:00:00,1610612742,Dallas,Mavericks,DAL,112,1610612744,Golden State,Warriors,GOS,123,1995-1996
13,0029500016,0029500016,0049400026,1995-05-04T00:00:00,1610612760,Seattle,SuperSonics,SEA,110,1610612747,Los Angeles,Lakers,LAL,114,1995-1996
14,0029500018,0029500018,0029400940,1995-03-30T00:00:00,1610612741,Chicago,Bulls,CHI,100,1610612738,Boston,Celtics,BOS,82,1995-1996
15,0029500019,0029500019,0029400965,1995-04-02T00:00:00,1610612764,Washington,Bullets,WAS,105,1610612765,Detroit,Pistons,DET,110,1995-1996
16,0029500020,0029500020,0049400022,1995-05-02T00:00:00,1610612743,Denver,Nuggets,DEN,95,1610612759,San Antonio,Spurs,SAN,99,1995-1996
17,0029500021,0029500021,0029400767,1995-03-05T00:00:00,1610612737,Atlanta,Hawks,ATL,111,1610612753,Orlando,Magic,ORL,113,1995-1996
18,0029500022,0029500022,0029401070,1995-04-19T00:00:00,1610612748,Miami,Heat,MIA,79,1610612739,Cleveland,Cavaliers,CLE,90,1995-1996
19,0029500023,0029500023,0029401060,1995-04-17T00:00:00,1610612749,Milwaukee,Bucks,MIL,99,1610612752,New York,Knicks,NYK,93,1995-1996
20,0029500024,0029500024,0029401061,1995-04-17T00:00:00,1610612766,Charlotte,Hornets,CHH,101,1610612755,Philadelphia,76ers,PHL,90,1995-1996
21,0029500025,0029500025,0029400766,1995-03-04T00:00:00,1610612757,Portland,Trail Blazers,POR,81,1610612762,Utah,Jazz,UTH,98,1995-1996
22,0029500027,0029500027,0029401015,1995-04-11T00:00:00,1610612758,Sacramento,Kings,SAC,117,1610612746,Los Angeles,Clippers,LAC,85,1995-1996
23,0029500028,0029500028,0049400055,1995-05-20T00:00:00,1610612756,Phoenix,Suns,PHX,114,1610612745,Houston,Rockets,HOU,115,1995-1996
24,0029500029,0029500029,0029400309,1994-12-22T00:00:00,1610612762,Utah,Jazz,UTH,103,1610612737,Atlanta,Hawks,ATL,94,1995-1996
25,0029500030,0029500030,0029401071,1995-04-19T00:00:00,1610612753,Orlando,Magic,ORL,117,1610612764,Washington,Bullets,WAS,123,1995-1996
26,0029500032,0029500032,0029400933,1995-03-29T00:00:00,1610612739,Cleveland,Cavaliers,CLE,96,1610612754,Indiana,Pacers,IND,107,1995-1996
27,0029500033,0029500033,0029400955,1995-04-01T00:00:00,1610612745,Houston,Rockets,HOU,87,1610612749,Milwaukee,Bucks,MIL,93,1995-1996
28,0029500034,0029500034,0029400363,1994-12-30T00:00:00,1610612755,Philadelphia,76ers,PHL,82,1610612758,Sacramento,Kings,SAC,85,1995-1996
29,0029500036,0029500036,0029400554,1995-01-29T00:00:00,1610612752,New York,Knicks,NYK,107,1610612756,Phoenix,Suns,PHX,88,1995-1996
