,GID,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER,SEASON
0,0021900001,0021900001,1610612761,1610612740,2019-10-22T00:00:00,2,0,Toronto,2019-2020
1,0021900002,0021900002,1610612746,1610612747,2019-10-22T00:00:00,2,0,LA Clippers,2019-2020
2,0021900003,0021900003,1610612766,1610612741,2019-10-23T00:00:00,2,1,Charlotte,2019-2020
3,0021900004,0021900004,1610612754,1610612765,2019-10-23T00:00:00,1,3,Detroit,2019-2020
4,0021900005,0021900005,1610612753,1610612739,2019-10-23T00:00:00,3,0,Orlando,2019-2020
5,0021900006,0021900006,1610612751,1610612750,2019-10-23T00:00:00,0,2,Minnesota,2019-2020
6,0021900007,0021900007,1610612748,1610612763,2019-10-23T00:00:00,1,1,Tied,2019-2020
7,0021900008,0021900008,1610612755,1610612738,2019-10-23T00:00:00,2,0,Philadelphia,2019-2020
8,0021900009,0021900009,1610612742,1610612764,2019-10-23T00:00:00,1,0,Dallas,2019-2020
9,0021900010,0021900010,1610612759,1610612752,2019-10-23T00:00:00,2,0,San Antonio,2019-2020
10,0021900011,0021900011,1610612762,1610612760,2019-10-23T00:00:00,1,1,Tied,2019-2020
11,0021900012,0021900012,1610612756,1610612758,2019-10-23T00:00:00,2,1,Phoenix,2019-2020
12,0021900013,0021900013,1610612757,1610612743,2019-10-23T00:00:00,0,2,Denver,2019-2020
13,0021900014,0021900014,1610612765,1610612737,2019-10-24T00:00:00,1,1,Tied,2019-2020
14,0021900015,0021900015,1610612745,1610612749,2019-10-24T00:00:00,0,1,Milwaukee,2019-2020
15,0021900016,0021900016,1610612744,1610612746,2019-10-24T00:00:00,0,1,LA Clippers,2019-2020
16,0021900017,0021900017,1610612738,1610612761,2019-10-25T00:00:00,2,1,Boston,2019-2020
17,0021900018,0021900018,1610612766,1610612750,2019-10-25T00:00:00,0,1,Minnesota,2019-2020
18,0021900019,0021900019,1610612751,1610612752,2019-10-25T00:00:00,2,1,Brooklyn,2019-2020
19,0021900020,0021900020,1610612763,1610612741,2019-10-25T00:00:00,0,2,Chicago,2019-2020
20,0021900021,0021900021,1610612740,1610612742,2019-10-25T00:00:00,0,3,Dallas,2019-2020
21,0021900022,0021900022,1610612760,1610612764,2019-10-25T00:00:00,0,1,Washington,2019-2020
22,0021900023,0021900023,1610612743,1610612756,2019-10-25T00:00:00,3,0,Denver,2019-2020
23,0021900024,0021900024,1610612758,1610612757,2019-10-25T00:00:00,1,2,Portland,2019-2020
24,0021900025,0021900025,1610612747,1610612762,2019-10-25T00:00:00,2,0,L.A. Lakers,2019-2020
25,0021900026,0021900026,1610612749,1610612748,2019-10-26T00:00:00,0,1,Miami,2019-2020
26,0021900027,0021900027,1610612765,1610612755,2019-10-26T00:00:00,0,2,Philadelphia,2019-2020
27,0021900028,0021900028,1610612737,1610612753,2019-10-26T00:00:00,2,0,Atlanta,2019-2020
28,0021900029,0021900029,1610612752,1610612738,2019-10-26T00:00:00,0,3,Boston,2019-2020
29,0021900030,0021900030,1610612739,1610612754,2019-10-26T00:00:00,1,1,Tied,2019-2020
