,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0029500001,1995-11-03T00:00:00,1,0029500001,1610612741,CHI,Chicago,Bulls,-,26,14,40,25,,,,,,,,,,,105,1995-1996
1,0029500001,1995-11-03T00:00:00,1,0029500001,1610612766,CHH,Charlotte,Hornets,-,27,21,18,25,,,,,,,,,,,91,1995-1996
2,0029500002,1995-11-03T00:00:00,2,0029500002,1610612737,ATL,Atlanta,Hawks,-,29,22,25,30,,,,,,,,,,,106,1995-1996
3,0029500002,1995-11-03T00:00:00,2,0029500002,1610612754,IND,Indiana,Pacers,-,23,33,20,35,,,,,,,,,,,111,1995-1996
4,0029500003,1995-11-03T00:00:00,3,0029500003,1610612760,SEA,Seattle,SuperSonics,-,26,17,21,30,,,,,,,,,,,94,1995-1996
5,0029500003,1995-11-03T00:00:00,3,0029500003,1610612762,UTH,Utah,Jazz,-,24,37,22,29,,,,,,,,,,,112,1995-1996
6,0029500004,1995-11-03T00:00:00,4,0029500004,1610612752,NYK,New York,Knicks,-,33,29,20,24,,,,,,,,,,,106,1995-1996
7,0029500004,1995-11-03T00:00:00,4,0029500004,1610612765,DET,Detroit,Pistons,-,26,23,27,24,,,,,,,,,,,100,1995-1996
8,0029500005,1995-11-03T00:00:00,5,0029500005,1610612746,LAC,Los Angeles,Clippers,-,19,31,25,37,,,,,,,,,,,112,1995-1996
9,0029500005,1995-11-03T00:00:00,5,0029500005,1610612756,PHX,Phoenix,Suns,-,32,21,19,34,,,,,,,,,,,106,1995-1996
10,0029500006,1995-11-03T00:00:00,6,0029500006,1610612745,HOU,Houston,Rockets,-,25,27,26,32,,,,,,,,,,,110,1995-1996
11,0029500006,1995-11-03T00:00:00,6,0029500006,1610612744,GOS,Golden State,Warriors,-,16,34,20,22,,,,,,,,,,,92,1995-1996
12,0029500007,1995-11-03T00:00:00,7,0029500007,1610612763,VAN,Vancouver,Grizzlies,-,19,22,20,31,,,,,,,,,,,92,1995-1996
13,0029500007,1995-11-03T00:00:00,7,0029500007,1610612757,POR,Portland,Trail Blazers,-,17,22,22,19,,,,,,,,,,,80,1995-1996
14,0029500008,1995-11-03T00:00:00,8,0029500008,1610612747,LAL,Los Angeles,Lakers,-,27,31,20,20,,,,,,,,,,,98,1995-1996
15,0029500008,1995-11-03T00:00:00,8,0029500008,1610612743,DEN,Denver,Nuggets,-,20,25,23,28,,,,,,,,,,,96,1995-1996
16,0029500009,1995-11-03T00:00:00,9,0029500009,1610612758,SAC,Sacramento,Kings,-,22,21,26,26,,,,,,,,,,,95,1995-1996
17,0029500009,1995-11-03T00:00:00,9,0029500009,1610612750,MIN,Minnesota,Timberwolves,-,21,19,22,24,,,,,,,,,,,86,1995-1996
18,0029500010,1995-11-03T00:00:00,10,0029500010,1610612753,ORL,Orlando,Magic,-,22,29,19,29,,,,,,,,,,,99,1995-1996
19,0029500010,1995-11-03T00:00:00,10,0029500010,1610612739,CLE,Cleveland,Cavaliers,-,23,17,21,27,,,,,,,,,,,88,1995-1996
20,0029500011,1995-11-03T00:00:00,11,0029500011,1610612742,DAL,Dallas,Mavericks,-,18,18,42,25,,,,,,,,,,,103,1995-1996
