,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0020900001,00,1610612739,CLE,Cleveland,32,6,11,14,5,4,1,14,10,11,2009-2010
1,0020900001,00,1610612738,BOS,Boston,26,9,15,15,5,4,2,16,12,20,2009-2010
2,0020900002,00,1610612742,DAL,Dallas,32,11,11,6,4,8,1,10,6,12,2009-2010
3,0020900002,00,1610612764,WAS,Washington,34,6,15,12,4,8,1,10,8,4,2009-2010
4,0020900003,00,1610612745,HOU,Houston,40,11,16,3,8,5,0,16,10,21,2009-2010
5,0020900003,00,1610612757,POR,Portland,24,14,8,20,8,5,0,26,10,23,2009-2010
6,0020900004,00,1610612747,LAL,Los Angeles,50,18,12,15,2,1,0,16,10,13,2009-2010
7,0020900004,00,1610612746,LAC,Los Angeles,42,23,12,1,2,1,0,20,7,24,2009-2010
8,0020900005,00,1610612754,IND,Indiana,38,6,17,9,8,9,0,25,6,32,2009-2010
9,0020900005,00,1610612737,ATL,Atlanta,54,8,18,13,8,9,1,11,6,13,2009-2010
10,0020900006,00,1610612755,PHI,Philadelphia,44,14,13,5,7,4,0,13,7,14,2009-2010
11,0020900006,00,1610612753,ORL,Orlando,46,14,25,31,7,4,2,17,9,20,2009-2010
12,0020900007,00,1610612761,TOR,Toronto,38,12,12,21,2,4,0,13,8,20,2009-2010
13,0020900007,00,1610612739,CLE,Cleveland,32,19,9,2,2,4,1,15,12,15,2009-2010
14,0020900008,00,1610612738,BOS,Boston,28,12,17,33,0,0,2,14,6,10,2009-2010
15,0020900008,00,1610612766,CHA,Charlotte,28,11,7,0,0,0,3,21,14,27,2009-2010
16,0020900009,00,1610612748,MIA,Miami,42,2,13,31,8,7,0,16,9,17,2009-2010
17,0020900009,00,1610612752,NYK,New York,34,14,17,4,8,7,0,13,6,19,2009-2010
18,0020900010,00,1610612765,DET,Detroit,30,9,17,25,10,5,0,9,8,7,2009-2010
19,0020900010,00,1610612763,MEM,Memphis,32,10,7,3,10,5,2,16,9,21,2009-2010
20,0020900011,00,1610612751,NJN,New Jersey,50,14,8,19,10,7,0,22,5,28,2009-2010
21,0020900011,00,1610612750,MIN,Minnesota,46,19,16,3,10,7,0,10,12,8,2009-2010
22,0020900012,00,1610612758,SAC,Sacramento,44,12,2,0,0,0,0,12,9,14,2009-2010
23,0020900012,00,1610612760,OKC,Oklahoma City,38,13,11,23,0,0,1,13,7,10,2009-2010
24,0020900013,00,1610612759,SAS,San Antonio,44,16,18,25,1,2,0,10,10,5,2009-2010
25,0020900013,00,1610612740,NOH,New Orleans,40,4,17,6,1,2,1,11,10,14,2009-2010
26,0020900014,00,1610612743,DEN,Denver,54,20,14,18,14,8,0,13,11,8,2009-2010
27,0020900014,00,1610612762,UTA,Utah,38,17,10,9,14,8,1,16,9,22,2009-2010
28,0020900015,00,1610612745,HOU,Houston,40,14,18,10,15,14,0,18,9,16,2009-2010
29,0020900015,00,1610612744,GSW,Golden State,58,23,19,10,15,14,0,16,12,20,2009-2010
30,0020900016,00,1610612746,LAC,Los Angeles,44,10,16,10,5,9,1,16,15,13,2009-2010
