,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0020100001,2001-10-30T00:00:00,1,0020100001,1610612738,BOS,Boston,Celtics,-,33,32,27,16,0,0,0,0,,,,,,,108,2001-2002
1,0020100001,2001-10-30T00:00:00,1,0020100001,1610612739,CLE,Cleveland,Cavaliers,-,19,26,14,30,0,0,0,0,,,,,,,89,2001-2002
2,0020100002,2001-10-30T00:00:00,2,0020100002,1610612764,WAS,Washington,Wizards,-,21,22,18,30,0,0,0,0,,,,,,,91,2001-2002
3,0020100002,2001-10-30T00:00:00,2,0020100002,1610612752,NYK,New York,Knicks,-,19,22,26,26,0,0,0,0,,,,,,,93,2001-2002
4,0020100003,2001-10-30T00:00:00,3,0020100003,1610612751,NJN,New Jersey,Nets,-,17,28,23,35,0,0,0,0,,,,,,,103,2001-2002
5,0020100003,2001-10-30T00:00:00,3,0020100003,1610612754,IND,Indiana,Pacers,-,31,22,26,18,0,0,0,0,,,,,,,97,2001-2002
6,0020100004,2001-10-30T00:00:00,4,0020100004,1610612753,ORL,Orlando,Magic,-,31,24,31,28,0,0,0,0,,,,,,,114,2001-2002
7,0020100004,2001-10-30T00:00:00,4,0020100004,1610612761,TOR,Toronto,Raptors,-,22,25,15,23,0,0,0,0,,,,,,,85,2001-2002
8,0020100005,2001-10-30T00:00:00,5,0020100005,1610612755,PHI,Philadelphia,76ers,-,23,10,23,18,0,0,0,0,,,,,,,74,2001-2002
9,0020100005,2001-10-30T00:00:00,5,0020100005,1610612750,MIN,Minnesota,Timberwolves,-,17,29,18,19,0,0,0,0,,,,,,,83,2001-2002
10,0020100006,2001-10-30T00:00:00,6,0020100006,1610612742,DAL,Dallas,Mavericks,-,17,23,29,25,0,0,0,0,,,,,,,94,2001-2002
11,0020100006,2001-10-30T00:00:00,6,0020100006,1610612765,DET,Detroit,Pistons,-,25,19,20,23,0,0,0,0,,,,,,,87,2001-2002
12,0020100007,2001-10-30T00:00:00,7,0020100007,1610612737,ATL,Atlanta,Hawks,-,22,19,17,18,8,0,0,0,,,,,,,84,2001-2002
13,0020100007,2001-10-30T00:00:00,7,0020100007,1610612745,HOU,Houston,Rockets,-,19,26,18,13,13,0,0,0,,,,,,,89,2001-2002
14,0020100008,2001-10-30T00:00:00,8,0020100008,1610612746,LAC,Los Angeles,Clippers,-,25,19,26,28,0,0,0,0,,,,,,,98,2001-2002
15,0020100008,2001-10-30T00:00:00,8,0020100008,1610612759,SAS,San Antonio,Spurs,-,28,20,32,29,0,0,0,0,,,,,,,109,2001-2002
16,0020100009,2001-10-30T00:00:00,9,0020100009,1610612749,MIL,Milwaukee,Bucks,-,27,24,24,27,17,0,0,0,,,,,,,119,2001-2002
17,0020100009,2001-10-30T00:00:00,9,0020100009,1610612762,UTA,Utah,Jazz,-,28,26,30,18,10,0,0,0,,,,,,,112,2001-2002
18,0020100010,2001-10-30T00:00:00,10,0020100010,1610612743,DEN,Denver,Nuggets,-,25,32,20,22,0,0,0,0,,,,,,,99,2001-2002
19,0020100010,2001-10-30T00:00:00,10,0020100010,1610612756,PHX,Phoenix,Suns,-,16,20,27,33,0,0,0,0,,,,,,,96,2001-2002
20,0020100011,2001-10-30T00:00:00,11,0020100011,1610612758,SAC,Sacramento,Kings,-,27,25,29,20,0,0,0,0,,,,,,,101,2001-2002
21,0020100011,2001-10-30T00:00:00,11,0020100011,1610612760,SEA,Seattle,SuperSonics,-,21,27,24,23,0,0,0,0,,,,,,,95,2001-2002
22,0020100012,2001-10-30T00:00:00,12,0020100012,1610612747,LAL,Los Angeles,Lakers,-,29,26,24,19,0,0,0,0,,,,,,,98,2001-2002
23,0020100012,2001-10-30T00:00:00,12,0020100012,1610612757,POR,Portland,Trail Blazers,-,20,26,22,19,0,0,0,0,,,,,,,87,2001-2002
24,0020100013,2001-10-31T00:00:00,1,0020100013,1610612738,BOS,Boston,Celtics,-,17,22,26,27,0,0,0,0,,,,,,,92,2001-2002
25,0020100013,2001-10-31T00:00:00,1,0020100013,1610612751,NJN,New Jersey,Nets,-,31,24,20,20,0,0,0,0,,,,,,,95,2001-2002
26,0020100014,2001-10-31T00:00:00,2,0020100014,1610612739,CLE,Cleveland,Cavaliers,-,22,21,28,23,0,0,0,0,,,,,,,94,2001-2002
