,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0029600001,0029600001,0029500820,1996-03-02T00:00:00,1610612738,Boston,Celtics,BOS,75,1610612741,Chicago,Bulls,CHI,107,1996-1997
1,0029600002,0029600002,0029500765,1996-02-24T00:00:00,1610612751,New Jersey,Nets,NJN,74,1610612739,Cleveland,Cavaliers,CLE,103,1996-1997
2,0029600003,0029600003,0029500680,1996-02-13T00:00:00,1610612755,Philadelphia,76ers,PHI,104,1610612749,Milwaukee,Bucks,MIL,101,1996-1997
3,0029600004,0029600004,0029501145,1996-04-16T00:00:00,1610612753,Orlando,Magic,ORL,113,1610612764,Washington,Bullets,WAS,95,1996-1997
4,0029600005,0029600005,0029501177,1996-04-21T00:00:00,1610612748,Miami,Heat,MIA,92,1610612737,Atlanta,Hawks,ATL,104,1996-1997
5,0029600006,0029600006,0029501136,1996-04-15T00:00:00,1610612761,Toronto,Raptors,TOR,79,1610612752,New York,Knicks,NYK,125,1996-1997
6,0029600007,0029600007,0029501153,1996-04-17T00:00:00,1610612765,Detroit,Pistons,DET,102,1610612754,Indiana,Pacers,IND,93,1996-1997
7,0029600008,0029600008,0029500630,1996-02-02T00:00:00,1610612750,Minnesota,Timberwolves,MIN,90,1610612759,San Antonio,Spurs,SAS,101,1996-1997
8,0029600009,0029600009,0029501059,1996-04-05T00:00:00,1610612745,Houston,Rockets,HOU,91,1610612758,Sacramento,Kings,SAC,96,1996-1997
9,0029600010,0029600010,0029501162,1996-04-18T00:00:00,1610612743,Denver,Nuggets,DEN,98,1610612742,Dallas,Mavericks,DAL,132,1996-1997
10,0029600011,0029600011,0049500062,1996-06-02T00:00:00,1610612762,Utah,Jazz,UTA,86,1610612760,Seattle,SuperSonics,SEA,90,1996-1997
11,0029600012,0029600012,0029501132,1996-04-14T00:00:00,1610612747,Los Angeles,Lakers,LAL,118,1610612756,Phoenix,Suns,PHX,114,1996-1997
12,0029600013,0029600013,0029501108,1996-04-11T00:00:00,1610612744,Golden State,Warriors,GSW,111,1610612746,Los Angeles,Clippers,LAC,101,1996-1997
13,0029600014,0029600014,0029501128,1996-04-14T00:00:00,1610612763,Vancouver,Grizzlies,VAN,79,1610612757,Portland,Trail Blazers,POR,81,1996-1997
14,0029600015,0029600015,0029500993,1996-03-26T00:00:00,1610612764,Washington,Bullets,WAS,96,1610612739,Cleveland,Cavaliers,CLE,89,1996-1997
15,0029600016,0029600016,0029500944,1996-03-20T00:00:00,1610612766,Charlotte,Hornets,CHH,89,1610612761,Toronto,Raptors,TOR,107,1996-1997
16,0029600017,0029600017,0029500967,1996-03-23T00:00:00,1610612737,Atlanta,Hawks,ATL,92,1610612765,Detroit,Pistons,DET,84,1996-1997
17,0029600018,0029600018,0029501075,1996-04-06T00:00:00,1610612754,Indiana,Pacers,IND,99,1610612748,Miami,Heat,MIA,95,1996-1997
18,0029600019,0029600019,0029501115,1996-04-12T00:00:00,1610612741,Chicago,Bulls,CHI,112,1610612755,Philadelphia,76ers,PHI,82,1996-1997
19,0029600020,0029600020,0029500870,1996-03-10T00:00:00,1610612749,Milwaukee,Bucks,MIL,103,1610612738,Boston,Celtics,BOS,110,1996-1997
20,0029600021,0029600021,0029501097,1996-04-09T00:00:00,1610612742,Dallas,Mavericks,DAL,86,1610612758,Sacramento,Kings,SAC,95,1996-1997
21,0029600022,0029600022,0029501178,1996-04-21T00:00:00,1610612756,Phoenix,Suns,PHX,110,1610612745,Houston,Rockets,HOU,118,1996-1997
22,0029600023,0029600023,0029501146,1996-04-16T00:00:00,1610612746,Los Angeles,Clippers,LAC,85,1610612762,Utah,Jazz,UTA,108,1996-1997
23,0029600024,0029600024,0029501152,1996-04-17T00:00:00,1610612760,Seattle,SuperSonics,SEA,96,1610612757,Portland,Trail Blazers,POR,90,1996-1997
24,0029600025,0029600025,0029501164,1996-04-19T00:00:00,1610612752,New York,Knicks,NYK,108,1610612766,Charlotte,Hornets,CHH,115,1996-1997
25,0029600026,0029600026,0029500849,1996-03-06T00:00:00,1610612759,San Antonio,Spurs,SAS,100,1610612743,Denver,Nuggets,DEN,90,1996-1997
26,0029600027,0029600027,0029501174,1996-04-20T00:00:00,1610612747,Los Angeles,Lakers,LAL,106,1610612750,Minnesota,Timberwolves,MIN,82,1996-1997
27,0029600028,0029600028,0029500840,1996-03-05T00:00:00,1610612763,Vancouver,Grizzlies,VAN,78,1610612744,Golden State,Warriors,GSW,110,1996-1997
28,0029600029,0029600029,0029500859,1996-03-08T00:00:00,1610612762,Utah,Jazz,UTA,109,1610612745,Houston,Rockets,HOU,89,1996-1997
29,0029600030,0029600030,0029500792,1996-02-28T00:00:00,1610612757,Portland,Trail Blazers,POR,88,1610612737,Atlanta,Hawks,ATL,90,1996-1997
30,0029600031,0029600031,0029500777,1996-02-26T00:00:00,1610612752,New York,Knicks,NYK,96,1610612747,Los Angeles,Lakers,LAL,114,1996-1997
31,0029600032,0029600032,0029501104,1996-04-10T00:00:00,1610612755,Philadelphia,76ers,PHI,76,1610612765,Detroit,Pistons,DET,92,1996-1997
32,0029600033,0029600033,0029500879,1996-03-10T00:00:00,1610612761,Toronto,Raptors,TOR,128,1610612742,Dallas,Mavericks,DAL,112,1996-1997
33,0029600034,0029600034,0029500470,1996-01-10T00:00:00,1610612739,Cleveland,Cavaliers,CLE,86,1610612759,San Antonio,Spurs,SAS,92,1996-1997
34,0029600035,0029600035,0029500566,1996-01-24T00:00:00,1610612741,Chicago,Bulls,CHI,104,1610612763,Vancouver,Grizzlies,VAN,84,1996-1997
35,0029600036,0029600036,0029500671,1996-02-08T00:00:00,1610612743,Denver,Nuggets,DEN,115,1610612746,Los Angeles,Clippers,LAC,95,1996-1997
36,0029600037,0029600037,0029500791,1996-02-28T00:00:00,1610612756,Phoenix,Suns,PHX,117,1610612750,Minnesota,Timberwolves,MIN,93,1996-1997
37,0029600038,0029600038,0029501163,1996-04-19T00:00:00,1610612744,Golden State,Warriors,GSW,87,1610612757,Portland,Trail Blazers,POR,95,1996-1997
38,0029600039,0029600039,0029600009,1996-11-01T00:00:00,1610612758,Sacramento,Kings,SAC,85,1610612745,Houston,Rockets,HOU,96,1996-1997
39,0029600040,0029600040,0029500730,1996-02-19T00:00:00,1610612760,Seattle,SuperSonics,SEA,102,1610612737,Atlanta,Hawks,ATL,94,1996-1997
40,0029600041,0029600041,0029500985,1996-03-26T00:00:00,1610612738,Boston,Celtics,BOS,96,1610612754,Indiana,Pacers,IND,103,1996-1997
41,0029600042,0029600042,0029501066,1996-04-05T00:00:00,1610612764,Washington,Bullets,WAS,104,1610612759,San Antonio,Spurs,SAS,84,1996-1997
42,0029600043,0029600043,0049500024,1996-05-01T00:00:00,1610612748,Miami,Heat,MIA,91,1610612741,Chicago,Bulls,CHI,112,1996-1997
43,0029600044,0029600044,0029501041,1996-04-02T00:00:00,1610612766,Charlotte,Hornets,CHH,102,1610612747,Los Angeles,Lakers,LAL,97,1996-1997
44,0029600045,0029600045,0029500868,1996-03-09T00:00:00,1610612765,Detroit,Pistons,DET,92,1610612742,Dallas,Mavericks,DAL,91,1996-1997
45,0029600046,0029600046,0029500552,1996-01-22T00:00:00,1610612749,Milwaukee,Bucks,MIL,92,1610612763,Vancouver,Grizzlies,VAN,100,1996-1997
46,0029600047,0029600047,0029500804,1996-02-29T00:00:00,1610612751,New Jersey,Nets,NJN,98,1610612753,Orlando,Magic,ORL,114,1996-1997
47,0029600048,0029600048,0029501106,1996-04-11T00:00:00,1610612743,Denver,Nuggets,DEN,109,1610612745,Houston,Rockets,HOU,113,1996-1997
48,0029600049,0029600049,0029501064,1996-04-05T00:00:00,1610612756,Phoenix,Suns,PHX,121,1610612760,Seattle,SuperSonics,SEA,130,1996-1997
49,0029600050,0029600050,0029500826,1996-03-03T00:00:00,1610612744,Golden State,Warriors,GSW,94,1610612752,New York,Knicks,NYK,109,1996-1997
50,0029600051,0029600051,0029500464,1996-01-09T00:00:00,1610612758,Sacramento,Kings,SAC,88,1610612737,Atlanta,Hawks,ATL,104,1996-1997
51,0029600052,0029600052,0029500939,1996-03-19T00:00:00,1610612757,Portland,Trail Blazers,POR,106,1610612750,Minnesota,Timberwolves,MIN,78,1996-1997
52,0029600053,0029600053,0029501010,1996-03-29T00:00:00,1610612738,Boston,Celtics,BOS,101,1610612755,Philadelphia,76ers,PHI,95,1996-1997
53,0029600054,0029600054,0029500754,1996-02-23T00:00:00,1610612764,Washington,Bullets,WAS,94,1610612766,Charlotte,Hornets,CHH,100,1996-1997
54,0029600055,0029600055,0029600047,1996-11-07T00:00:00,1610612753,Orlando,Magic,ORL,108,1610612751,New Jersey,Nets,NJN,95,1996-1997
55,0029600056,0029600056,0029501167,1996-04-19T00:00:00,1610612748,Miami,Heat,MIA,106,1610612749,Milwaukee,Bucks,MIL,100,1996-1997
56,0029600057,0029600057,0029501028,1996-03-31T00:00:00,1610612761,Toronto,Raptors,TOR,106,1610612747,Los Angeles,Lakers,LAL,111,1996-1997
57,0029600058,0029600058,0029500972,1996-03-24T00:00:00,1610612739,Cleveland,Cavaliers,CLE,90,1610612763,Vancouver,Grizzlies,VAN,85,1996-1997
58,0029600059,0029600059,0029501158,1996-04-18T00:00:00,1610612765,Detroit,Pistons,DET,79,1610612741,Chicago,Bulls,CHI,110,1996-1997
59,0029600060,0029600060,0029501119,1996-04-13T00:00:00,1610612759,San Antonio,Spurs,SAS,84,1610612760,Seattle,SuperSonics,SEA,81,1996-1997
60,0029600061,0029600061,0029501052,1996-04-04T00:00:00,1610612743,Denver,Nuggets,DEN,90,1610612744,Golden State,Warriors,GSW,98,1996-1997
61,0029600062,0029600062,0029500841,1996-03-05T00:00:00,1610612746,Los Angeles,Clippers,LAC,105,1610612752,New York,Knicks,NYK,88,1996-1997
62,0029600063,0029600063,0029500908,1996-03-15T00:00:00,1610612755,Philadelphia,76ers,PHI,102,1610612756,Phoenix,Suns,PHX,128,1996-1997
63,0029600064,0029600064,0029501156,1996-04-18T00:00:00,1610612766,Charlotte,Hornets,CHH,103,1610612749,Milwaukee,Bucks,MIL,111,1996-1997
64,0029600065,0029600065,0029501000,1996-03-27T00:00:00,1610612754,Indiana,Pacers,IND,99,1610612764,Washington,Bullets,WAS,93,1996-1997
65,0029600066,0029600066,0029600001,1996-11-01T00:00:00,1610612741,Chicago,Bulls,CHI,107,1610612738,Boston,Celtics,BOS,98,1996-1997
66,0029600067,0029600067,0029500891,1996-03-12T00:00:00,1610612742,Dallas,Mavericks,DAL,118,1610612748,Miami,Heat,MIA,125,1996-1997
67,0029600068,0029600068,0029600029,1996-11-04T00:00:00,1610612745,Houston,Rockets,HOU,75,1610612762,Utah,Jazz,UTA,72,1996-1997
68,0029600069,0029600069,0029500966,1996-03-22T00:00:00,1610612758,Sacramento,Kings,SAC,80,1610612757,Portland,Trail Blazers,POR,78,1996-1997
69,0029600070,0029600070,0029500477,1996-01-12T00:00:00,1610612739,Cleveland,Cavaliers,CLE,83,1610612743,Denver,Nuggets,DEN,90,1996-1997
70,0029600071,0029600071,0029501031,1996-03-31T00:00:00,1610612746,Los Angeles,Clippers,LAC,110,1610612750,Minnesota,Timberwolves,MIN,107,1996-1997
71,0029600072,0029600072,0029501011,1996-03-29T00:00:00,1610612747,Los Angeles,Lakers,LAL,102,1610612737,Atlanta,Hawks,ATL,89,1996-1997
72,0029600073,0029600073,0029501140,1996-04-15T00:00:00,1610612757,Portland,Trail Blazers,POR,121,1610612759,San Antonio,Spurs,SAS,97,1996-1997
73,0029600074,0029600074,0029500538,1996-01-20T00:00:00,1610612763,Vancouver,Grizzlies,VAN,84,1610612752,New York,Knicks,NYK,80,1996-1997
74,0029600075,0029600075,0029500929,1996-03-18T00:00:00,1610612761,Toronto,Raptors,TOR,114,1610612743,Denver,Nuggets,DEN,122,1996-1997
75,0029600076,0029600076,0029500658,1996-02-06T00:00:00,1610612741,Chicago,Bulls,CHI,96,1610612756,Phoenix,Suns,PHX,106,1996-1997
