,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,SEASON
0,0028500001,1986-01-15T00:00:00,,0028500001,1610612744,GOS,Golden State,Warriors,-,37,41,37,35,,,,,,,,,,,150,1985-1986
1,0028500001,1986-01-15T00:00:00,,0028500001,1610612762,UTH,Utah,Jazz,-,30,20,26,28,,,,,,,,,,,104,1985-1986
2,0028500002,1985-11-15T00:00:00,,0028500002,1610612756,PHX,Phoenix,Suns,-,34,22,34,27,,,,,,,,,,,117,1985-1986
3,0028500002,1985-11-15T00:00:00,,0028500002,1610612760,SEA,Seattle,SuperSonics,-,20,21,30,28,,,,,,,,,,,99,1985-1986
4,0028500003,1985-11-24T00:00:00,,0028500003,1610612749,MIL,Milwaukee,Bucks,-,28,32,26,42,12.0,,,,,,,,,,140,1985-1986
5,0028500003,1985-11-24T00:00:00,,0028500003,1610612756,PHX,Phoenix,Suns,-,22,36,38,32,10.0,,,,,,,,,,138,1985-1986
6,0028500004,1985-10-25T00:00:00,,0028500004,1610612738,BOS,Boston,Celtics,-,28,26,33,12,10.0,,,,,,,,,,109,1985-1986
7,0028500004,1985-10-25T00:00:00,,0028500004,1610612751,NJN,New Jersey,Nets,-,28,22,25,24,14.0,,,,,,,,,,113,1985-1986
8,0028500005,1985-10-25T00:00:00,,0028500005,1610612764,WAS,Washington,Bullets,-,26,27,20,27,,,,,,,,,,,100,1985-1986
9,0028500005,1985-10-25T00:00:00,,0028500005,1610612737,ATL,Atlanta,Hawks,-,27,26,19,19,,,,,,,,,,,91,1985-1986
10,0028500006,1985-10-25T00:00:00,,0028500006,1610612746,LAC,Los Angeles,Clippers,-,21,21,37,29,,,,,,,,,,,108,1985-1986
11,0028500006,1985-10-25T00:00:00,,0028500006,1610612758,SAC,Sacramento,Kings,-,25,32,30,17,,,,,,,,,,,104,1985-1986
12,0028500007,1985-10-25T00:00:00,,0028500007,1610612741,CHI,Chicago,Bulls,-,28,26,25,26,11.0,,,,,,,,,,116,1985-1986
13,0028500007,1985-10-25T00:00:00,,0028500007,1610612739,CLE,Cleveland,Cavaliers,-,30,22,25,28,10.0,,,,,,,,,,115,1985-1986
14,0028500008,1985-10-25T00:00:00,,0028500008,1610612743,DEN,Denver,Nuggets,-,26,26,26,41,,,,,,,,,,,119,1985-1986
15,0028500008,1985-10-25T00:00:00,,0028500008,1610612744,GOS,Golden State,Warriors,-,28,25,27,25,,,,,,,,,,,105,1985-1986
16,0028500009,1985-10-25T00:00:00,,0028500009,1610612756,PHX,Phoenix,Suns,-,28,32,19,38,6.0,,,,,,,,,,123,1985-1986
17,0028500009,1985-10-25T00:00:00,,0028500009,1610612757,POR,Portland,Trail Blazers,-,30,28,29,30,11.0,,,,,,,,,,128,1985-1986
18,0028500010,1985-10-25T00:00:00,,0028500010,1610612749,MIL,Milwaukee,Bucks,-,34,27,22,33,,,,,,,,,,,116,1985-1986
19,0028500010,1985-10-25T00:00:00,,0028500010,1610612765,DET,Detroit,Pistons,-,32,22,36,28,,,,,,,,,,,118,1985-1986
20,0028500011,1985-10-25T00:00:00,,0028500011,1610612745,HOU,Houston,Rockets,-,32,29,28,23,,,,,,,,,,,112,1985-1986
21,0028500011,1985-10-25T00:00:00,,0028500011,1610612762,UTH,Utah,Jazz,-,22,35,29,22,,,,,,,,,,,108,1985-1986
22,0028500012,1985-10-26T00:00:00,,0028500012,1610612752,NYK,New York,Knicks,-,23,21,23,22,,,,,,,,,,,89,1985-1986
23,0028500012,1985-10-26T00:00:00,,0028500012,1610612755,PHL,Philadelphia,76ers,-,28,20,26,25,,,,,,,,,,,99,1985-1986
24,0028500013,1985-10-26T00:00:00,,0028500013,1610612737,ATL,Atlanta,Hawks,-,24,13,19,35,,,,,,,,,,,91,1985-1986
25,0028500013,1985-10-26T00:00:00,,0028500013,1610612749,MIL,Milwaukee,Bucks,-,33,23,20,41,,,,,,,,,,,117,1985-1986
26,0028500014,1985-10-26T00:00:00,,0028500014,1610612741,CHI,Chicago,Bulls,-,30,30,26,35,,,,,,,,,,,121,1985-1986
27,0028500014,1985-10-26T00:00:00,,0028500014,1610612765,DET,Detroit,Pistons,-,28,31,29,30,,,,,,,,,,,118,1985-1986
28,0028500015,1985-10-26T00:00:00,,0028500015,1610612746,LAC,Los Angeles,Clippers,-,27,30,26,24,10.0,13.0,,,,,,,,,130,1985-1986
