,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0020600001,00,1610612748,MIA,Miami,26,2,6,2,2,3,2,23,9,32.0,2006-2007
1,0020600001,00,1610612741,CHI,Chicago,36,18,21,42,2,3,0,16,11,15.0,2006-2007
2,0020600002,00,1610612747,LAL,Los Angeles,66,9,25,16,10,5,1,21,8,16.0,2006-2007
3,0020600002,00,1610612756,PHX,Phoenix,34,8,20,19,10,5,0,21,6,31.0,2006-2007
4,0020600003,00,1610612755,PHI,Philadelphia,36,14,13,23,0,1,1,17,5,13.0,2006-2007
5,0020600003,00,1610612737,ATL,Atlanta,34,16,11,0,0,1,0,18,6,16.0,2006-2007
6,0020600004,00,1610612754,IND,Indiana,48,15,23,14,1,5,0,17,10,24.0,2006-2007
7,0020600004,00,1610612766,CHA,Charlotte,52,13,21,9,1,5,0,22,8,35.0,2006-2007
8,0020600005,00,1610612753,ORL,Orlando,44,10,17,25,1,0,0,23,11,28.0,2006-2007
9,0020600005,00,1610612741,CHI,Chicago,38,11,9,1,1,0,0,15,14,22.0,2006-2007
10,0020600006,00,1610612738,BOS,Boston,40,13,20,0,0,0,0,19,14,19.0,2006-2007
11,0020600006,00,1610612740,NOK,New Orleans/Oklahoma City,52,11,15,18,0,0,0,15,11,16.0,2006-2007
12,0020600007,00,1610612761,TOR,Toronto,40,13,21,4,15,14,0,15,10,14.0,2006-2007
13,0020600007,00,1610612751,NJN,New Jersey,44,10,20,14,15,14,1,24,6,15.0,2006-2007
14,0020600008,00,1610612749,MIL,Milwaukee,70,15,14,14,0,0,0,8,12,10.0,2006-2007
15,0020600008,00,1610612765,DET,Detroit,28,11,11,0,0,0,0,22,8,23.0,2006-2007
16,0020600009,00,1610612739,CLE,Cleveland,38,18,8,11,8,10,1,17,12,21.0,2006-2007
17,0020600009,00,1610612764,WAS,Washington,46,14,19,5,8,10,0,11,11,13.0,2006-2007
18,0020600010,00,1610612763,MEM,Memphis,58,25,4,10,12,9,1,14,15,15.0,2006-2007
19,0020600010,00,1610612752,NYK,New York,50,17,30,19,13,10,2,25,15,26.0,2006-2007
20,0020600011,00,1610612750,MIN,Minnesota,32,6,5,10,8,9,2,21,6,26.0,2006-2007
21,0020600011,00,1610612758,SAC,Sacramento,40,34,4,7,8,9,0,18,9,20.0,2006-2007
22,0020600012,00,1610612762,UTA,Utah,34,18,10,20,1,1,0,16,4,20.0,2006-2007
23,0020600012,00,1610612745,HOU,Houston,26,9,6,4,1,1,0,13,8,13.0,2006-2007
24,0020600013,00,1610612760,SEA,Seattle,56,18,24,12,6,5,0,13,7,17.0,2006-2007
25,0020600013,00,1610612757,POR,Portland,54,11,8,4,6,5,2,16,10,23.0,2006-2007
26,0020600014,00,1610612756,PHX,Phoenix,48,6,17,14,1,3,1,16,5,10.0,2006-2007
27,0020600014,00,1610612746,LAC,Los Angeles,30,22,2,7,1,3,0,14,8,20.0,2006-2007
28,0020600015,00,1610612744,GSW,Golden State,44,16,19,6,8,9,0,10,12,12.0,2006-2007
29,0020600015,00,1610612747,LAL,Los Angeles,56,21,11,18,8,9,0,16,11,17.0,2006-2007
30,0020600016,00,1610612742,DAL,Dallas,30,12,4,10,6,7,2,13,14,16.0,2006-2007
31,0020600016,00,1610612759,SAS,San Antonio,34,9,8,8,6,7,0,12,11,15.0,2006-2007
32,0020600017,00,1610612746,LAC,Los Angeles,28,4,4,7,19,7,1,19,11,25.0,2006-2007
33,0020600017,00,1610612743,DEN,Denver,42,8,14,10,18,6,0,19,10,18.0,2006-2007
34,0020600018,00,1610612761,TOR,Toronto,46,17,12,23,3,5,0,15,6,18.0,2006-2007
35,0020600018,00,1610612749,MIL,Milwaukee,46,8,10,3,3,5,0,15,8,18.0,2006-2007
36,0020600019,00,1610612755,PHI,Philadelphia,26,4,14,9,11,12,1,16,9,23.0,2006-2007
37,0020600019,00,1610612753,ORL,Orlando,48,20,20,4,11,12,0,23,8,14.0,2006-2007
38,0020600020,00,1610612754,IND,Indiana,26,16,7,5,2,4,0,12,6,8.0,2006-2007
39,0020600020,00,1610612740,NOK,New Orleans/Oklahoma City,40,19,14,11,2,4,2,17,10,18.0,2006-2007
40,0020600021,00,1610612765,DET,Detroit,40,16,2,16,7,4,0,6,6,8.0,2006-2007
41,0020600021,00,1610612738,BOS,Boston,34,10,4,8,7,4,0,15,6,19.0,2006-2007
42,0020600022,00,1610612752,NYK,New York,50,6,10,7,7,3,0,17,11,28.0,2006-2007
43,0020600022,00,1610612737,ATL,Atlanta,42,10,18,17,7,3,1,14,13,19.0,2006-2007
44,0020600023,00,1610612748,MIA,Miami,46,8,10,7,6,11,1,18,7,15.0,2006-2007
45,0020600023,00,1610612751,NJN,New Jersey,28,7,18,6,6,11,1,17,5,13.0,2006-2007
46,0020600024,00,1610612763,MEM,Memphis,38,19,7,14,9,5,1,14,9,15.0,2006-2007
47,0020600024,00,1610612766,CHA,Charlotte,36,7,12,12,9,5,0,19,15,27.0,2006-2007
48,0020600025,00,1610612759,SAS,San Antonio,36,4,9,5,3,1,1,13,13,16.0,2006-2007
49,0020600025,00,1610612739,CLE,Cleveland,34,12,10,13,3,1,1,12,7,7.0,2006-2007
50,0020600026,00,1610612741,CHI,Chicago,42,4,18,15,9,7,1,24,12,22.0,2006-2007
51,0020600026,00,1610612758,SAC,Sacramento,28,13,13,5,10,7,0,26,8,23.0,2006-2007
52,0020600027,00,1610612743,DEN,Denver,54,9,24,8,21,6,0,15,8,22.0,2006-2007
53,0020600027,00,1610612750,MIN,Minnesota,50,18,12,9,21,6,3,19,12,21.0,2006-2007
