,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0020800001,1148,James,Capers,19,2008-2009
1,0020800001,2716,Olandis,Poole,50,2008-2009
2,0020800001,1155,JB,DeRosa,14,2008-2009
3,0020800002,2148,Mark,Ayotte,56,2008-2009
4,0020800002,1154,Bob,Delaney,26,2008-2009
5,0020800002,1150,Jimmy,Clark,6,2008-2009
6,0020800003,1174,Ken,Mauer,41,2008-2009
7,0020800003,2714,David,Guthrie,60,2008-2009
8,0020800003,1161,Joe,Forte,45,2008-2009
9,0020800004,1664,Gary,Zielinski,59,2008-2009
10,0020800004,1363,Bennie,Adams,47,2008-2009
11,0020800004,1190,Eddie,Rush,32,2008-2009
12,0020800006,1152,Dan,Crawford,43,2008-2009
13,0020800006,1195,Derrick,Stafford,9,2008-2009
14,0020800006,200832,Curtis,Blair,74,2008-2009
15,0020800007,1176,Monty,McCutchen,13,2008-2009
16,0020800007,1151,Sean,Corbin,33,2008-2009
17,0020800007,1184,Ron,Olesiak,44,2008-2009
18,0020800008,2530,Ed,Malloy,73,2008-2009
19,0020800008,2715,Eric,Lewis,42,2008-2009
20,0020800008,1142,Dick,Bavetta,27,2008-2009
21,0020800009,1147,Mike,Callahan,24,2008-2009
22,0020800009,1830,Marc,Davis,34,2008-2009
23,0020800009,1159,Kevin,Fehr,39,2008-2009
24,0020800011,1192,Bennett,Salvatore,15,2008-2009
25,0020800011,1185,Violet,Palmer,12,2008-2009
26,0020800011,1165,Luis,Grillo,8,2008-2009
27,0020800012,1164,Ron,Garretson,10,2008-2009
28,0020800012,2004,Courtney,Kirkland,61,2008-2009
29,0020800012,101284,John,Goble,67,2008-2009
30,0020800013,2001,Jason,Phillips,23,2008-2009
31,0020800013,2529,Tony,Brown,30,2008-2009
32,0020800013,1200,Greg,Willard,57,2008-2009
33,0020800014,1193,Michael,Smith,38,2008-2009
34,0020800014,1153,Joe,Crawford,17,2008-2009
35,0020800014,1180,Jack,Nies,35,2008-2009
36,0020800015,1179,Rodney,Mott,71,2008-2009
37,0020800015,1194,Bill,Spooner,22,2008-2009
38,0020800015,1204,Derek,Richardson,63,2008-2009
39,0020800016,2148,Mark,Ayotte,56,2008-2009
40,0020800016,1154,Bob,Delaney,26,2008-2009
41,0020800016,1150,Jimmy,Clark,6,2008-2009
42,0020800017,1199,Tom,Washington,49,2008-2009
43,0020800017,1662,Bill,Kennedy,55,2008-2009
44,0020800017,2534,Zach,Zarba,58,2008-2009
45,0020800018,1174,Ken,Mauer,41,2008-2009
46,0020800018,2714,David,Guthrie,60,2008-2009
47,0020800018,1161,Joe,Forte,45,2008-2009
48,0020800019,1168,David,Jones,36,2008-2009
49,0020800019,2005,Matt,Boland,46,2008-2009
50,0020800019,1203,Mark,Wunderlich,18,2008-2009
51,0020800020,1152,Dan,Crawford,43,2008-2009
52,0020800020,1195,Derrick,Stafford,9,2008-2009
53,0020800020,2003,Pat,Fraher,52,2008-2009
54,0020800021,1664,Gary,Zielinski,59,2008-2009
55,0020800021,1363,Bennie,Adams,47,2008-2009
56,0020800021,1190,Eddie,Rush,32,2008-2009
57,0020800022,1830,Marc,Davis,34,2008-2009
58,0020800022,1194,Bill,Spooner,22,2008-2009
59,0020800022,1159,Kevin,Fehr,39,2008-2009
