,GID,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,SEASON
0,0021900001,2529,Tony,Brown,6   ,2019-2020
1,0021900001,200833,Eric,Dalen,37  ,2019-2020
2,0021900001,201639,Josh,Tiven,58  ,2019-2020
3,0021900002,200834,Mark,Lindsay,29  ,2019-2020
4,0021900002,201640,Kane,Fitzgerald,5   ,2019-2020
5,0021900002,203592,Dedric,Taylor,21  ,2019-2020
6,0021900003,1179,Rodney,Mott,71  ,2019-2020
7,0021900003,1188,Leroy,Richardson,20  ,2019-2020
8,0021900003,204058,Gediminas,Petraitis,50  ,2019-2020
9,0021900004,1830,Marc,Davis,8   ,2019-2020
10,0021900004,202035,Brett,Nansel,44  ,2019-2020
11,0021900004,202049,Ben,Taylor,46  ,2019-2020
12,0021900005,2715,Eric,Lewis,42  ,2019-2020
13,0021900005,201637,Haywoode,Workman,66  ,2019-2020
14,0021900005,201638,Brent,Barnaky,36  ,2019-2020
15,0021900006,1204,Derek,Richardson,63  ,2019-2020
16,0021900006,2003,Pat,Fraher,26  ,2019-2020
17,0021900006,202041,Kevin,Scott,24  ,2019-2020
18,0021900007,101284,John,Goble,30  ,2019-2020
19,0021900007,202026,Karl,Lane,77  ,2019-2020
20,0021900007,1628481,Simone,Jelks,81  ,2019-2020
21,0021900008,1151,Sean,Corbin,33  ,2019-2020
22,0021900008,2882,Sean,Wright,4   ,2019-2020
23,0021900008,201245,Marat,Kogut,32  ,2019-2020
24,0021900009,1174,Ken,Mauer,41  ,2019-2020
25,0021900009,202007,Nick,Buchert,3   ,2019-2020
26,0021900009,1627964,Jonathan,Sterling,17  ,2019-2020
27,0021900010,2714,David,Guthrie,16  ,2019-2020
28,0021900010,202053,Scott,Twardoski,52  ,2019-2020
29,0021900010,1628954,Jenna,Schroeder,84  ,2019-2020
30,0021900011,201640,Kane,Fitzgerald,5   ,2019-2020
31,0021900011,202027,Tre,Maddox,23  ,2019-2020
32,0021900011,203592,Dedric,Taylor,21  ,2019-2020
33,0021900012,1194,Bill,Spooner,22  ,2019-2020
34,0021900012,202058,James,Williams,60  ,2019-2020
35,0021900012,1628951,John,Butler,53  ,2019-2020
36,0021900013,1162,Scott,Foster,48  ,2019-2020
37,0021900013,201246,Kevin,Cutler,34  ,2019-2020
38,0021900013,1626300,Ray,Acosta,54  ,2019-2020
39,0021900014,1146,Tony,Brothers,25  ,2019-2020
40,0021900014,203591,Mitchell,Ervin,27  ,2019-2020
41,0021900014,1626302,Aaron,Smith,51  ,2019-2020
42,0021900015,1199,Tom,Washington,49  ,2019-2020
43,0021900015,2005,Matt,Boland,18  ,2019-2020
44,0021900015,204059,Tyler,Ford,39  ,2019-2020
45,0021900016,1162,Scott,Foster,48  ,2019-2020
46,0021900016,101283,Brian,Forte,45  ,2019-2020
47,0021900016,1626300,Ray,Acosta,54  ,2019-2020
48,0021900017,1193,Michael,Smith,38  ,2019-2020
49,0021900017,1204,Derek,Richardson,63  ,2019-2020
50,0021900017,2530,Ed,Malloy,14  ,2019-2020
51,0021900018,1174,Ken,Mauer,41  ,2019-2020
52,0021900018,200833,Eric,Dalen,37  ,2019-2020
53,0021900018,1627961,Brandon,Adair,67  ,2019-2020
54,0021900019,1179,Rodney,Mott,71  ,2019-2020
55,0021900019,2004,Courtney,Kirkland,61  ,2019-2020
56,0021900019,1628172,Evan,Scott,78  ,2019-2020
57,0021900020,1148,James,Capers,19  ,2019-2020
58,0021900020,202037,J.T.,Orr,72  ,2019-2020
59,0021900020,1627524,Nate,Green,65  ,2019-2020
60,0021900021,1198,Scott,Wall,31  ,2019-2020
61,0021900021,2534,Zach,Zarba,15  ,2019-2020
62,0021900021,202058,James,Williams,60  ,2019-2020
63,0021900022,2003,Pat,Fraher,26  ,2019-2020
64,0021900022,200834,Mark,Lindsay,29  ,2019-2020
65,0021900022,202035,Brett,Nansel,44  ,2019-2020
66,0021900023,201640,Kane,Fitzgerald,5   ,2019-2020
67,0021900023,202053,Scott,Twardoski,52  ,2019-2020
68,0021900023,203593,Justin,Van Duyne,64  ,2019-2020
69,0021900024,2148,Mark,Ayotte,56  ,2019-2020
70,0021900024,201639,Josh,Tiven,58  ,2019-2020
71,0021900024,1628159,Mousa,Dagher,28  ,2019-2020
72,0021900025,1201,Leon,Wood,40  ,2019-2020
73,0021900025,2714,David,Guthrie,16  ,2019-2020
74,0021900025,201246,Kevin,Cutler,34  ,2019-2020
75,0021900026,1151,Sean,Corbin,33  ,2019-2020
76,0021900026,1626302,Aaron,Smith,51  ,2019-2020
77,0021900026,1627964,Jonathan,Sterling,17  ,2019-2020
78,0021900027,202007,Nick,Buchert,3   ,2019-2020
79,0021900027,202041,Kevin,Scott,24  ,2019-2020
80,0021900027,1626301,Jason,Goldenberg,35  ,2019-2020
81,0021900028,1188,Leroy,Richardson,20  ,2019-2020
82,0021900028,1199,Tom,Washington,49  ,2019-2020
83,0021900028,204058,Gediminas,Petraitis,50  ,2019-2020
84,0021900029,2002,Derrick,Collins,11  ,2019-2020
85,0021900029,2715,Eric,Lewis,42  ,2019-2020
86,0021900029,1627541,Natalie,Sago,9   ,2019-2020
87,0021900030,2882,Sean,Wright,4   ,2019-2020
88,0021900030,202056,CJ,Washington,12  ,2019-2020
89,0021900030,203591,Mitchell,Ervin,27  ,2019-2020
90,0021900031,1830,Marc,Davis,8   ,2019-2020
91,0021900031,202026,Karl,Lane,77  ,2019-2020
92,0021900031,202035,Brett,Nansel,44  ,2019-2020
93,0021900032,101284,John,Goble,30  ,2019-2020
94,0021900032,202049,Ben,Taylor,46  ,2019-2020
95,0021900032,203592,Dedric,Taylor,21  ,2019-2020
96,0021900033,2529,Tony,Brown,6   ,2019-2020
97,0021900033,201245,Marat,Kogut,32  ,2019-2020
98,0021900033,1626300,Ray,Acosta,54  ,2019-2020
99,0021900034,1162,Scott,Foster,48  ,2019-2020
