,GID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO,SEASON
0,0020100001,00,1610612738,BOS,Boston,34,13,22,35,4,5,1,15,9,17,2001-2002
1,0020100001,00,1610612739,CLE,Cleveland,30,8,4,2,4,5,1,14,8,16,2001-2002
2,0020100002,00,1610612764,WAS,Washington,30,6,12,11,12,10,1,15,7,17,2001-2002
3,0020100002,00,1610612752,NYK,New York,24,19,12,10,12,10,0,17,12,17,2001-2002
4,0020100003,00,1610612751,NJN,New Jersey,38,16,15,8,5,1,0,11,11,14,2001-2002
5,0020100003,00,1610612754,IND,Indiana,22,13,16,17,5,1,2,22,13,28,2001-2002
6,0020100004,00,1610612753,ORL,Orlando,54,12,12,32,0,0,2,19,10,17,2001-2002
7,0020100004,00,1610612761,TOR,Toronto,22,18,11,0,0,0,0,21,17,21,2001-2002
8,0020100005,00,1610612755,PHI,Philadelphia,28,22,6,10,2,1,3,21,15,19,2001-2002
9,0020100005,00,1610612750,MIN,Minnesota,26,10,17,18,2,1,1,11,10,19,2001-2002
10,0020100006,00,1610612742,DAL,Dallas,28,2,20,13,6,7,0,13,3,16,2001-2002
11,0020100006,00,1610612765,DET,Detroit,28,18,10,8,6,7,3,19,7,21,2001-2002
12,0020100007,00,1610612745,HOU,Houston,38,16,11,10,5,7,2,18,11,13,2001-2002
13,0020100007,00,1610612737,ATL,Atlanta,34,10,13,10,5,7,0,17,9,21,2001-2002
14,0020100008,00,1610612759,SAS,San Antonio,34,19,11,20,1,1,0,16,13,15,2001-2002
15,0020100008,00,1610612746,LAC,Los Angeles,60,15,20,11,1,1,0,18,7,16,2001-2002
16,0020100009,00,1610612762,UTA,Utah,56,9,24,13,12,5,1,21,7,29,2001-2002
17,0020100009,00,1610612749,MIL,Milwaukee,28,13,23,8,12,5,0,13,7,17,2001-2002
18,0020100010,00,1610612743,DEN,Denver,36,17,26,24,1,2,3,15,8,22,2001-2002
19,0020100010,00,1610612756,PHX,Phoenix,40,13,12,2,1,2,1,22,6,20,2001-2002
20,0020100011,00,1610612760,SEA,Seattle,36,14,12,3,6,9,0,15,6,10,2001-2002
21,0020100011,00,1610612758,SAC,Sacramento,48,10,16,9,6,9,0,13,6,11,2001-2002
22,0020100012,00,1610612757,POR,Portland,30,7,10,0,0,0,0,15,7,11,2001-2002
23,0020100012,00,1610612747,LAL,Los Angeles,44,14,25,17,0,0,1,16,8,17,2001-2002
24,0020100013,00,1610612738,BOS,Boston,22,14,22,5,1,1,0,15,16,16,2001-2002
25,0020100013,00,1610612751,NJN,New Jersey,32,13,19,25,1,1,0,19,4,19,2001-2002
26,0020100014,00,1610612766,CHH,Charlotte,34,11,12,0,4,4,1,13,13,10,2001-2002
27,0020100014,00,1610612739,CLE,Cleveland,38,12,11,15,4,4,2,13,4,17,2001-2002
28,0020100015,00,1610612748,MIA,Miami,34,14,8,9,12,15,1,18,8,23,2001-2002
29,0020100015,00,1610612761,TOR,Toronto,34,17,14,4,12,15,0,16,16,19,2001-2002
30,0020100016,00,1610612754,IND,Indiana,30,15,15,25,12,5,0,10,7,6,2001-2002
31,0020100016,00,1610612741,CHI,Chicago,20,10,3,5,12,5,1,14,13,14,2001-2002
32,0020100017,00,1610612744,GSW,Golden State,48,14,10,8,9,10,1,15,9,10,2001-2002
33,0020100017,00,1610612757,POR,Portland,46,16,13,7,9,10,0,16,12,19,2001-2002
34,0020100018,00,1610612764,WAS,Washington,38,18,10,10,14,16,1,15,14,19,2001-2002
35,0020100018,00,1610612737,ATL,Atlanta,44,12,16,4,14,16,2,14,7,11,2001-2002
36,0020100019,00,1610612742,DAL,Dallas,34,12,10,18,6,4,1,10,6,16,2001-2002
37,0020100019,00,1610612755,PHI,Philadelphia,34,16,8,3,6,4,1,19,11,25,2001-2002
38,0020100020,00,1610612763,MEM,Memphis,32,16,17,12,8,4,0,25,7,17,2001-2002
39,0020100020,00,1610612765,DET,Detroit,34,4,12,10,8,4,2,20,4,15,2001-2002
40,0020100021,00,1610612745,HOU,Houston,44,13,19,8,7,17,1,10,4,16,2001-2002
41,0020100021,00,1610612746,LAC,Los Angeles,40,17,8,6,7,17,1,15,9,19,2001-2002
42,0020100022,00,1610612743,DEN,Denver,26,14,26,15,3,6,1,15,9,16,2001-2002
43,0020100022,00,1610612749,MIL,Milwaukee,24,6,22,10,4,7,0,11,10,13,2001-2002
44,0020100023,00,1610612762,UTA,Utah,38,18,8,6,7,11,0,16,13,14,2001-2002
45,0020100023,00,1610612747,LAL,Los Angeles,38,10,11,11,7,11,0,14,8,10,2001-2002
