,GID,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER,SEASON
0,0028700001,0028700001,1610612758,1610612744,1987-11-06T00:00:00,3,2,Sacramento,1987-1988
1,0028700002,0028700002,1610612742,1610612762,1987-11-06T00:00:00,3,3,Tied,1987-1988
2,0028700003,0028700003,1610612755,1610612754,1987-11-06T00:00:00,4,2,Philadelphia,1987-1988
3,0028700004,0028700004,1610612747,1610612760,1987-11-06T00:00:00,4,2,L.A. Lakers,1987-1988
4,0028700005,0028700005,1610612743,1610612746,1987-11-06T00:00:00,5,0,Denver,1987-1988
5,0028700006,0028700006,1610612751,1610612739,1987-11-06T00:00:00,1,5,Cleveland,1987-1988
6,0028700007,0028700007,1610612737,1610612764,1987-11-06T00:00:00,3,3,Tied,1987-1988
7,0028700008,0028700008,1610612738,1610612749,1987-11-06T00:00:00,3,3,Tied,1987-1988
8,0028700009,0028700009,1610612745,1610612759,1987-11-06T00:00:00,2,4,San Antonio,1987-1988
9,0028700010,0028700010,1610612765,1610612752,1987-11-06T00:00:00,4,2,Detroit,1987-1988
10,0028700011,0028700011,1610612757,1610612756,1987-11-06T00:00:00,6,0,Portland,1987-1988
11,0028700012,0028700012,1610612749,1610612765,1987-11-07T00:00:00,2,4,Detroit,1987-1988
12,0028700013,0028700013,1610612754,1610612752,1987-11-07T00:00:00,2,3,New York,1987-1988
13,0028700014,0028700014,1610612737,1610612739,1987-11-07T00:00:00,5,1,Atlanta,1987-1988
14,0028700015,0028700015,1610612746,1610612757,1987-11-07T00:00:00,0,6,Portland,1987-1988
15,0028700016,0028700016,1610612741,1610612755,1987-11-07T00:00:00,4,2,Chicago,1987-1988
16,0028700017,0028700017,1610612759,1610612742,1987-11-07T00:00:00,1,5,Dallas,1987-1988
17,0028700018,0028700018,1610612760,1610612756,1987-11-07T00:00:00,4,2,Seattle,1987-1988
18,0028700019,0028700019,1610612744,1610612743,1987-11-07T00:00:00,1,4,Denver,1987-1988
19,0028700020,0028700020,1610612764,1610612738,1987-11-07T00:00:00,1,5,Boston,1987-1988
20,0028700021,0028700021,1610612762,1610612758,1987-11-07T00:00:00,5,1,Utah,1987-1988
21,0028700022,0028700022,1610612747,1610612745,1987-11-08T00:00:00,4,1,L.A. Lakers,1987-1988
22,0028700023,0028700023,1610612752,1610612738,1987-11-09T00:00:00,1,5,Boston,1987-1988
23,0028700024,0028700024,1610612760,1610612742,1987-11-10T00:00:00,2,3,Dallas,1987-1988
24,0028700025,0028700025,1610612746,1610612762,1987-11-10T00:00:00,1,4,Utah,1987-1988
25,0028700026,0028700026,1610612749,1610612764,1987-11-10T00:00:00,4,1,Milwaukee,1987-1988
26,0028700027,0028700027,1610612758,1610612743,1987-11-10T00:00:00,2,4,Denver,1987-1988
27,0028700028,0028700028,1610612754,1610612765,1987-11-10T00:00:00,3,3,Tied,1987-1988
28,0028700029,0028700029,1610612737,1610612741,1987-11-10T00:00:00,2,3,Chicago,1987-1988
29,0028700030,0028700030,1610612759,1610612747,1987-11-10T00:00:00,0,5,L.A. Lakers,1987-1988
30,0028700031,0028700031,1610612756,1610612744,1987-11-10T00:00:00,4,2,Phoenix,1987-1988
31,0028700032,0028700032,1610612757,1610612745,1987-11-10T00:00:00,1,4,Houston,1987-1988
32,0028700033,0028700033,1610612738,1610612754,1987-11-11T00:00:00,5,0,Boston,1987-1988
33,0028700034,0028700034,1610612752,1610612737,1987-11-11T00:00:00,3,3,Tied,1987-1988
34,0028700035,0028700035,1610612764,1610612755,1988-01-25T00:00:00,3,3,Tied,1987-1988
