,GID,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS
0,0021600001,2016-10-25T00:00:00,1,0021600001,3,Final,20161025/NYKCLE,1610612739,1610612752,2016-2017,4,     ,,Q4       - ,1
1,0021600002,2016-10-25T00:00:00,2,0021600002,3,Final,20161025/UTAPOR,1610612757,1610612762,2016-2017,4,     ,,Q4       - ,1
2,0021600003,2016-10-25T00:00:00,3,0021600003,3,Final,20161025/SASGSW,1610612744,1610612759,2016-2017,4,     ,TNT,Q4       - TNT,1
3,0021600004,2016-10-26T00:00:00,1,0021600004,3,Final,20161026/MIAORL,1610612753,1610612748,2016-2017,4,     ,ALT2,Q4       - ALT2,1
4,0021600005,2016-10-26T00:00:00,2,0021600005,3,Final,20161026/DALIND,1610612754,1610612742,2016-2017,5,     ,,Q5       - ,1
5,0021600006,2016-10-26T00:00:00,3,0021600006,3,Final,20161026/BKNBOS,1610612738,1610612751,2016-2017,4,     ,,Q4       - ,1
6,0021600007,2016-10-26T00:00:00,4,0021600007,3,Final,20161026/DETTOR,1610612761,1610612765,2016-2017,4,     ,,Q4       - ,1
7,0021600008,2016-10-26T00:00:00,5,0021600008,3,Final,20161026/CHAMIL,1610612749,1610612766,2016-2017,4,     ,,Q4       - ,1
8,0021600009,2016-10-26T00:00:00,6,0021600009,3,Final,20161026/MINMEM,1610612763,1610612750,2016-2017,4,     ,,Q4       - ,1
9,0021600010,2016-10-26T00:00:00,7,0021600010,3,Final,20161026/DENNOP,1610612740,1610612743,2016-2017,4,     ,,Q4       - ,1
10,0021600011,2016-10-26T00:00:00,8,0021600011,3,Final,20161026/OKCPHI,1610612755,1610612760,2016-2017,4,     ,ESPN,Q4       - ESPN,1
11,0021600012,2016-10-26T00:00:00,9,0021600012,3,Final,20161026/SACPHX,1610612756,1610612758,2016-2017,4,     ,,Q4       - ,1
12,0021600013,2016-10-26T00:00:00,10,0021600013,3,Final,20161026/HOULAL,1610612747,1610612745,2016-2017,4,     ,ESPN,Q4       - ESPN,1
13,0021600014,2016-10-27T00:00:00,1,0021600014,3,Final,20161027/WASATL,1610612737,1610612764,2016-2017,4,     ,,Q4       - ,1
14,0021600015,2016-10-27T00:00:00,2,0021600015,3,Final,20161027/BOSCHI,1610612741,1610612738,2016-2017,4,     ,TNT,Q4       - TNT,1
15,0021600016,2016-10-27T00:00:00,3,0021600016,3,Final,20161027/SASSAC,1610612758,1610612759,2016-2017,4,     ,,Q4       - ,1
16,0021600017,2016-10-27T00:00:00,4,0021600017,3,Final,20161027/LACPOR,1610612757,1610612746,2016-2017,4,     ,TNT,Q4       - TNT,1
17,0021600018,2016-10-28T00:00:00,1,0021600018,3,Final,20161028/CLETOR,1610612761,1610612739,2016-2017,4,     ,ESPN,Q4       - ESPN,1
18,0021600019,2016-10-28T00:00:00,2,0021600019,3,Final,20161028/INDBKN,1610612751,1610612754,2016-2017,4,     ,,Q4       - ,1
19,0021600020,2016-10-28T00:00:00,3,0021600020,3,Final,20161028/ORLDET,1610612765,1610612753,2016-2017,4,     ,,Q4       - ,1
20,0021600021,2016-10-28T00:00:00,4,0021600021,3,Final,20161028/PHXOKC,1610612760,1610612756,2016-2017,5,     ,,Q5       - ,1
21,0021600022,2016-10-28T00:00:00,5,0021600022,3,Final,20161028/CHAMIA,1610612748,1610612766,2016-2017,4,     ,,Q4       - ,1
22,0021600023,2016-10-28T00:00:00,6,0021600023,3,Final,20161028/HOUDAL,1610612742,1610612745,2016-2017,4,     ,,Q4       - ,1
23,0021600024,2016-10-28T00:00:00,7,0021600024,3,Final,20161028/LALUTA,1610612762,1610612747,2016-2017,4,     ,,Q4       - ,1
24,0021600025,2016-10-28T00:00:00,8,0021600025,3,Final,20161028/GSWNOP,1610612740,1610612744,2016-2017,4,     ,ESPN,Q4       - ESPN,1
25,0021600026,2016-10-29T00:00:00,1,0021600026,3,Final,20161029/ATLPHI,1610612755,1610612737,2016-2017,4,     ,,Q4       - ,1
26,0021600027,2016-10-29T00:00:00,2,0021600027,3,Final,20161029/BOSCHA,1610612766,1610612738,2016-2017,4,     ,,Q4       - ,1
27,0021600028,2016-10-29T00:00:00,3,0021600028,3,Final,20161029/MEMNYK,1610612752,1610612763,2016-2017,4,     ,,Q4       - ,1
28,0021600029,2016-10-29T00:00:00,4,0021600029,3,Final,20161029/ORLCLE,1610612739,1610612753,2016-2017,4,     ,,Q4       - ,1
29,0021600030,2016-10-29T00:00:00,5,0021600030,3,Final,20161029/INDCHI,1610612741,1610612754,2016-2017,4,     ,,Q4       - ,1
30,0021600031,2016-10-29T00:00:00,6,0021600031,3,Final,20161029/BKNMIL,1610612749,1610612751,2016-2017,4,     ,,Q4       - ,1
31,0021600032,2016-10-29T00:00:00,7,0021600032,3,Final,20161029/NOPSAS,1610612759,1610612740,2016-2017,4,     ,NBA TV,Q4       - NBA TV,1
32,0021600033,2016-10-29T00:00:00,8,0021600033,3,Final,20161029/PORDEN,1610612743,1610612757,2016-2017,5,     ,,Q5       - ,1
