,GID,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER,SEASON
0,0028400001,0028400001,1610612760,1610612762,1984-10-26T00:00:00,3,2,Seattle,1984-1985
1,0028400002,0028400002,1610612755,1610612739,1984-10-26T00:00:00,2,4,Cleveland,1984-1985
2,0028400003,0028400003,1610612765,1610612738,1984-10-26T00:00:00,2,4,Boston,1984-1985
3,0028400004,0028400004,1610612751,1610612737,1984-10-26T00:00:00,3,3,Tied,1984-1985
4,0028400005,0028400005,1610612741,1610612764,1984-10-26T00:00:00,3,2,Chicago,1984-1985
5,0028400006,0028400006,1610612744,1610612756,1984-10-26T00:00:00,2,4,Phoenix,1984-1985
6,0028400007,0028400007,1610612759,1610612747,1984-10-27T00:00:00,2,3,L.A. Lakers,1984-1985
7,0028400008,0028400008,1610612743,1610612744,1984-10-27T00:00:00,5,0,Denver,1984-1985
8,0028400009,0028400009,1610612742,1610612745,1984-10-27T00:00:00,2,4,Houston,1984-1985
9,0028400010,0028400010,1610612762,1610612746,1984-10-27T00:00:00,2,3,L.A. Clippers,1984-1985
10,0028400011,0028400011,1610612754,1610612764,1984-10-27T00:00:00,1,4,Washington,1984-1985
11,0028400012,0028400012,1610612737,1610612755,1984-10-27T00:00:00,0,5,Philadelphia,1984-1985
12,0028400013,0028400013,1610612749,1610612741,1984-10-27T00:00:00,3,3,Tied,1984-1985
13,0028400014,0028400014,1610612739,1610612751,1984-10-27T00:00:00,2,3,New Jersey,1984-1985
14,0028400015,0028400015,1610612758,1610612757,1984-10-27T00:00:00,3,2,Kansas City,1984-1985
15,0028400016,0028400016,1610612752,1610612765,1984-10-27T00:00:00,2,3,Detroit,1984-1985
16,0028400017,0028400017,1610612742,1610612747,1984-10-28T00:00:00,1,4,L.A. Lakers,1984-1985
17,0028400018,0028400018,1610612760,1610612756,1984-10-28T00:00:00,1,5,Phoenix,1984-1985
18,0028400019,0028400019,1610612741,1610612749,1984-10-29T00:00:00,3,3,Tied,1984-1985
19,0028400020,0028400020,1610612747,1610612744,1984-10-30T00:00:00,5,1,L.A. Lakers,1984-1985
20,0028400021,0028400021,1610612745,1610612742,1984-10-30T00:00:00,4,2,Houston,1984-1985
21,0028400022,0028400022,1610612764,1610612737,1984-10-30T00:00:00,3,3,Tied,1984-1985
22,0028400023,0028400023,1610612757,1610612760,1984-10-30T00:00:00,4,2,Portland,1984-1985
23,0028400024,0028400024,1610612762,1610612752,1984-10-30T00:00:00,1,1,Tied,1984-1985
24,0028400025,0028400025,1610612758,1610612741,1984-10-30T00:00:00,0,2,Chicago,1984-1985
25,0028400026,0028400026,1610612759,1610612743,1984-10-30T00:00:00,3,3,Tied,1984-1985
26,0028400027,0028400027,1610612751,1610612755,1984-10-30T00:00:00,2,4,Philadelphia,1984-1985
27,0028400028,0028400028,1610612765,1610612739,1984-10-30T00:00:00,4,1,Detroit,1984-1985
28,0028400029,0028400029,1610612756,1610612746,1984-10-30T00:00:00,2,4,L.A. Clippers,1984-1985
29,0028400030,0028400030,1610612749,1610612764,1984-10-31T00:00:00,4,2,Milwaukee,1984-1985
30,0028400031,0028400031,1610612754,1610612742,1984-10-31T00:00:00,0,2,Dallas,1984-1985
31,0028400032,0028400032,1610612738,1610612751,1984-10-31T00:00:00,5,1,Boston,1984-1985
32,0028400033,0028400033,1610612737,1610612765,1984-11-01T00:00:00,1,5,Detroit,1984-1985
33,0028400034,0028400034,1610612760,1610612747,1984-11-01T00:00:00,3,3,Tied,1984-1985
34,0028400035,0028400035,1610612743,1610612741,1984-11-01T00:00:00,1,1,Tied,1984-1985
