,GID,GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS,SEASON
0,0029900001,0029900001,0029800437,1999-04-01T00:00:00,1610612752,New York,Knicks,NYK,78,1610612739,Cleveland,Cavaliers,CLE,74,1999-2000
1,0029900002,0029900002,0029800634,1999-04-25T00:00:00,1610612751,New Jersey,Nets,NJN,120,1610612754,Indiana,Pacers,IND,98,1999-2000
2,0029900003,0029900003,0029800717,1999-05-05T00:00:00,1610612764,Washington,Wizards,WAS,92,1610612737,Atlanta,Hawks,ATL,100,1999-2000
3,0029900004,0029900004,0029800166,1999-02-26T00:00:00,1610612748,Miami,Heat,MIA,93,1610612765,Detroit,Pistons,DET,95,1999-2000
4,0029900005,0029900005,0029800389,1999-03-26T00:00:00,1610612766,Charlotte,Hornets,CHH,90,1610612753,Orlando,Magic,ORL,82,1999-2000
5,0029900006,0029900006,0029800497,1999-04-08T00:00:00,1610612761,Toronto,Raptors,TOR,89,1610612738,Boston,Celtics,BOS,101,1999-2000
6,0029900007,0029900007,0029800688,1999-05-01T00:00:00,1610612742,Dallas,Mavericks,DAL,105,1610612744,Golden State,Warriors,GSW,94,1999-2000
7,0029900008,0029900008,0029700991,1998-03-24T00:00:00,1610612745,Houston,Rockets,HOU,108,1610612749,Milwaukee,Bucks,MIL,118,1999-2000
8,0029900009,0029900009,0029800062,1999-02-12T00:00:00,1610612759,San Antonio,Spurs,SAS,98,1610612755,Philadelphia,76ers,PHI,94,1999-2000
9,0029900010,0029900010,0029800670,1999-04-29T00:00:00,1610612743,Denver,Nuggets,DEN,87,1610612756,Phoenix,Suns,PHX,98,1999-2000
10,0029900011,0029900011,0029800574,1999-04-17T00:00:00,1610612762,Utah,Jazz,UTA,109,1610612747,Los Angeles,Lakers,LAL,93,1999-2000
11,0029900012,0029900012,0029800722,1999-05-05T00:00:00,1610612746,Los Angeles,Clippers,LAC,105,1610612760,Seattle,SuperSonics,SEA,107,1999-2000
12,0029900013,0029900013,0029800485,1999-04-06T00:00:00,1610612763,Vancouver,Grizzlies,VAN,89,1610612757,Portland,Trail Blazers,POR,98,1999-2000
13,0029900014,0029900014,0029800633,1999-04-25T00:00:00,1610612738,Boston,Celtics,BOS,113,1610612764,Washington,Wizards,WAS,84,1999-2000
14,0029900015,0029900015,0029800578,1999-04-18T00:00:00,1610612753,Orlando,Magic,ORL,88,1610612765,Detroit,Pistons,DET,81,1999-2000
15,0029900016,0029900016,0029800400,1999-03-27T00:00:00,1610612739,Cleveland,Cavaliers,CLE,109,1610612751,New Jersey,Nets,NJN,99,1999-2000
16,0029900017,0029900017,0029800279,1999-03-12T00:00:00,1610612741,Chicago,Bulls,CHI,76,1610612752,New York,Knicks,NYK,63,1999-2000
