index,GAME_ID,SEASON,PLAYER_ID
1030,0028000051,1980-1981,77420
1031,0028000051,1980-1981,76826
1032,0028000051,1980-1981,77710
1033,0028000051,1980-1981,77754
1034,0028000052,1980-1981,77239
1035,0028000052,1980-1981,1381
1036,0028000052,1980-1981,77010
1037,0028000052,1980-1981,76154
1038,0028000052,1980-1981,76599
1039,0028000052,1980-1981,77623
1040,0028000052,1980-1981,77364
1041,0028000052,1980-1981,78390
1042,0028000052,1980-1981,77996
1043,0028000052,1980-1981,77024
1044,0028000052,1980-1981,76471
1045,0028000052,1980-1981,78132
1046,0028000052,1980-1981,78025
1047,0028000052,1980-1981,76418
1048,0028000052,1980-1981,77144
1049,0028000052,1980-1981,77528
1050,0028000052,1980-1981,76598
1051,0028000052,1980-1981,77829
1052,0028000052,1980-1981,77553
1074,0028000054,1980-1981,600005
1075,0028000054,1980-1981,78600
1076,0028000054,1980-1981,76365
1077,0028000054,1980-1981,76252
1078,0028000054,1980-1981,600010
1079,0028000054,1980-1981,77160
1080,0028000054,1980-1981,77168
1081,0028000054,1980-1981,76483
1082,0028000054,1980-1981,76296
1083,0028000054,1980-1981,77626
1084,0028000054,1980-1981,76656
1085,0028000054,1980-1981,77986
1086,0028000054,1980-1981,76435
1087,0028000054,1980-1981,77205
1088,0028000054,1980-1981,78436
1089,0028000054,1980-1981,78400
1090,0028000054,1980-1981,77635
1091,0028000054,1980-1981,77420
1092,0028000054,1980-1981,76826
1093,0028000054,1980-1981,77710
1094,0028000054,1980-1981,77754
1157,0028000058,1980-1981,76362
1158,0028000058,1980-1981,78047
1159,0028000058,1980-1981,76553
1160,0028000058,1980-1981,78481
1161,0028000058,1980-1981,77952
1162,0028000058,1980-1981,76822
1163,0028000058,1980-1981,78614
1164,0028000058,1980-1981,78571
1165,0028000058,1980-1981,78570
1166,0028000058,1980-1981,600014
1167,0028000058,1980-1981,78531
1168,0028000058,1980-1981,76567
1169,0028000058,1980-1981,76881
1170,0028000058,1980-1981,77182
1171,0028000058,1980-1981,78533
1172,0028000058,1980-1981,77246
1173,0028000058,1980-1981,78310
1174,0028000058,1980-1981,78618
1175,0028000058,1980-1981,77490
1198,0028000060,1980-1981,77024
1199,0028000060,1980-1981,76471
1200,0028000060,1980-1981,78132
1201,0028000060,1980-1981,78025
1202,0028000060,1980-1981,76418
1203,0028000060,1980-1981,77144
1204,0028000060,1980-1981,77528
1205,0028000060,1980-1981,76598
1206,0028000060,1980-1981,77829
