fn,ln,num,pos,min,sec,totsec,fga,fgm,tpa,tpm,fta,ftm,oreb,dreb,reb,ast,stl,blk,pf,pts,tov,fbpts,fbptsa,fbptsm,pip,pipa,pipm,court,pid,pm,blka,tf,status,memo,gid,hm_away,team,game_date,full_name,epoch,full_dt
Langston,Galloway,9,SF,37,2,2222,11,4,11,4,0,0,1,2,3,5,1,0,2,12,1,0,0,0,0,0,0,1,204038,18,0,0,A,,0021900241,H,DET,2019-11-25,Langston Galloway,1574735145689,2019-11-26 02:25:45.689
Blake,Griffin,23,PF,31,19,1879,9,5,2,1,8,6,0,5,5,2,0,0,2,17,3,0,1,0,8,7,4,1,201933,21,2,0,A,,0021900241,H,DET,2019-11-25,Blake Griffin,1574735145689,2019-11-26 02:25:45.689
Andre,Drummond,0,C,30,18,1818,6,3,0,0,2,1,3,15,18,1,0,1,3,7,3,0,0,0,6,6,3,1,203083,11,1,0,A,,0021900241,H,DET,2019-11-25,Andre Drummond,1574735145689,2019-11-26 02:25:45.689
Luke,Kennard,5,SG,34,4,2044,11,6,5,3,5,5,0,4,4,7,1,1,3,20,1,2,1,1,4,5,2,1,1628379,10,1,0,A,,0021900241,H,DET,2019-11-25,Luke Kennard,1574735145689,2019-11-26 02:25:45.689
Bruce,Brown,6,PG,30,42,1842,11,5,3,1,2,2,1,7,8,2,1,0,2,13,4,0,0,0,8,8,4,1,1628971,10,0,0,A,,0021900241,H,DET,2019-11-25,Bruce Brown,1574735145689,2019-11-26 02:25:45.689
Svi,Mykhailiuk,19,,22,11,1331,9,4,8,4,0,0,1,1,2,0,1,0,4,12,0,3,2,1,0,1,0,0,1629004,1,0,0,A,,0021900241,H,DET,2019-11-25,Svi Mykhailiuk,1574735145689,2019-11-26 02:25:45.689
Derrick,Rose,25,,20,0,1200,11,1,4,0,0,0,1,1,2,6,0,1,3,2,1,0,1,0,2,6,1,0,201565,6,2,0,A,,0021900241,H,DET,2019-11-25,Derrick Rose,1574735145689,2019-11-26 02:25:45.689
Markieff,Morris,8,,16,41,1001,5,2,4,1,0,0,0,1,1,0,1,1,1,5,0,2,1,1,2,1,1,0,202693,-6,0,0,A,,0021900241,H,DET,2019-11-25,Markieff Morris,1574735145689,2019-11-26 02:25:45.689
Thon,Maker,7,,2,33,153,1,0,0,0,4,3,1,1,2,0,0,0,0,3,0,0,0,0,0,1,0,0,1627748,-5,1,0,A,,0021900241,H,DET,2019-11-25,Thon Maker,1574735145689,2019-11-26 02:25:45.689
Christian,Wood,35,,15,8,908,5,4,1,0,4,4,1,3,4,0,1,1,0,12,0,4,1,1,8,4,4,0,1626174,9,0,0,A,,0021900241,H,DET,2019-11-25,Christian Wood,1574735145689,2019-11-26 02:25:45.689
Tim,Frazier,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204025,0,0,0,A,,0021900241,H,DET,2019-11-25,Tim Frazier,1574735145689,2019-11-26 02:25:45.689
Tony,Snell,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203503,0,0,0,A,,0021900241,H,DET,2019-11-25,Tony Snell,1574735145689,2019-11-26 02:25:45.689
Jordan,Bone,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629648,0,0,0,I,,0021900241,H,DET,2019-11-25,Jordan Bone,1574735145689,2019-11-26 02:25:45.689
Sekou,Doumbouya,45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629635,0,0,0,I,,0021900241,H,DET,2019-11-25,Sekou Doumbouya,1574735145689,2019-11-26 02:25:45.689
Reggie,Jackson,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202704,0,0,0,I,,0021900241,H,DET,2019-11-25,Reggie Jackson,1574735145689,2019-11-26 02:25:45.689
Louis,King,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629663,0,0,0,I,,0021900241,H,DET,2019-11-25,Louis King,1574735145689,2019-11-26 02:25:45.689
Khyri,Thomas,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629017,0,0,0,I,,0021900241,H,DET,2019-11-25,Khyri Thomas,1574735145689,2019-11-26 02:25:45.689
Joe,Harris,12,SF,32,59,1979,17,8,9,3,0,0,0,6,6,1,2,0,0,19,0,0,2,0,10,7,5,1,203925,1,1,0,A,,0021900240,A,BKN,2019-11-25,Joe Harris,1574735482929,2019-11-26 02:31:22.929
Taurean,Prince,2,PF,33,19,1999,14,7,6,4,0,0,1,5,6,4,1,0,4,18,2,2,4,1,6,8,3,1,1627752,9,0,0,A,,0021900240,A,BKN,2019-11-25,Taurean Prince,1574735482929,2019-11-26 02:31:22.929
Jarrett,Allen,31,C,34,17,2057,10,9,0,0,5,4,9,12,21,3,2,2,2,22,0,0,0,0,18,9,9,1,1628386,7,0,0,A,,0021900240,A,BKN,2019-11-25,Jarrett Allen,1574735482929,2019-11-26 02:31:22.929
Garrett,Temple,17,SG,36,29,2189,7,3,5,1,0,0,0,5,5,3,1,1,3,7,2,2,1,1,4,2,2,1,202066,-1,0,0,A,,0021900240,A,BKN,2019-11-25,Garrett Temple,1574735482929,2019-11-26 02:31:22.929
Spencer,Dinwiddie,8,PG,33,22,2002,24,10,5,1,2,2,0,1,1,9,0,3,3,23,1,2,2,1,14,14,7,1,203915,-1,1,0,A,,0021900240,A,BKN,2019-11-25,Spencer Dinwiddie,1574735482929,2019-11-26 02:31:22.929
Dzanan,Musa,13,,22,47,1367,9,3,4,1,2,1,0,3,3,1,0,0,3,8,2,2,1,1,4,5,2,0,1629058,-1,1,0,A,,0021900240,A,BKN,2019-11-25,Dzanan Musa,1574735482929,2019-11-26 02:31:22.929
Iman,Shumpert,10,,18,1,1081,6,1,3,1,0,0,1,2,3,1,2,1,3,3,0,0,1,0,0,1,0,0,202697,2,0,0,A,,0021900240,A,BKN,2019-11-25,Iman Shumpert,1574735482929,2019-11-26 02:31:22.929
Nicolas,Claxton,33,,12,31,751,2,1,0,0,0,0,1,1,2,3,0,3,1,2,1,0,0,0,2,2,1,0,1629651,-8,1,0,A,,0021900240,A,BKN,2019-11-25,Nicolas Claxton,1574735482929,2019-11-26 02:31:22.929
Theo,Pinson,1,,16,14,974,5,2,2,0,2,2,0,1,1,4,0,0,2,6,1,0,0,0,2,2,1,0,1629033,2,0,0,A,,0021900240,A,BKN,2019-11-25,Theo Pinson,1574735482929,2019-11-26 02:31:22.929
Henry,Ellenson,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627740,0,0,0,A,,0021900240,A,BKN,2019-11-25,Henry Ellenson,1574735482929,2019-11-26 02:31:22.929
Rodions,Kurucs,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629066,0,0,0,A,,0021900240,A,BKN,2019-11-25,Rodions Kurucs,1574735482929,2019-11-26 02:31:22.929
Timothe,Luwawu-Cabarrot,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627789,0,0,0,A,,0021900240,A,BKN,2019-11-25,Timothe Luwawu-Cabarrot,1574735482929,2019-11-26 02:31:22.929
David,Nwaba,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628021,0,0,0,A,,0021900240,A,BKN,2019-11-25,David Nwaba,1574735482929,2019-11-26 02:31:22.929
Wilson,Chandler,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201163,0,0,0,I,,0021900240,A,BKN,2019-11-25,Wilson Chandler,1574735482929,2019-11-26 02:31:22.929
Kevin,Durant,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201142,0,0,0,I,,0021900240,A,BKN,2019-11-25,Kevin Durant,1574735482929,2019-11-26 02:31:22.929
Kyrie,Irving,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202681,0,0,0,I,,0021900240,A,BKN,2019-11-25,Kyrie Irving,1574735482929,2019-11-26 02:31:22.929
DeAndre,Jordan,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201599,0,0,0,I,,0021900240,A,BKN,2019-11-25,DeAndre Jordan,1574735482929,2019-11-26 02:31:22.929
Caris,LeVert,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627747,0,0,0,I,,0021900240,A,BKN,2019-11-25,Caris LeVert,1574735482929,2019-11-26 02:31:22.929
Cedi,Osman,16,SF,30,32,1832,8,6,3,1,3,2,0,3,3,1,1,1,1,15,0,2,1,1,10,5,5,1,1626224,-5,0,0,A,,0021900240,H,CLE,2019-11-25,Cedi Osman,1574735482929,2019-11-26 02:31:22.929
Larry,Nance Jr.,22,PF,33,29,2009,16,8,6,2,2,2,5,8,13,2,1,1,1,20,1,0,0,0,8,8,4,1,1626204,3,0,0,A,,0021900240,H,CLE,2019-11-25,Larry Nance Jr.,1574735482929,2019-11-26 02:31:22.929
Tristan,Thompson,13,C,31,54,1914,8,3,0,0,4,1,2,8,10,2,0,2,2,7,3,0,0,0,4,5,2,1,202684,-6,0,0,A,,0021900240,H,CLE,2019-11-25,Tristan Thompson,1574735482929,2019-11-26 02:31:22.929
Collin,Sexton,2,SG,32,59,1979,22,7,6,1,4,3,2,1,3,2,0,0,0,18,0,0,2,0,12,15,6,1,1629012,-5,4,0,A,,0021900240,H,CLE,2019-11-25,Collin Sexton,1574735482929,2019-11-26 02:31:22.929
Darius,Garland,10,PG,22,3,1323,10,4,5,3,0,0,0,3,3,1,0,0,0,11,5,0,0,0,2,5,1,0,1629636,-4,0,0,A,,0021900240,H,CLE,2019-11-25,Darius Garland,1574735482929,2019-11-26 02:31:22.929
Kevin,Porter Jr.,4,,29,1,1741,5,2,2,0,2,1,1,4,5,7,2,0,3,5,1,3,1,1,4,3,2,0,1629645,-2,2,0,A,,0021900240,H,CLE,2019-11-25,Kevin Porter Jr.,1574735482929,2019-11-26 02:31:22.929
Jordan,Clarkson,8,,26,6,1566,17,8,7,5,3,2,0,2,2,3,0,0,2,23,0,7,3,3,6,7,3,1,203903,3,3,0,A,,0021900240,H,CLE,2019-11-25,Jordan Clarkson,1574735482929,2019-11-26 02:31:22.929
Alfonzo,McKinnie,28,,17,28,1048,6,2,1,1,0,0,1,3,4,0,0,0,2,5,0,0,0,0,2,4,1,0,1628035,3,1,0,A,,0021900240,H,CLE,2019-11-25,Alfonzo McKinnie,1574735482929,2019-11-26 02:31:22.929
Matthew,Dellavedova,18,,16,28,988,2,0,2,0,2,2,1,1,2,6,1,0,3,2,0,0,1,0,0,0,0,0,203521,3,0,0,A,,0021900240,H,CLE,2019-11-25,Matthew Dellavedova,1574735482929,2019-11-26 02:31:22.929
Brandon,Knight,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202688,0,0,0,A,,0021900240,H,CLE,2019-11-25,Brandon Knight,1574735482929,2019-11-26 02:31:22.929
Kevin,Love,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201567,0,0,0,A,,0021900240,H,CLE,2019-11-25,Kevin Love,1574735482929,2019-11-26 02:31:22.929
Ante,Zizic,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627790,0,0,0,A,,0021900240,H,CLE,2019-11-25,Ante Zizic,1574735482929,2019-11-26 02:31:22.929
Tyler,Cook,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629076,0,0,0,I,,0021900240,H,CLE,2019-11-25,Tyler Cook,1574735482929,2019-11-26 02:31:22.929
John,Henson,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203089,0,0,0,I,,0021900240,H,CLE,2019-11-25,John Henson,1574735482929,2019-11-26 02:31:22.929
Dean,Wade,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629731,0,0,0,I,,0021900240,H,CLE,2019-11-25,Dean Wade,1574735482929,2019-11-26 02:31:22.929
Dylan,Windler,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629685,0,0,0,I,,0021900240,H,CLE,2019-11-25,Dylan Windler,1574735482929,2019-11-26 02:31:22.929
Brandon,Ingram,14,SF,35,12,2112,22,9,7,3,3,3,2,6,8,5,0,1,3,24,2,7,3,2,8,9,4,0,1627742,-6,1,0,A,,0021900239,A,NOP,2019-11-24,Brandon Ingram,1574655738853,2019-11-25 04:22:18.853
Kenrich,Williams,34,PF,22,2,1322,2,1,1,0,1,0,1,4,5,3,0,1,3,2,1,0,1,0,2,1,1,1,1629026,-8,0,0,A,,0021900239,A,NOP,2019-11-24,Kenrich Williams,1574655738853,2019-11-25 04:22:18.853
Jaxson,Hayes,10,C,28,49,1729,5,3,0,0,4,1,1,2,3,3,0,0,5,7,1,1,0,0,6,5,3,0,1629637,1,1,0,A,,0021900239,A,NOP,2019-11-24,Jaxson Hayes,1574655738853,2019-11-25 04:22:18.853
JJ,Redick,4,SG,24,37,1477,9,4,6,2,2,2,0,4,4,2,0,0,3,12,0,0,1,0,2,2,1,0,200755,2,0,0,A,,0021900239,A,NOP,2019-11-24,JJ Redick,1574655738853,2019-11-25 04:22:18.853
Jrue,Holiday,11,PG,35,49,2149,15,7,5,2,2,2,2,5,7,4,0,0,3,18,2,0,0,0,10,10,5,0,201950,-4,1,0,A,,0021900239,A,NOP,2019-11-24,Jrue Holiday,1574655738853,2019-11-25 04:22:18.853
Lonzo,Ball,2,,21,5,1265,13,4,7,1,0,0,2,2,4,5,1,0,1,9,2,3,3,1,6,6,3,0,1628366,-27,1,0,A,,0021900239,A,NOP,2019-11-24,Lonzo Ball,1574655738853,2019-11-25 04:22:18.853
Jahlil,Okafor,8,,19,11,1151,6,5,0,0,2,0,3,3,6,2,0,3,3,10,0,0,0,0,10,6,5,1,1626143,-26,0,0,A,,0021900239,A,NOP,2019-11-24,Jahlil Okafor,1574655738853,2019-11-25 04:22:18.853
Frank,Jackson,15,,11,55,715,6,1,2,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1628402,-22,1,0,A,,0021900239,A,NOP,2019-11-24,Frank Jackson,1574655738853,2019-11-25 04:22:18.853
Nicolo,Melli,20,,16,39,999,6,2,5,1,0,0,0,3,3,0,0,0,2,5,0,0,0,0,0,0,0,0,1629740,-20,0,0,A,,0021900239,A,NOP,2019-11-24,Nicolo Melli,1574655738853,2019-11-25 04:22:18.853
E'Twaun,Moore,55,,21,14,1274,12,7,6,3,0,0,1,2,3,1,0,1,3,17,1,2,2,1,6,4,3,1,202734,-8,0,0,A,,0021900239,A,NOP,2019-11-24,E'Twaun Moore,1574655738853,2019-11-25 04:22:18.853
Nickeil,Alexander-Walker,0,,3,27,207,2,0,2,0,4,2,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1629638,-7,0,0,A,,0021900239,A,NOP,2019-11-24,Nickeil Alexander-Walker,1574655738853,2019-11-25 04:22:18.853
Josh,Hart,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628404,0,0,0,A,,0021900239,A,NOP,2019-11-24,Josh Hart,1574655738853,2019-11-25 04:22:18.853
Zylan,Cheatham,45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629597,0,0,0,I,,0021900239,A,NOP,2019-11-24,Zylan Cheatham,1574655738853,2019-11-25 04:22:18.853
Derrick,Favors,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202324,0,0,0,I,,0021900239,A,NOP,2019-11-24,Derrick Favors,1574655738853,2019-11-25 04:22:18.853
Josh,Gray,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627982,0,0,0,I,,0021900239,A,NOP,2019-11-24,Josh Gray,1574655738853,2019-11-25 04:22:18.853
Darius,Miller,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203121,0,0,0,I,,0021900239,A,NOP,2019-11-24,Darius Miller,1574655738853,2019-11-25 04:22:18.853
Zion,Williamson,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629627,0,0,0,I,,0021900239,A,NOP,2019-11-24,Zion Williamson,1574655738853,2019-11-25 04:22:18.853
Kawhi,Leonard,2,SF,27,51,1671,19,7,6,2,12,10,1,3,4,6,0,0,1,26,1,0,1,0,8,8,4,0,202695,-3,0,0,A,,0021900239,H,LAC,2019-11-24,Kawhi Leonard,1574655738853,2019-11-25 04:22:18.853
Maurice,Harkless,8,PF,22,52,1372,4,1,2,1,0,0,1,3,4,1,0,0,1,3,0,0,0,0,0,2,0,1,203090,-1,2,0,A,,0021900239,H,LAC,2019-11-24,Maurice Harkless,1574655738853,2019-11-25 04:22:18.853
Ivica,Zubac,40,C,17,15,1035,6,2,0,0,2,1,5,5,10,0,0,0,6,5,1,0,0,0,4,6,2,0,1627826,-9,0,0,A,,0021900239,H,LAC,2019-11-24,Ivica Zubac,1574655738853,2019-11-25 04:22:18.853
Paul,George,13,SG,30,55,1855,20,6,16,6,0,0,0,5,5,2,3,1,2,18,1,0,1,0,0,2,0,0,202331,-9,0,0,A,,0021900239,H,LAC,2019-11-24,Paul George,1574655738853,2019-11-25 04:22:18.853
Patrick,Beverley,21,PG,29,45,1785,5,4,3,2,0,0,3,4,7,4,0,2,4,10,1,2,1,1,4,2,2,0,201976,3,0,0,A,,0021900239,H,LAC,2019-11-24,Patrick Beverley,1574655738853,2019-11-25 04:22:18.853
Lou,Williams,23,,24,56,1496,11,6,5,2,7,5,1,2,3,4,0,0,2,19,2,2,2,1,6,3,3,0,101150,26,1,0,A,,0021900239,H,LAC,2019-11-24,Lou Williams,1574655738853,2019-11-25 04:22:18.853
Jerome,Robinson,1,,14,37,877,6,1,5,0,2,2,0,1,1,4,0,0,1,4,0,0,1,0,2,1,1,1,1629010,26,0,0,A,,0021900239,H,LAC,2019-11-24,Jerome Robinson,1574655738853,2019-11-25 04:22:18.853
JaMychal,Green,4,,21,1,1261,2,1,2,1,0,0,0,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,203210,25,0,0,A,,0021900239,H,LAC,2019-11-24,JaMychal Green,1574655738853,2019-11-25 04:22:18.853
Montrezl,Harrell,5,,28,0,1680,18,13,0,0,10,8,4,8,12,2,1,2,3,34,0,6,3,3,26,17,13,0,1626149,30,2,0,A,,0021900239,H,LAC,2019-11-24,Montrezl Harrell,1574655738853,2019-11-25 04:22:18.853
Rodney,McGruder,19,,16,42,1002,6,4,3,1,0,0,1,4,5,4,0,0,0,9,0,0,0,0,6,3,3,1,203585,28,1,0,A,,0021900239,H,LAC,2019-11-24,Rodney McGruder,1574655738853,2019-11-25 04:22:18.853
Terance,Mann,14,,3,20,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1629611,5,0,0,A,,0021900239,H,LAC,2019-11-24,Terance Mann,1574655738853,2019-11-25 04:22:18.853
Patrick,Patterson,54,,2,45,165,1,1,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,202335,4,0,0,A,,0021900239,H,LAC,2019-11-24,Patrick Patterson,1574655738853,2019-11-25 04:22:18.853
Amir,Coffey,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629599,0,0,0,I,,0021900239,H,LAC,2019-11-24,Amir Coffey,1574655738853,2019-11-25 04:22:18.853
Mfiondu,Kabengele,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629662,0,0,0,I,,0021900239,H,LAC,2019-11-24,Mfiondu Kabengele,1574655738853,2019-11-25 04:22:18.853
Johnathan,Motley,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628405,0,0,0,I,,0021900239,H,LAC,2019-11-24,Johnathan Motley,1574655738853,2019-11-25 04:22:18.853
Landry,Shamet,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629013,0,0,0,I,,0021900239,H,LAC,2019-11-24,Landry Shamet,1574655738853,2019-11-25 04:22:18.853
Derrick,Walton Jr.,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628476,0,0,0,I,,0021900239,H,LAC,2019-11-24,Derrick Walton Jr.,1574655738853,2019-11-25 04:22:18.853
Kelly,Oubre Jr.,3,SF,29,3,1743,12,4,4,0,2,2,1,2,3,2,1,0,2,10,1,2,2,1,6,6,3,0,1626162,-22,0,0,A,,0021900238,A,PHX,2019-11-24,Kelly Oubre Jr.,1574651709931,2019-11-25 03:15:09.931
Dario,Saric,20,PF,33,1,1981,11,7,6,4,0,0,0,17,17,2,0,1,4,18,0,0,0,0,6,4,3,0,203967,-10,0,0,A,,0021900238,A,PHX,2019-11-24,Dario Saric,1574651709931,2019-11-25 03:15:09.931
Frank,Kaminsky,8,C,19,9,1149,7,3,3,0,1,1,1,3,4,3,1,0,4,7,0,0,0,0,4,3,2,0,1626163,-8,1,0,A,,0021900238,A,PHX,2019-11-24,Frank Kaminsky,1574651709931,2019-11-25 03:15:09.931
Devin,Booker,1,SG,33,9,1989,13,5,7,1,1,1,0,1,1,5,0,0,1,12,5,0,1,0,6,3,3,0,1626164,-18,0,0,A,,0021900238,A,PHX,2019-11-24,Devin Booker,1574651709931,2019-11-25 03:15:09.931
Tyler,Johnson,16,PG,16,33,993,4,2,3,2,2,1,0,0,0,3,0,0,1,7,2,0,0,0,0,0,0,0,204020,-8,0,0,A,,0021900238,A,PHX,2019-11-24,Tyler Johnson,1574651709931,2019-11-25 03:15:09.931
Cheick,Diallo,14,,35,51,2151,12,10,0,0,2,2,4,2,6,1,0,1,3,22,2,0,1,0,16,10,8,1,1627767,-8,0,0,A,,0021900238,A,PHX,2019-11-24,Cheick Diallo,1574651709931,2019-11-25 03:15:09.931
Elie,Okobo,2,,28,25,1705,11,6,4,3,2,1,0,2,2,4,1,0,1,16,0,3,2,1,4,6,2,1,1629059,-2,0,0,A,,0021900238,A,PHX,2019-11-24,Elie Okobo,1574651709931,2019-11-25 03:15:09.931
Cameron,Johnson,23,,21,59,1319,7,2,6,2,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0,1,0,1,1629661,8,1,0,A,,0021900238,A,PHX,2019-11-24,Cameron Johnson,1574651709931,2019-11-25 03:15:09.931
Mikal,Bridges,25,,16,13,973,3,1,2,0,2,2,0,1,1,1,1,0,0,4,0,0,0,0,2,1,1,1,1628969,5,0,0,A,,0021900238,A,PHX,2019-11-24,Mikal Bridges,1574651709931,2019-11-25 03:15:09.931
Jevon,Carter,4,,6,37,397,2,1,0,0,0,0,1,1,2,3,0,0,1,2,1,0,0,0,2,1,1,1,1628975,3,0,0,A,,0021900238,A,PHX,2019-11-24,Jevon Carter,1574651709931,2019-11-25 03:15:09.931
Deandre,Ayton,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629028,0,0,0,A,,0021900238,A,PHX,2019-11-24,Deandre Ayton,1574651709931,2019-11-25 03:15:09.931
Aron,Baynes,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203382,0,0,0,A,,0021900238,A,PHX,2019-11-24,Aron Baynes,1574651709931,2019-11-25 03:15:09.931
Ricky,Rubio,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201937,0,0,0,A,,0021900238,A,PHX,2019-11-24,Ricky Rubio,1574651709931,2019-11-25 03:15:09.931
Jared,Harper,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629607,0,0,0,I,,0021900238,A,PHX,2019-11-24,Jared Harper,1574651709931,2019-11-25 03:15:09.931
Ty,Jerome,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629660,0,0,0,I,,0021900238,A,PHX,2019-11-24,Ty Jerome,1574651709931,2019-11-25 03:15:09.931
Jalen,Lecque,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629665,0,0,0,I,,0021900238,A,PHX,2019-11-24,Jalen Lecque,1574651709931,2019-11-25 03:15:09.931
Will,Barton,5,SF,32,29,1949,18,8,7,4,2,2,5,3,8,4,1,0,2,22,1,2,3,1,8,11,4,1,203115,13,1,0,A,,0021900238,H,DEN,2019-11-24,Will Barton,1574651709931,2019-11-25 03:15:09.931
Paul,Millsap,4,PF,26,45,1605,12,6,5,2,9,9,3,2,5,0,0,0,4,23,0,5,1,1,4,5,2,1,200794,8,0,0,A,,0021900238,H,DEN,2019-11-24,Paul Millsap,1574651709931,2019-11-25 03:15:09.931
Nikola,Jokic,15,C,32,20,1940,9,4,1,0,0,0,4,9,13,5,2,0,2,8,1,0,0,0,8,6,4,1,203999,8,0,0,A,,0021900238,H,DEN,2019-11-24,Nikola Jokic,1574651709931,2019-11-25 03:15:09.931
Gary,Harris,14,SG,35,5,2105,7,2,3,1,2,1,0,1,1,3,0,0,2,6,1,0,1,0,2,2,1,1,203914,17,0,0,A,,0021900238,H,DEN,2019-11-24,Gary Harris,1574651709931,2019-11-25 03:15:09.931
Jamal,Murray,27,PG,34,20,2060,21,9,11,4,0,0,1,6,7,3,1,0,1,22,0,0,0,0,4,5,2,1,1627750,11,0,0,A,,0021900238,H,DEN,2019-11-24,Jamal Murray,1574651709931,2019-11-25 03:15:09.931
Michael,Porter Jr.,1,,7,51,471,2,1,1,0,0,0,0,0,0,1,0,0,1,2,0,2,1,1,2,1,1,0,1629008,-7,0,0,A,,0021900238,H,DEN,2019-11-24,Michael Porter Jr.,1574651709931,2019-11-25 03:15:09.931
Jerami,Grant,9,,21,15,1275,3,1,0,0,3,1,1,4,5,0,0,1,0,3,0,2,1,1,2,3,1,0,203924,4,1,0,A,,0021900238,H,DEN,2019-11-24,Jerami Grant,1574651709931,2019-11-25 03:15:09.931
Torrey,Craig,3,,1,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628470,-3,0,0,A,,0021900238,H,DEN,2019-11-24,Torrey Craig,1574651709931,2019-11-25 03:15:09.931
Monte,Morris,11,,13,40,820,5,4,1,1,3,1,0,3,3,4,0,0,0,10,1,1,0,0,6,4,3,0,1628420,1,0,0,A,,0021900238,H,DEN,2019-11-24,Monte Morris,1574651709931,2019-11-25 03:15:09.931
Mason,Plumlee,24,,15,40,940,10,6,0,0,4,2,4,3,7,2,0,1,1,14,2,0,0,0,12,10,6,0,203486,4,0,0,A,,0021900238,H,DEN,2019-11-24,Mason Plumlee,1574651709931,2019-11-25 03:15:09.931
