ast,blk,blka,court,dreb,epoch,fbpts,fbptsa,fbptsm,fga,fgm,fn,fta,ftm,full_dt,full_name,game_date,gid,hm_away,ln,memo,min,num,oreb,pf,pid,pip,pipa,pipm,pm,pos,pts,reb,season,sec,status,stl,team,tf,totsec,tov,tpa,tpm
3,0,0,1,8,1576152125755,6,2,2,18,10,Marcus,12,11,2019-12-12 12:02:05.755,Marcus Morris Sr.,2019-12-11,0021900366,A,Morris Sr.,,36,13,2,3,202694,6,3,3,5,SF,36,10,2019-2020,28,A,3,NYK,0,2188,1,9,5
5,0,3,1,10,1576152125755,4,2,2,16,7,Julius,10,7,2019-12-12 12:02:05.755,Julius Randle,2019-12-11,0021900366,A,Randle,,38,30,3,4,203944,8,12,4,13,PF,24,13,2019-2020,7,A,0,NYK,0,2287,4,4,3
1,1,1,0,4,1576152125755,0,0,0,1,0,Taj,0,0,2019-12-12 12:02:05.755,Taj Gibson,2019-12-11,0021900366,A,Gibson,,13,67,0,0,201959,0,1,0,3,C,0,4,2019-2020,47,A,0,NYK,0,827,0,0,0
3,1,2,1,10,1576152125755,3,1,1,16,8,RJ,4,3,2019-12-12 12:02:05.755,RJ Barrett,2019-12-11,0021900366,A,Barrett,,46,9,0,5,1629628,10,10,5,0,SG,22,10,2019-2020,4,A,1,NYK,0,2764,3,5,3
1,0,0,0,0,1576152125755,0,0,0,3,1,Frank,0,0,2019-12-12 12:02:05.755,Frank Ntilikina,2019-12-11,0021900366,A,Ntilikina,,13,11,0,4,1628373,0,1,0,-10,PG,2,0,2019-2020,26,A,0,NYK,0,806,4,1,0
5,0,0,1,2,1576152125755,2,1,1,14,7,Elfrid,0,0,2019-12-12 12:02:05.755,Elfrid Payton,2019-12-11,0021900366,A,Payton,,29,6,2,2,203901,14,11,7,-1,,14,4,2019-2020,35,A,1,NYK,0,1775,5,3,0
1,3,0,1,4,1576152125755,0,0,0,7,4,Mitchell,2,1,2019-12-12 12:02:05.755,Mitchell Robinson,2019-12-11,0021900366,A,Robinson,,29,23,5,3,1629011,8,7,4,-4,,9,9,2019-2020,53,A,0,NYK,0,1793,0,0,0
1,2,0,0,3,1576152125755,0,0,0,4,1,Kevin,0,0,2019-12-12 12:02:05.755,Kevin Knox II,2019-12-11,0021900366,A,Knox II,,16,20,0,1,1628995,2,1,1,-3,,2,3,2019-2020,32,A,0,NYK,0,992,0,2,0
3,0,0,0,2,1576152125755,0,0,0,3,0,Damyean,1,0,2019-12-12 12:02:05.755,Damyean Dotson,2019-12-11,0021900366,A,Dotson,,16,21,0,2,1628422,0,0,0,15,,0,2,2019-2020,54,A,0,NYK,0,1014,0,2,0
2,0,0,0,3,1576152125755,2,1,1,8,5,Bobby,5,4,2019-12-12 12:02:05.755,Bobby Portis,2019-12-11,0021900366,A,Portis,,24,1,0,0,1626171,6,4,3,-8,,15,3,2019-2020,12,A,0,NYK,0,1452,1,3,1
0,0,0,0,0,1576152125755,0,0,0,0,0,Ignas,0,0,2019-12-12 12:02:05.755,Ignas Brazdeikis,2019-12-11,0021900366,A,Brazdeikis,,0,17,0,0,1629649,0,0,0,0,,0,0,2019-2020,0,A,0,NYK,0,0,0,0,0
0,0,0,0,0,1576152125755,0,0,0,0,0,Dennis,0,0,2019-12-12 12:02:05.755,Dennis Smith Jr.,2019-12-11,0021900366,A,Smith Jr.,,0,5,0,0,1628372,0,0,0,0,,0,0,2019-2020,0,A,0,NYK,0,0,0,0,0
0,0,0,0,0,1576152125755,0,0,0,0,0,Allonzo,0,0,2019-12-12 12:02:05.755,Allonzo Trier,2019-12-11,0021900366,A,Trier,,0,14,0,0,1629019,0,0,0,0,,0,0,2019-2020,0,A,0,NYK,0,0,0,0,0
0,0,0,0,0,1576152125755,0,0,0,0,0,Kadeem,0,0,2019-12-12 12:02:05.755,Kadeem Allen,2019-12-11,0021900366,A,Allen,,0,0,0,0,1628443,0,0,0,0,,0,0,2019-2020,0,I,0,NYK,0,0,0,0,0
0,0,0,0,0,1576152125755,0,0,0,0,0,Reggie,0,0,2019-12-12 12:02:05.755,Reggie Bullock,2019-12-11,0021900366,A,Bullock,,0,25,0,0,203493,0,0,0,0,,0,0,2019-2020,0,I,0,NYK,0,0,0,0,0
0,0,0,0,0,1576152125755,0,0,0,0,0,Wayne,0,0,2019-12-12 12:02:05.755,Wayne Ellington,2019-12-11,0021900366,A,Ellington,,0,2,0,0,201961,0,0,0,0,,0,0,2019-2020,0,I,0,NYK,0,0,0,0,0
0,0,0,0,0,1576152125755,0,0,0,0,0,Ivan,0,0,2019-12-12 12:02:05.755,Ivan Rabb,2019-12-11,0021900366,A,Rabb,,0,8,0,0,1628397,0,0,0,0,,0,0,2019-2020,0,I,0,NYK,0,0,0,0,0
1,0,1,0,1,1576152125755,3,2,1,6,2,Eric,2,1,2019-12-12 12:02:05.755,Eric Paschall,2019-12-11,0021900366,H,Paschall,,16,7,0,2,1629672,2,3,1,-4,SF,5,1,2019-2020,52,A,0,GSW,0,1012,0,1,0
12,0,0,1,10,1576152125755,0,1,0,11,5,Draymond,4,3,2019-12-12 12:02:05.755,Draymond Green,2019-12-11,0021900366,H,Green,,39,23,0,2,203110,8,6,4,-10,PF,14,10,2019-2020,29,A,4,GSW,0,2369,2,5,1
0,3,1,1,3,1576152125755,0,0,0,7,3,Willie,2,1,2019-12-12 12:02:05.755,Willie Cauley-Stein,2019-12-11,0021900366,H,Cauley-Stein,,22,2,2,2,1626161,2,4,1,5,C,7,5,2019-2020,21,A,0,GSW,0,1341,0,0,0
2,0,1,1,2,1576152125755,2,3,1,14,6,Glenn,4,3,2019-12-12 12:02:05.755,Glenn Robinson III,2019-12-11,0021900366,H,Robinson III,,35,22,2,4,203922,6,5,3,-7,SG,17,4,2019-2020,55,A,1,GSW,0,2155,1,6,2
6,0,0,1,3,1576152125755,6,4,2,27,12,D'Angelo,3,2,2019-12-12 12:02:05.755,D'Angelo Russell,2019-12-11,0021900366,H,Russell,,35,0,0,5,1626156,8,10,4,0,PG,32,3,2019-2020,41,A,2,GSW,0,2141,2,14,6
0,0,0,0,0,1576152125755,0,0,0,2,2,Kevon,1,1,2019-12-12 12:02:05.755,Kevon Looney,2019-12-11,0021900366,H,Looney,,5,5,1,1,1626172,4,2,2,-9,,5,1,2019-2020,20,A,0,GSW,0,320,0,0,0
2,0,2,1,4,1576152125755,3,1,0,14,6,Alec,5,5,2019-12-12 12:02:05.755,Alec Burks,2019-12-11,0021900366,H,Burks,,33,8,1,2,202692,6,6,3,2,,18,5,2019-2020,18,A,2,GSW,0,1998,2,4,1
0,0,0,0,0,1576152125755,3,1,1,2,1,Ky,2,1,2019-12-12 12:02:05.755,Ky Bowman,2019-12-11,0021900366,H,Bowman,,15,12,0,1,1629065,2,1,1,3,,3,0,2019-2020,16,A,0,GSW,0,916,0,1,0
0,0,0,0,1,1576152125755,0,0,0,7,3,Damion,0,0,2019-12-12 12:02:05.755,Damion Lee,2019-12-11,0021900366,H,Lee,,15,1,0,1,1627814,4,3,2,9,,6,1,2019-2020,9,A,0,GSW,0,909,0,3,0
2,0,0,0,4,1576152125755,0,0,0,4,1,Omari,1,1,2019-12-12 12:02:05.755,Omari Spellman,2019-12-11,0021900366,H,Spellman,,15,4,2,0,1629016,2,2,1,10,,3,6,2019-2020,51,A,0,GSW,0,951,0,2,0
2,3,1,0,4,1576152125755,2,1,1,8,4,Marquese,6,4,2019-12-12 12:02:05.755,Marquese Chriss,2019-12-11,0021900366,H,Chriss,,24,32,6,2,1627737,8,6,4,-3,,12,10,2019-2020,1,A,1,GSW,0,1441,1,1,0
0,0,1,0,0,1576152125755,0,0,0,2,0,Jacob,0,0,2019-12-12 12:02:05.755,Jacob Evans,2019-12-11,0021900366,H,Evans,,5,10,0,3,1628980,0,1,0,-6,,0,0,2019-2020,45,A,0,GSW,0,345,0,0,0
0,0,0,0,0,1576152125755,0,0,0,0,0,Jordan,0,0,2019-12-12 12:02:05.755,Jordan Poole,2019-12-11,0021900366,H,Poole,,0,3,0,0,1629673,0,0,0,0,,0,0,2019-2020,0,A,0,GSW,0,0,0,0,0
0,0,0,0,0,1576152125755,0,0,0,0,0,Stephen,0,0,2019-12-12 12:02:05.755,Stephen Curry,2019-12-11,0021900366,H,Curry,,0,30,0,0,201939,0,0,0,0,,0,0,2019-2020,0,I,0,GSW,0,0,0,0,0
0,0,0,0,0,1576152125755,0,0,0,0,0,Alen,0,0,2019-12-12 12:02:05.755,Alen Smailagic,2019-12-11,0021900366,H,Smailagic,,0,6,0,0,1629346,0,0,0,0,,0,0,2019-2020,0,I,0,GSW,0,0,0,0,0
0,0,0,0,0,1576152125755,0,0,0,0,0,Klay,0,0,2019-12-12 12:02:05.755,Klay Thompson,2019-12-11,0021900366,H,Thompson,,0,11,0,0,202691,0,0,0,0,,0,0,2019-2020,0,I,0,GSW,0,0,0,0,0
0,0,0,0,3,1576128664824,3,2,1,9,5,Abdel,0,0,2019-12-12 05:31:04.824,Abdel Nader,2019-12-11,0021900365,A,Nader,,32,11,1,1,1627846,0,3,0,9,SF,15,4,2019-2020,39,A,1,OKC,0,1959,1,6,5
3,0,0,1,8,1576128664824,0,0,0,13,5,Danilo,2,1,2019-12-12 05:31:04.824,Danilo Gallinari,2019-12-11,0021900365,A,Gallinari,,33,8,0,1,201568,4,2,2,5,PF,14,8,2019-2020,15,A,1,OKC,0,1995,3,9,3
4,2,2,1,5,1576128664824,0,0,0,10,5,Steven,5,2,2019-12-12 05:31:04.824,Steven Adams,2019-12-11,0021900365,A,Adams,,28,12,6,1,203500,10,9,5,-3,C,12,11,2019-2020,8,A,0,OKC,0,1688,2,0,0
4,1,0,1,4,1576128664824,4,2,1,11,4,Shai,8,6,2019-12-12 05:31:04.824,Shai Gilgeous-Alexander,2019-12-11,0021900365,A,Gilgeous-Alexander,,35,2,0,3,1628983,8,9,4,-3,SG,14,4,2019-2020,33,A,1,OKC,0,2133,3,1,0
12,3,0,1,7,1576128664824,0,0,0,9,3,Chris,0,0,2019-12-12 05:31:04.824,Chris Paul,2019-12-11,0021900365,A,Paul,,35,3,0,2,101108,2,3,1,14,PG,8,7,2019-2020,5,A,0,OKC,0,2105,1,5,2
0,1,0,0,3,1576128664824,2,2,1,5,4,Nerlens,3,3,2019-12-12 05:31:04.824,Nerlens Noel,2019-12-11,0021900365,A,Noel,,19,9,1,3,203457,8,5,4,2,,11,4,2019-2020,52,A,2,OKC,0,1192,1,0,0
0,1,0,1,2,1576128664824,3,2,1,14,7,Dennis,0,0,2019-12-12 05:31:04.824,Dennis Schroder,2019-12-11,0021900365,A,Schroder,,31,17,0,3,203471,4,4,2,-4,,17,2,2019-2020,15,A,2,OKC,0,1875,3,8,3
1,0,1,0,0,1576128664824,0,0,0,4,1,Luguentz,0,0,2019-12-12 05:31:04.824,Luguentz Dort,2019-12-11,0021900365,A,Dort,,12,5,0,2,1629652,2,2,1,-11,,2,0,2019-2020,45,A,1,OKC,0,765,0,2,0
0,0,0,0,4,1576128664824,0,0,0,4,0,Darius,0,0,2019-12-12 05:31:04.824,Darius Bazley,2019-12-11,0021900365,A,Bazley,,11,7,0,0,1629647,0,1,0,-14,,0,4,2019-2020,28,A,0,OKC,0,688,2,2,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Devon,0,0,2019-12-12 05:31:04.824,Devon Hall,2019-12-11,0021900365,A,Hall,,0,22,0,0,1628985,0,0,0,0,,0,0,2019-2020,0,A,0,OKC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Mike,0,0,2019-12-12 05:31:04.824,Mike Muscala,2019-12-11,0021900365,A,Muscala,,0,33,0,0,203488,0,0,0,0,,0,0,2019-2020,0,A,0,OKC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Deonte,0,0,2019-12-12 05:31:04.824,Deonte Burton,2019-12-11,0021900365,A,Burton,,0,30,0,0,1629126,0,0,0,0,,0,0,2019-2020,0,I,0,OKC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Hamidou,0,0,2019-12-12 05:31:04.824,Hamidou Diallo,2019-12-11,0021900365,A,Diallo,,0,6,0,0,1628977,0,0,0,0,,0,0,2019-2020,0,I,0,OKC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Terrance,0,0,2019-12-12 05:31:04.824,Terrance Ferguson,2019-12-11,0021900365,A,Ferguson,,0,23,0,0,1628390,0,0,0,0,,0,0,2019-2020,0,I,0,OKC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Justin,0,0,2019-12-12 05:31:04.824,Justin Patton,2019-12-11,0021900365,A,Patton,,0,13,0,0,1628383,0,0,0,0,,0,0,2019-2020,0,I,0,OKC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Andre,0,0,2019-12-12 05:31:04.824,Andre Roberson,2019-12-11,0021900365,A,Roberson,,0,21,0,0,203460,0,0,0,0,,0,0,2019-2020,0,I,0,OKC,0,0,0,0,0
3,0,0,1,4,1576128664824,0,0,0,9,2,Harrison,2,1,2019-12-12 05:31:04.824,Harrison Barnes,2019-12-11,0021900365,H,Barnes,,34,40,1,0,203084,4,6,2,-10,SF,5,5,2019-2020,17,A,0,SAC,0,2057,2,2,0
0,0,0,0,5,1576128664824,2,1,1,8,4,Nemanja,0,0,2019-12-12 05:31:04.824,Nemanja Bjelica,2019-12-11,0021900365,H,Bjelica,,22,88,0,4,202357,4,5,2,-11,PF,10,5,2019-2020,14,A,0,SAC,0,1334,2,3,2
0,1,0,1,5,1576128664824,2,1,1,7,5,Richaun,0,0,2019-12-12 05:31:04.824,Richaun Holmes,2019-12-11,0021900365,H,Holmes,,24,22,2,4,1626158,10,7,5,5,C,10,7,2019-2020,57,A,2,SAC,0,1497,3,0,0
6,0,2,0,6,1576128664824,3,4,1,24,9,Buddy,0,0,2019-12-12 05:31:04.824,Buddy Hield,2019-12-11,0021900365,H,Hield,,37,24,0,3,1627741,4,6,2,9,SG,23,6,2019-2020,3,A,2,SAC,0,2223,2,14,5
2,1,2,1,2,1576128664824,0,1,0,8,3,Cory,0,0,2019-12-12 05:31:04.824,Cory Joseph,2019-12-11,0021900365,H,Joseph,,24,9,0,1,202709,2,3,1,-19,PG,7,2,2019-2020,17,A,0,SAC,0,1457,0,3,1
0,1,2,0,4,1576128664824,0,0,0,13,5,Marvin,1,1,2019-12-12 05:31:04.824,Marvin Bagley III,2019-12-11,0021900365,H,Bagley III,,23,35,2,2,1628963,8,10,4,-4,,11,6,2019-2020,3,A,0,SAC,0,1383,1,1,0
1,0,0,1,4,1576128664824,3,1,1,3,2,Trevor,1,1,2019-12-12 05:31:04.824,Trevor Ariza,2019-12-11,0021900365,H,Ariza,,29,0,1,2,2772,4,2,2,17,,5,5,2019-2020,29,A,2,SAC,0,1769,1,0,0
0,0,1,1,3,1576128664824,2,1,1,12,7,Bogdan,4,1,2019-12-12 05:31:04.824,Bogdan Bogdanovic,2019-12-11,0021900365,H,Bogdanovic,,29,8,0,5,203992,8,4,4,14,,17,3,2019-2020,25,A,1,SAC,0,1765,3,7,2
0,0,1,0,1,1576128664824,2,1,1,4,2,Yogi,2,2,2019-12-12 05:31:04.824,Yogi Ferrell,2019-12-11,0021900365,H,Ferrell,,15,3,0,0,1627812,4,3,2,4,,6,1,2019-2020,14,A,2,SAC,0,914,1,1,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Dewayne,0,0,2019-12-12 05:31:04.824,Dewayne Dedmon,2019-12-11,0021900365,H,Dedmon,,0,13,0,0,203473,0,0,0,0,,0,0,2019-2020,0,A,0,SAC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Harry,0,0,2019-12-12 05:31:04.824,Harry Giles III,2019-12-11,0021900365,H,Giles III,,0,20,0,0,1628385,0,0,0,0,,0,0,2019-2020,0,A,0,SAC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Justin,0,0,2019-12-12 05:31:04.824,Justin James,2019-12-11,0021900365,H,James,,0,10,0,0,1629713,0,0,0,0,,0,0,2019-2020,0,A,0,SAC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Caleb,0,0,2019-12-12 05:31:04.824,Caleb Swanigan,2019-12-11,0021900365,H,Swanigan,,0,50,0,0,1628403,0,0,0,0,,0,0,2019-2020,0,A,0,SAC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,De'Aaron,0,0,2019-12-12 05:31:04.824,De'Aaron Fox,2019-12-11,0021900365,H,Fox,,0,5,0,0,1628368,0,0,0,0,,0,0,2019-2020,0,I,0,SAC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Wenyen,0,0,2019-12-12 05:31:04.824,Wenyen Gabriel,2019-12-11,0021900365,H,Gabriel,,0,32,0,0,1629117,0,0,0,0,,0,0,2019-2020,0,I,0,SAC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,Kyle,0,0,2019-12-12 05:31:04.824,Kyle Guy,2019-12-11,0021900365,H,Guy,,0,7,0,0,1629657,0,0,0,0,,0,0,2019-2020,0,I,0,SAC,0,0,0,0,0
0,0,0,0,0,1576128664824,0,0,0,0,0,DaQuan,0,0,2019-12-12 05:31:04.824,DaQuan Jeffries,2019-12-11,0021900365,H,Jeffries,,0,19,0,0,1629610,0,0,0,0,,0,0,2019-2020,0,I,0,SAC,0,0,0,0,0
1,0,0,0,8,1576129998732,0,2,0,22,9,Brandon,4,4,2019-12-12 05:53:18.732,Brandon Ingram,2019-12-11,0021900364,A,Ingram,,32,14,2,4,1627742,10,9,5,-13,SF,25,10,2019-2020,37,A,0,NOP,0,1957,4,10,3
5,1,0,1,6,1576129998732,0,0,0,5,0,Kenrich,0,0,2019-12-12 05:53:18.732,Kenrich Williams,2019-12-11,0021900364,A,Williams,,26,34,1,2,1629026,0,0,0,-22,PF,0,7,2019-2020,4,A,0,NOP,0,1564,1,5,0
6,0,0,0,1,1576129998732,0,0,0,3,1,Jahlil,0,0,2019-12-12 05:53:18.732,Jahlil Okafor,2019-12-11,0021900364,A,Okafor,,20,8,2,3,1626143,2,3,1,-10,C,2,3,2019-2020,13,A,0,NOP,0,1213,1,0,0
2,0,0,0,0,1576129998732,10,5,3,16,10,JJ,8,8,2019-12-12 05:53:18.732,JJ Redick,2019-12-11,0021900364,A,Redick,,32,4,1,0,200755,6,4,3,-1,SG,31,1,2019-2020,16,A,0,NOP,0,1936,0,7,3
6,2,1,0,6,1576129998732,10,5,4,11,8,Jrue,2,1,2019-12-12 05:53:18.732,Jrue Holiday,2019-12-11,0021900364,A,Holiday,,37,11,0,2,201950,8,5,4,-11,PG,21,6,2019-2020,34,A,0,NOP,0,2254,8,6,4
1,2,0,1,5,1576129998732,2,1,1,5,4,Jaxson,5,4,2019-12-12 05:53:18.732,Jaxson Hayes,2019-12-11,0021900364,A,Hayes,,23,10,0,1,1629637,8,5,4,-4,,12,5,2019-2020,53,A,2,NOP,0,1433,1,0,0
1,0,1,1,3,1576129998732,0,3,0,10,3,Josh,0,0,2019-12-12 05:53:18.732,Josh Hart,2019-12-11,0021900364,A,Hart,,26,3,0,4,1628404,0,3,0,-3,,9,3,2019-2020,1,A,2,NOP,0,1561,1,7,3
1,0,0,0,1,1576129998732,0,1,0,3,0,Nicolo,0,0,2019-12-12 05:53:18.732,Nicolo Melli,2019-12-11,0021900364,A,Melli,,7,20,0,0,1629740,0,0,0,5,,0,1,2019-2020,11,A,0,NOP,0,431,1,3,0
6,0,0,0,4,1576129998732,0,1,0,9,2,Lonzo,3,1,2019-12-12 05:53:18.732,Lonzo Ball,2019-12-11,0021900364,A,Ball,,22,2,1,0,1628366,2,3,1,-8,,6,5,2019-2020,50,A,4,NOP,0,1370,4,5,1
0,0,0,1,1,1576129998732,0,0,0,4,2,Nickeil,0,0,2019-12-12 05:53:18.732,Nickeil Alexander-Walker,2019-12-11,0021900364,A,Alexander-Walker,,10,0,0,0,1629638,0,1,0,-6,,6,1,2019-2020,7,A,0,NOP,0,607,0,2,2
0,0,0,1,0,1576129998732,0,0,0,0,0,Frank,0,0,2019-12-12 05:53:18.732,Frank Jackson,2019-12-11,0021900364,A,Jackson,,1,15,0,1,1628402,0,0,0,-2,,0,0,2019-2020,12,A,0,NOP,0,72,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,Derrick,0,0,2019-12-12 05:53:18.732,Derrick Favors,2019-12-11,0021900364,A,Favors,,0,22,0,0,202324,0,0,0,0,,0,0,2019-2020,0,A,0,NOP,0,0,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,E'Twaun,0,0,2019-12-12 05:53:18.732,E'Twaun Moore,2019-12-11,0021900364,A,Moore,,0,55,0,0,202734,0,0,0,0,,0,0,2019-2020,0,A,0,NOP,0,0,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,Zylan,0,0,2019-12-12 05:53:18.732,Zylan Cheatham,2019-12-11,0021900364,A,Cheatham,,0,45,0,0,1629597,0,0,0,0,,0,0,2019-2020,0,I,0,NOP,0,0,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,Josh,0,0,2019-12-12 05:53:18.732,Josh Gray,2019-12-11,0021900364,A,Gray,,0,5,0,0,1627982,0,0,0,0,,0,0,2019-2020,0,I,0,NOP,0,0,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,Darius,0,0,2019-12-12 05:53:18.732,Darius Miller,2019-12-11,0021900364,A,Miller,,0,21,0,0,203121,0,0,0,0,,0,0,2019-2020,0,I,0,NOP,0,0,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,Zion,0,0,2019-12-12 05:53:18.732,Zion Williamson,2019-12-11,0021900364,A,Williamson,,0,1,0,0,1629627,0,0,0,0,,0,0,2019-2020,0,I,0,NOP,0,0,0,0,0
4,0,1,1,5,1576129998732,0,2,0,22,11,Khris,1,1,2019-12-12 05:53:18.732,Khris Middleton,2019-12-11,0021900364,H,Middleton,,30,22,0,1,203114,10,10,5,19,SF,24,5,2019-2020,50,A,2,MIL,0,1850,1,4,1
3,0,0,0,8,1576129998732,2,1,1,10,8,Ersan,0,0,2019-12-12 05:53:18.732,Ersan Ilyasova,2019-12-11,0021900364,H,Ilyasova,,26,7,1,1,101141,12,7,6,19,PF,18,9,2019-2020,53,A,1,MIL,0,1613,0,3,2
3,1,1,1,3,1576129998732,0,0,0,10,3,Brook,2,1,2019-12-12 05:53:18.732,Brook Lopez,2019-12-11,0021900364,H,Lopez,,24,11,2,5,201572,2,5,1,17,C,9,5,2019-2020,44,A,0,MIL,1,1484,2,4,2
0,0,0,0,1,1576129998732,3,1,1,5,3,Wesley,0,0,2019-12-12 05:53:18.732,Wesley Matthews,2019-12-11,0021900364,H,Matthews,,19,9,0,2,202083,0,0,0,12,SG,9,1,2019-2020,43,A,1,MIL,0,1183,0,5,3
6,0,0,0,3,1576129998732,5,2,2,13,10,Eric,4,4,2019-12-12 05:53:18.732,Eric Bledsoe,2019-12-11,0021900364,H,Bledsoe,,25,6,0,2,202339,6,5,3,11,PG,29,3,2019-2020,27,A,2,MIL,0,1527,3,6,5
3,0,0,1,3,1576129998732,0,0,0,4,1,Donte,0,0,2019-12-12 05:53:18.732,Donte DiVincenzo,2019-12-11,0021900364,H,DiVincenzo,,23,0,0,1,1628978,0,1,0,-2,,3,3,2019-2020,47,A,0,MIL,0,1427,3,3,1
1,0,0,1,1,1576129998732,0,0,0,2,0,D.J.,0,0,2019-12-12 05:53:18.732,D.J. Wilson,2019-12-11,0021900364,H,Wilson,,11,5,0,1,1628391,0,0,0,-3,,0,1,2019-2020,35,A,0,MIL,0,695,1,2,0
2,0,2,0,5,1576129998732,0,1,0,6,2,Sterling,2,2,2019-12-12 05:53:18.732,Sterling Brown,2019-12-11,0021900364,H,Brown,,19,23,0,1,1628425,2,3,1,-6,,7,5,2019-2020,59,A,2,MIL,0,1199,0,2,1
3,0,1,0,2,1576129998732,5,2,2,7,5,George,0,0,2019-12-12 05:53:18.732,George Hill,2019-12-11,0021900364,H,Hill,,18,3,1,1,201588,4,3,2,5,,13,3,2019-2020,59,A,3,MIL,0,1139,1,3,3
0,1,0,0,4,1576129998732,0,0,0,7,4,Robin,0,0,2019-12-12 05:53:18.732,Robin Lopez,2019-12-11,0021900364,H,Lopez,,16,42,1,1,201577,8,5,4,4,,8,5,2019-2020,30,A,0,MIL,0,990,2,2,0
2,0,0,0,3,1576129998732,0,2,0,7,3,Kyle,0,0,2019-12-12 05:53:18.732,Kyle Korver,2019-12-11,0021900364,H,Korver,,16,26,0,1,2594,4,2,2,2,,7,3,2019-2020,19,A,2,MIL,0,979,1,5,1
0,0,0,1,0,1576129998732,0,0,0,0,0,Pat,0,0,2019-12-12 05:53:18.732,Pat Connaughton,2019-12-11,0021900364,H,Connaughton,,5,24,0,0,1626192,0,0,0,-3,,0,0,2019-2020,11,A,0,MIL,0,311,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,Thanasis,0,0,2019-12-12 05:53:18.732,Thanasis Antetokounmpo,2019-12-11,0021900364,H,Antetokounmpo,,0,43,0,0,203648,0,0,0,0,,0,0,2019-2020,0,A,0,MIL,0,0,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,Giannis,0,0,2019-12-12 05:53:18.732,Giannis Antetokounmpo,2019-12-11,0021900364,H,Antetokounmpo,,0,34,0,0,203507,0,0,0,0,,0,0,2019-2020,0,I,0,MIL,0,0,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,Dragan,0,0,2019-12-12 05:53:18.732,Dragan Bender,2019-12-11,0021900364,H,Bender,,0,17,0,0,1627733,0,0,0,0,,0,0,2019-2020,0,I,0,MIL,0,0,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,Frank,0,0,2019-12-12 05:53:18.732,Frank Mason,2019-12-11,0021900364,H,Mason,,0,15,0,0,1628412,0,0,0,0,,0,0,2019-2020,0,I,0,MIL,0,0,0,0,0
0,0,0,0,0,1576129998732,0,0,0,0,0,Cameron,0,0,2019-12-12 05:53:18.732,Cameron Reynolds,2019-12-11,0021900364,H,Reynolds,,0,13,0,0,1629244,0,0,0,0,,0,0,2019-2020,0,I,0,MIL,0,0,0,0,0
5,0,1,1,6,1576124993866,6,6,2,11,4,Jae,5,3,2019-12-12 04:29:53.866,Jae Crowder,2019-12-11,0021900363,A,Crowder,,31,99,1,3,203109,4,5,2,11,SF,13,7,2019-2020,53,A,2,MEM,0,1913,3,4,2
4,1,0,0,6,1576124993866,0,0,0,18,10,Jaren,2,1,2019-12-12 04:29:53.866,Jaren Jackson Jr.,2019-12-11,0021900363,A,Jackson Jr.,,31,13,0,6,1628991,14,10,7,6,PF,24,6,2019-2020,36,A,0,MEM,0,1896,2,7,3
1,0,1,0,8,1576124993866,0,0,0,9,3,Jonas,0,0,2019-12-12 04:29:53.866,Jonas Valanciunas,2019-12-11,0021900363,A,Valanciunas,,25,17,1,2,202685,6,9,3,-10,C,6,9,2019-2020,13,A,0,MEM,0,1513,1,0,0
1,0,1,1,2,1576124993866,3,3,1,18,10,Dillon,6,6,2019-12-12 04:29:53.866,Dillon Brooks,2019-12-11,0021900363,A,Brooks,,27,24,1,2,1628415,8,5,4,-10,SG,27,3,2019-2020,15,A,2,MEM,0,1635,3,5,1
6,0,1,1,4,1576124993866,0,1,0,9,4,Ja,5,5,2019-12-12 04:29:53.866,Ja Morant,2019-12-11,0021900363,A,Morant,,33,12,0,2,1629630,6,5,3,-6,PG,13,4,2019-2020,23,A,1,MEM,0,2003,2,1,0
